# compare_bandwidth_utilization: 用于方案对比的带宽利用率。
# static_bandwidth_utilization: 不考虑重传时，静态打包方案本身的带宽利用率。
# signal_count: 按原始 MessageCode 去重后的信号种类数，不是副本总数。
# total_added_signal_copies: 相比原始 1 份信号，方案中新增的信号副本总数。
# foundation / baseline1 中，同一 code 的多个副本视为一个信号组；WCRT 直接取该组对应报文中最大的帧响应时间。baseline2 基于重传分布。
# foundation / baseline1 的 expected_wcrt_ms、wcrt_p95_ms、threshold_wcrt_ms 在当前口径下相同，都等于对应信号组的最大帧响应时间（单位 ms）。

retry_distribution_report	D:\document\CODE\paper1\storage\analysis\202651_111031\retry_probability_reports\E5S120_5ecu_120signals.txt

# 每个方案的总体指标。
[scheme_summary]
scheme	compare_bandwidth_utilization	static_bandwidth_utilization	signal_count	total_added_signal_copies	schedulable
foundation	0.41217320000000002	0.41217320000000002	120	29	1
baseline1	0.42189319999999997	0.42189319999999997	120	64	1
baseline2	0.28244570351978759	0.28244559999999991	120	0	1

# 按 ASIL 分组统计的 WCRT/周期结果。字段名沿用 wcrt_ratio_p95 以兼容现有脚本；foundation / baseline1 实际填入的是信号组最大帧响应时间比值。

[asil_wcrt_ratio_p95]
scheme	asil	signal_count	avg_wcrt_ratio_p95	max_wcrt_ratio_p95
foundation	A	91	0.070720000000029343	0.27520000000026812
foundation	B	12	0.069832333333347998	0.16376000000003615
foundation	C	12	0.084941833333351646	0.16772000000003687
foundation	D	5	0.10406160000010653	0.27520000000026812
baseline1	A	91	0.076140065934102691	0.25160000000045102
baseline1	B	12	0.11085800000002233	0.17368000000003575
baseline1	C	12	0.073808133333347445	0.16140000000003168
baseline1	D	5	0.11130080000018279	0.25160000000045102
baseline2	A	91	0.049198817582417571	0.20400000000000001
baseline2	B	12	0.043913666666666663	0.076839999999999992
baseline2	C	12	0.04662736666666667	0.084959999999999994
baseline2	D	5	0.0681176	0.20400000000000001

# 按 ASIL 分组统计的信号故障概率。

[asil_fault_probability]
scheme	asil	signal_count	avg_fault_probability	max_fault_probability
foundation	A	91	4.0105493700583693e-08	4.3599999049520024e-08
foundation	B	12	1.5958932695023063e-15	1.9009599171181472e-15
foundation	C	12	1.6236266011037463e-15	1.9009599171181472e-15
foundation	D	5	1.5681599379008662e-15	1.5681599379008662e-15
baseline1	A	91	2.45670331310936e-08	4.1599999134720006e-08
baseline1	B	12	1.6500265995382524e-15	1.9009599171181472e-15
baseline1	C	12	1.6520265992846528e-15	2.0793599051811871e-15
baseline1	D	5	1.5681599379008662e-15	1.5681599379008662e-15
baseline2	A	91	1.0980227716072976e-17	1.1102230246251565e-16
baseline2	B	12	0	0
baseline2	C	12	9.2518585385429707e-18	1.1102230246251565e-16
baseline2	D	5	2.2204460492503132e-17	1.1102230246251565e-16

# 按 ASIL 分组统计的新增信号副本数量。

[asil_added_signal_copies]
scheme	asil	signal_count	added_signal_copies
foundation	A	91	0
foundation	B	12	12
foundation	C	12	12
foundation	D	5	5
baseline1	A	91	35
baseline1	B	12	12
baseline1	C	12	12
baseline1	D	5	5
baseline2	A	91	0
baseline2	B	12	0
baseline2	C	12	0
baseline2	D	5	0

# 每个原始信号的明细指标。WCRT 列统一为信号级统计值（单位 ms），不是 WCRT/周期。

[signal_detail]
scheme	code	asil	level	type	period_ms	src_ecu	dst_ecu	signal_instance_count	added_signal_copies	p_fault	p_threshold	expected_wcrt_ms	p_wcrt_over_deadline	wcrt_p95_ms	threshold_wcrt_ms
foundation	2054392576	D	3	0	1	2	1	2	1	1.5681599379008662e-15	2.7777777777777776e-15	0.15640000000024656	1.5543122344752192e-15	0.15640000000024656	0.15640000000024656
foundation	2670393979	D	3	0	1	1	0	2	1	1.5681599379008662e-15	2.7777777777777776e-15	0.27520000000026812	1.5543122344752192e-15	0.27520000000026812	0.27520000000026812
foundation	2965187334	D	3	0	20	4	2	2	1	1.5681599379008662e-15	5.5555555555555561e-14	0.67320000000012215	1.5543122344752192e-15	0.67320000000012215	0.67320000000012215
foundation	705073070	D	3	0	100	3	2	2	1	1.5681599379008662e-15	2.7777777777777779e-13	2.8712000000006128	1.5543122344752192e-15	2.8712000000006128	2.8712000000006128
foundation	1592757959	D	3	0	100	1	3	2	1	1.5681599379008662e-15	2.7777777777777779e-13	2.6336000000005697	1.5543122344752192e-15	2.6336000000005697	2.6336000000005697
foundation	2945895752	C	2	0	5	2	0	2	1	1.5681599379008662e-15	1.388888888888889e-13	0.43560000000007904	1.5543122344752192e-15	0.43560000000007904	0.43560000000007904
foundation	1774427203	C	2	0	10	0	2	2	1	1.5681599379008662e-15	2.7777777777777779e-13	0.55440000000010059	1.5543122344752192e-15	0.55440000000010059	0.55440000000010059
foundation	2076145948	C	2	0	10	1	4	2	1	1.5681599379008662e-15	2.7777777777777779e-13	1.3980000000003088	1.5543122344752192e-15	1.3980000000003088	1.3980000000003088
foundation	2877240956	C	2	0	10	3	2	2	1	1.5681599379008662e-15	2.7777777777777779e-13	1.6772000000003686	1.5543122344752192e-15	1.6772000000003686	1.6772000000003686
foundation	4201893366	C	2	0	10	1	2	2	1	1.5681599379008662e-15	2.7777777777777779e-13	1.5980000000003542	1.5543122344752192e-15	1.5980000000003542	1.5980000000003542
foundation	1045232751	C	2	0	20	2	4	2	1	1.5681599379008662e-15	5.5555555555555559e-13	1.9188000000004308	1.5543122344752192e-15	1.9188000000004308	1.9188000000004308
foundation	1483916497	C	2	0	20	4	0	2	1	1.9009599171181472e-15	5.5555555555555559e-13	0.91880000000020345	1.8873791418627661e-15	0.91880000000020345	0.91880000000020345
foundation	2445201988	C	2	0	20	2	4	2	1	1.5681599379008662e-15	5.5555555555555559e-13	1.9188000000004308	1.5543122344752192e-15	1.9188000000004308	1.9188000000004308
foundation	3953754139	C	2	0	20	1	0	2	1	1.9009599171181472e-15	5.5555555555555559e-13	1.7604000000004021	1.8873791418627661e-15	1.7604000000004021	1.7604000000004021
foundation	556352848	C	2	0	50	0	2	2	1	1.5681599379008662e-15	1.3888888888888889e-12	2.3564000000005194	1.5543122344752192e-15	2.3564000000005194	2.3564000000005194
foundation	728164899	C	2	0	100	3	4	2	1	1.5681599379008662e-15	2.7777777777777777e-12	3.3068000000006919	1.5543122344752192e-15	3.3068000000006919	3.3068000000006919
foundation	2193192076	C	2	0	1000	2	4	2	1	1.5681599379008662e-15	2.7777777777777777e-11	3.3860000000000046	1.5543122344752192e-15	3.3860000000000046	3.3860000000000046
foundation	116756408	B	1	0	10	4	0	2	1	1.9009599171181472e-15	2.7777777777777779e-13	0.91880000000020345	1.8873791418627661e-15	0.91880000000020345	0.91880000000020345
foundation	228681184	B	1	0	10	1	3	2	1	1.5681599379008662e-15	2.7777777777777779e-13	0.7960000000001628	1.5543122344752192e-15	0.7960000000001628	0.7960000000001628
