[scheme_summary]
dataset	config	scheme	normal_bandwidth_utilization	fault_bandwidth_utilization	total_added_signal_copies	schedulable
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	algorithm2	0.522566	0.558206	62	0

[cluster_summary]
dataset	config	code	route_count	p_function_fault	p_threshold
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	627310569	3	6.88338e-15	1
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	904285308	3	4.88498e-15	1

[cluster_wcrt_summary]
dataset	config	code	period_ms	deadline_ms	main_route_wcrt_ms	activation_wcrt_ms	backup_route_wcrt_ms	compare_time_ms	backup_compute_time_ms	end_to_end_fault_wcrt_ms	meets_deadline
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	627310569	10	10	2.63	2.832	2.7112	1	1	10.1732	0
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	904285308	5	5	0.6752	0.7148	0.596	1	1	3.986	1

[route_summary]
dataset	config	code	comm_id	level	type	src_ecu	dst_ecu	period_ms	deadline_ms	signal_instance_count	added_signal_copies	p_comm_fault	p_threshold	max_wcrt_ms
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	594084072	0	0	0	1	0	1	1	1	0	3.96e-08	1	0.1188
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	627310569	0	0	1	2	4	10	10	1	0	6.16e-08	1	2.63
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	627310569	1	0	2	3	4	10	10	1	0	4.16e-08	1	1.0396
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	627310569	2	0	2	0	4	10	10	1	0	4.16e-08	1	2.7112
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	684083983	0	0	0	3	0	100	100	1	0	3.96e-08	1	4.03
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	726295545	0	0	0	0	2	20	20	1	0	4.16e-08	1	1.9724
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	748477874	0	0	0	1	0	100	100	1	0	3.96e-08	1	3.9904
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	766827143	0	0	0	0	2	50	50	1	0	3.96e-08	1	3.626
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	767807202	0	0	0	1	4	20	20	1	0	3.96e-08	1	1.3168
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	801030254	0	0	0	0	2	100	100	1	0	3.96e-08	1	3.626
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	827543720	0	0	0	0	2	20	20	1	0	4.16e-08	1	1.9724
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	836935876	0	0	0	2	1	1	1	1	0	3.96e-08	1	0.198
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	854759611	0	0	0	1	2	100	100	1	0	3.96e-08	1	3.7488
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	866350570	0	0	0	3	2	100	100	1	0	3.96e-08	1	3.7884
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	880560806	0	0	0	3	0	100	100	1	0	3.96e-08	1	4.03
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	901799424	0	0	0	2	4	10	10	1	0	6.16e-08	1	2.63
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	904285308	0	0	1	2	1	5	5	1	0	3.96e-08	1	0.6752
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	904285308	1	0	2	0	1	5	5	1	0	4.16e-08	1	0.5564
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	904285308	2	0	2	4	1	5	5	1	0	3.96e-08	1	0.596
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	971429946	0	0	0	3	4	100	100	1	0	4.36e-08	1	3.832
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1007784046	0	0	0	2	0	20	20	1	0	3.96e-08	1	3.3884
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1022957872	0	0	0	4	1	20	20	1	0	3.96e-08	1	2.3684
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1026226728	0	0	0	1	3	100	100	1	0	3.96e-08	1	4.5844
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1138065792	0	0	0	0	2	20	20	1	0	3.96e-08	1	3.428
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1171349047	0	0	0	1	4	50	50	1	0	4.36e-08	1	3.7092
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1236050172	0	0	0	3	1	10	10	1	0	3.96e-08	1	1.608
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1242157975	0	0	0	3	4	10	10	1	0	4.16e-08	1	1.0396
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1249876648	0	0	0	3	1	10	10	1	0	4.76e-08	1	1.5684
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1299766368	0	0	0	3	0	10	10	1	0	4.36e-08	1	0.8376
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1304448576	0	0	0	2	1	100	100	1	0	3.96e-08	1	3.9508
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1351175526	0	0	0	4	3	10	10	1	0	3.96e-08	1	2.4476
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1354385865	0	0	0	1	4	100	100	1	0	4.36e-08	1	3.7092
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1365296168	0	0	0	0	1	5	5	1	0	4.16e-08	1	0.5564
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1367798863	0	0	0	2	0	20	20	1	0	3.96e-08	1	2.9508
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1380230927	0	0	0	1	2	2	2	1	0	3.96e-08	1	0.0792
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1413873153	0	0	0	1	0	20	20	1	0	3.96e-08	1	1.7288
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1414910729	0	0	0	3	0	20	20	1	0	4.36e-08	1	0.8376
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1445037519	0	0	0	1	0	20	20	1	0	4.16e-08	1	1.6892
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1477991539	0	0	0	4	3	20	20	1	0	3.96e-08	1	2.4476
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1486372918	0	0	0	2	4	20	20	1	0	3.96e-08	1	2.012
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1514081461	0	0	0	2	0	1	1	1	0	3.96e-08	1	0.2376
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1565277774	0	0	0	4	0	10	10	1	0	3.96e-08	1	1.3564
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1629779880	0	0	0	4	2	10	10	1	0	3.96e-08	1	0.9168
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1634876096	0	0	0	1	0	2	2	1	0	3.96e-08	1	0.1188
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1654974104	0	0	0	0	2	20	20	1	0	4.16e-08	1	1.9724
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1699694346	0	0	0	1	0	2	2	1	0	3.96e-08	1	0.1188
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1710567383	0	0	0	1	2	100	100	1	0	3.96e-08	1	3.9112
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1711454593	0	0	0	2	1	100	100	1	0	3.96e-08	1	3.9508
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1715855286	0	0	0	4	1	50	50	1	0	3.96e-08	1	3.6656
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1735809062	0	0	0	4	2	10	10	1	0	3.96e-08	1	0.8772
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1752510742	0	0	0	2	0	1	1	1	0	3.96e-08	1	0.2376
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1765184460	0	0	0	2	1	1	1	1	0	3.96e-08	1	0.198
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1782194709	0	0	0	2	4	10	10	1	0	6.16e-08	1	2.63
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1803280226	0	0	0	2	1	10	10	1	0	4.16e-08	1	1.5208
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1804736884	0	0	0	0	3	10	10	1	0	4.16e-08	1	1.398
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1805982643	0	0	0	3	1	20	20	1	0	4.76e-08	1	1.5684
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1824521868	0	0	0	0	2	20	20	1	0	4.16e-08	1	1.9724
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1831086541	0	0	0	1	2	100	100	1	0	3.96e-08	1	3.7488
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1851601388	0	0	0	1	3	100	100	1	0	3.96e-08	1	4.5844
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1879425117	0	0	0	0	2	1	1	1	0	3.96e-08	1	0.1584
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1886675991	0	0	0	4	0	10	10	1	0	4.16e-08	1	1.9308
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1896253552	0	0	0	1	2	100	100	1	0	3.96e-08	1	3.7488
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1900143684	0	0	0	0	1	100	100	1	0	3.96e-08	1	4.6636
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1905541369	0	0	0	4	0	10	10	1	0	4.16e-08	1	1.9308
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1929877645	0	0	0	3	4	10	10	1	0	3.96e-08	1	0.9564
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1937986654	0	0	0	0	4	20	20	1	0	4.16e-08	1	2.7112
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1942795092	0	0	0	0	1	20	20	1	0	4.16e-08	1	2.9924
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2010030964	0	0	0	0	3	10	10	1	0	4.16e-08	1	1.398
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2013070410	0	0	0	1	2	10	10	1	0	3.96e-08	1	1.8496
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2014527141	0	0	0	4	3	10	10	1	0	3.96e-08	1	1.8892
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2018090049	0	0	0	2	4	10	10	1	0	6.16e-08	1	2.63
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2019804409	0	0	0	0	4	100	100	1	0	3.96e-08	1	3.8716
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2022221121	0	0	0	4	0	100	100	1	0	3.96e-08	1	4.7032
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2057426479	0	0	0	1	3	20	20	1	0	3.96e-08	1	2.5268
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2079929923	0	0	0	4	1	10	10	1	0	3.96e-08	1	0.596
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2095306678	0	0	0	3	1	20	20	1	0	3.96e-08	1	1.608
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2106068404	0	0	0	2	3	10	10	1	0	4.16e-08	1	1.7704
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2114121105	0	0	0	3	4	10	10	1	0	3.96e-08	1	0.9564
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2158305652	0	0	0	2	0	10	10	1	0	3.96e-08	1	0.4752
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2165055877	0	0	0	0	3	100	100	1	0	3.96e-08	1	4.5448
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2204460951	0	0	0	2	0	20	20	1	0	3.96e-08	1	3.3884
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2222169003	0	0	0	3	2	100	100	1	0	3.96e-08	1	3.7884
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2242481275	0	0	0	1	0	100	100	1	0	3.96e-08	1	3.9904
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2278180317	0	0	0	1	3	100	100	1	0	3.96e-08	1	4.5844
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2281144853	0	0	0	2	0	5	5	1	0	3.96e-08	1	0.5148
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2283689033	0	0	0	1	2	100	100	1	0	3.96e-08	1	3.7488
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2294663989	0	0	0	1	0	1000	1000	1	0	3.96e-08	1	4.822
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2417797500	0	0	0	1	4	100	100	1	0	4.36e-08	1	3.7092
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2424392458	0	0	0	2	3	20	20	1	0	4.16e-08	1	1.7704
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2430664854	0	0	0	3	4	10	10	1	0	4.16e-08	1	1.0396
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2463219099	0	0	0	4	3	100	100	1	0	3.96e-08	1	3.5864
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2484803182	0	0	0	3	2	10	10	1	0	3.96e-08	1	2.408
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2495894253	0	0	0	0	1	20	20	1	0	4.16e-08	1	2.9924
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2507541484	0	0	0	0	3	1000	1000	1	0	3.96e-08	1	5.8932
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2513021432	0	0	0	2	3	100	100	1	0	3.96e-08	1	3.4676
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2528186269	0	0	0	0	3	20	20	1	0	4.16e-08	1	1.398
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2542342536	0	0	0	4	0	100	100	1	0	3.96e-08	1	4.7032
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2617641263	0	0	0	4	1	20	20	1	0	3.96e-08	1	2.3684
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2620701887	0	0	0	0	2	10	10	1	0	4.16e-08	1	1.9724
