# 跨数据集汇总的信号装帧映射表，用于查看每个信号实例被打包到哪个 CANFD 帧。
# 同一 code 在 foundation / baseline1 中可能出现多次，对应新增副本或同源备份。
# baseline2 不新增副本，因此通常每个 code 只有 1 条映射记录。

[signal_frame_mapping]
dataset	scheme	code	message_id	signal_instance_index	signal_instance_count	is_added_copy	frame_id	frame_priority	frame_period_ms	frame_deadline_ms	frame_offset_ms	frame_trans_time_ms	frame_payload_bytes	frame_message_count	signal_period_ms	signal_deadline_ms	asil	level	type	src_ecu	dst_ecu
E5S250_5ecu_250signals_001	foundation	15154635	32	1	1	0	79	15	5	5	0	0.039600000000000003	1	2	5	5	A	0	0	0	1
E5S250_5ecu_250signals_001	foundation	43910001	171	1	2	0	34	22	10	10	0	0.041599999999999998	2	8	10	10	C	2	0	4	2
E5S250_5ecu_250signals_001	foundation	43910001	171	2	2	1	35	23	10	10	0	0.039600000000000003	1	5	10	10	C	2	0	4	2
E5S250_5ecu_250signals_001	foundation	62808135	30	1	1	0	121	46	10	10	0	0.041599999999999998	2	4	20	20	A	0	0	0	4
E5S250_5ecu_250signals_001	foundation	83144869	131	1	2	0	124	83	100	100	0	0.039600000000000003	1	4	100	100	C	2	0	0	4
E5S250_5ecu_250signals_001	foundation	83144869	131	2	2	1	125	84	100	100	0	0.039600000000000003	1	2	100	100	C	2	0	0	4
E5S250_5ecu_250signals_001	foundation	89125888	208	1	1	0	132	99	1000	1000	0	0.039600000000000003	1	1	1000	1000	A	0	0	1	4
E5S250_5ecu_250signals_001	foundation	106606146	150	1	1	0	91	37	10	10	0	0.041599999999999998	2	9	20	20	A	0	0	4	1
E5S250_5ecu_250signals_001	foundation	109305538	67	1	1	0	133	66	50	50	0	0.039600000000000003	1	3	50	50	A	0	0	3	4
E5S250_5ecu_250signals_001	foundation	131191557	16	1	1	0	133	66	50	50	0	0.039600000000000003	1	3	100	100	A	0	0	3	4
E5S250_5ecu_250signals_001	foundation	150008389	125	1	1	0	127	48	10	10	0	0.039600000000000003	1	3	20	20	A	0	0	1	4
