MessageCode	÷‹∆⁄	∞≤»´µ»º∂	“Ï‘¥±∏∑›	π ’œ∏≈¬ …œœﬁ	π ’œ∏≈¬ (‘≠±æ)	π ’œ∏≈¬ (÷ÿ¥Ú∞¸)
268433271518803867	10	A	∑Ò	1.0000000000e-06	6.0396132540e-14	1.3489209749e-13
17708774920968690172	1	A	∑Ò	1.0000000000e-06	7.7783391350e-07	7.8539358932e-09
14955517347858328262	1	A	∑Ò	1.0000000000e-06	5.7426406229e-05	4.4668206295e-11
4045889332520967	5	A	∑Ò	1.0000000000e-06	4.6740389337e-14	5.7176485768e-14
13802450058825401817	20	A	∑Ò	1.0000000000e-06	7.0055072854e-14	1.2545520178e-13
13052653634731462790	10	A	∑Ò	1.0000000000e-06	7.0055072854e-14	1.2545520178e-13
10151236668548259436	20	C	∑Ò	1.0000000000e-07	8.7707618945e-15	1.4654943925e-14
12562594400877638535	100	A	∑Ò	1.0000000000e-06	1.3333778526e-13	2.5235369350e-13
11479791016417260294	2	A	∑Ò	1.0000000000e-06	4.6464224135e-08	8.7868698428e-08
12335909388686007687	5	A	∑Ò	1.0000000000e-06	3.4194869158e-14	5.3734794392e-14
3419405393113427584	10	A	∑Ò	1.0000000000e-06	4.6740389337e-14	5.7176485768e-14
15534980304331058757	10	A	∑Ò	1.0000000000e-06	1.1879386363e-14	1.9984014443e-14
3825120643314934104	10	A	∑Ò	1.0000000000e-06	9.9920072216e-16	1.8873791419e-15
3308412166567606098	10	B	∑Ò	1.0000000000e-07	6.2172489379e-15	1.7097434579e-14
14642823102711241945	5	A	∑Ò	1.0000000000e-06	3.7747582837e-14	5.6510351953e-14
11630065731314933981	20	B	∑Ò	1.0000000000e-07	6.8833827527e-15	1.2101430968e-14
13538870037386520467	10	B	∑Ò	1.0000000000e-07	1.1213252549e-14	8.7707618945e-15
10339124613361865592	10	A	∑Ò	1.0000000000e-06	6.8833827527e-15	1.2101430968e-14
1940573748834328623	20	A	∑Ò	1.0000000000e-06	5.6732396558e-14	9.8476782284e-14
1414721636015028567	20	C	∑Ò	1.0000000000e-07	1.1879386363e-14	1.9984014443e-14
16141386989984512785	10	A	∑Ò	1.0000000000e-06	5.6732396558e-14	9.8476782284e-14
16919223130718950140	10	A	∑Ò	1.0000000000e-06	7.1609385088e-14	1.4133139103e-13
13461038961690763479	100	A	∑Ò	1.0000000000e-06	9.2370555649e-14	1.6864287744e-13
7450701557988895087	20	A	∑Ò	1.0000000000e-06	1.2212453271e-15	2.8865798640e-15
17766601107905555361	50	A	∑Ò	1.0000000000e-06	5.7986948576e-13	1.0218492719e-12
17302093350047214804	20	A	∑Ò	1.0000000000e-06	5.6732396558e-14	9.8476782284e-14
1261263728042866123	10	A	∑Ò	1.0000000000e-06	5.3179682880e-14	8.3488771452e-14
8568741068631758950	20	B	∑Ò	1.0000000000e-07	9.9920072216e-16	1.8873791419e-15
1182634193388017895	20	A	∑Ò	1.0000000000e-06	8.7707618945e-15	1.4654943925e-14
2748011053496759100	20	A	∑Ò	1.0000000000e-06	1.1213252549e-14	8.7707618945e-15
10473088895745471744	10	A	∑Ò	1.0000000000e-06	5.3179682880e-14	8.3488771452e-14
17967659895952199256	20	A	∑Ò	1.0000000000e-06	5.3179682880e-14	8.3488771452e-14
5717574642323714383	10	A	∑Ò	1.0000000000e-06	1.1213252549e-14	8.7707618945e-15
5706290777849167778	10	B	∑Ò	1.0000000000e-07	9.9920072216e-16	1.8873791419e-15
16092437185931616854	20	A	∑Ò	1.0000000000e-06	6.8389738317e-14	1.3777867736e-13
16049867229130328796	10	A	∑Ò	1.0000000000e-06	9.9920072216e-16	1.8873791419e-15
8859555281606918945	20	A	∑Ò	1.0000000000e-06	9.4146912488e-14	1.3555823131e-13
2663083489248853259	10	B	∑Ò	1.0000000000e-07	1.0769163339e-14	1.4210854715e-14
17250630882802313761	20	D	∑Ò	1.0000000000e-08	9.9920072216e-16	1.8873791419e-15
16340786822796870092	10	A	∑Ò	1.0000000000e-06	8.7707618945e-15	1.4654943925e-14
7052017582274671845	20	A	∑Ò	1.0000000000e-06	8.7041485131e-14	1.7585932710e-13
2697544402233561003	10	A	∑Ò	1.0000000000e-06	1.2212453271e-15	2.8865798640e-15
4669768029578823155	20	A	∑Ò	1.0000000000e-06	1.2212453271e-15	2.8865798640e-15
15856133390171166289	10	A	∑Ò	1.0000000000e-06	7.1609385088e-14	1.4133139103e-13
6254495508808634866	100	A	∑Ò	1.0000000000e-06	1.8873791419e-14	4.3631764868e-14
5511787542536605650	10	A	∑Ò	1.0000000000e-06	1.2212453271e-15	2.8865798640e-15
6253779168799599108	20	A	∑Ò	1.0000000000e-06	9.4479979396e-14	1.6908696665e-13
5181860389482570481	10	A	∑Ò	1.0000000000e-06	7.1609385088e-14	1.4133139103e-13
10894544093373757428	10	D	∑Ò	1.0000000000e-08	1.2212453271e-15	2.8865798640e-15
6609547076672502746	20	A	∑Ò	1.0000000000e-06	8.7041485131e-14	1.7585932710e-13
14730923719415795873	20	A	∑Ò	1.0000000000e-06	9.0483176507e-14	1.3256062914e-13
11017274775639310484	20	B	∑Ò	1.0000000000e-07	1.2212453271e-15	2.8865798640e-15
13586013986027264805	20	A	∑Ò	1.0000000000e-06	6.8389738317e-14	1.3777867736e-13
11672020217511417110	10	D	∑Ò	1.0000000000e-08	1.5543122345e-15	2.1094237468e-15
11995220153109311416	20	A	∑Ò	1.0000000000e-06	1.2212453271e-15	2.8865798640e-15
7122610752907699754	20	A	∑Ò	1.0000000000e-06	1.1879386363e-14	1.9984014443e-14
12913614460040313974	20	A	∑Ò	1.0000000000e-06	7.1609385088e-14	1.4133139103e-13
17442894849792974409	100	A	∑Ò	1.0000000000e-06	9.8188124298e-13	1.1394218902e-12
16481921921939143533	10	A	∑Ò	1.0000000000e-06	1.1879386363e-14	1.9984014443e-14
3497853918779347473	10	A	∑Ò	1.0000000000e-06	6.8500760619e-14	6.0396132540e-14
11503491724323064842	20	A	∑Ò	1.0000000000e-06	7.0055072854e-14	1.2545520178e-13
17269226982747347107	10	A	∑Ò	1.0000000000e-06	6.0396132540e-14	1.3489209749e-13
723148461751375685	10	A	∑Ò	1.0000000000e-06	7.1609385088e-14	1.4133139103e-13
16780280977982516311	20	A	∑Ò	1.0000000000e-06	7.1609385088e-14	1.4133139103e-13
18392207915149359567	20	A	∑Ò	1.0000000000e-06	7.1609385088e-14	1.4133139103e-13
11490588471983108095	10	D	∑Ò	1.0000000000e-08	1.7763568394e-15	2.2204460493e-15
18100001437850741203	10	B	∑Ò	1.0000000000e-07	1.1768364061e-14	1.6986412277e-14
13678570715582192423	20	A	∑Ò	1.0000000000e-06	8.1157303100e-14	1.5354384431e-13
14922584809876915781	20	A	∑Ò	1.0000000000e-06	8.0491169285e-14	1.3766765505e-13
14562913103482711416	20	A	∑Ò	1.0000000000e-06	9.4479979396e-14	1.6908696665e-13
13458281214497549656	20	A	∑Ò	1.0000000000e-06	9.0483176507e-14	1.3256062914e-13
9610753576760788161	20	A	∑Ò	1.0000000000e-06	9.9364960704e-14	1.4921397451e-13
9999159768800591895	20	A	∑Ò	1.0000000000e-06	1.0258460748e-13	1.7852386236e-13
13393966152241240068	20	A	∑Ò	1.0000000000e-06	9.9475983006e-14	1.8018919690e-13
7288589959343137763	100	C	∑Ò	1.0000000000e-07	9.2370555649e-14	1.6864287744e-13
11974918320283727512	50	A	∑Ò	1.0000000000e-06	9.2370555649e-14	1.6864287744e-13
4375033707360450555	50	B	∑Ò	1.0000000000e-07	1.0758061109e-13	1.8440804439e-13
10793922886569104159	100	A	∑Ò	1.0000000000e-06	1.0758061109e-13	1.8440804439e-13
13509629662834041446	100	A	∑Ò	1.0000000000e-06	1.0758061109e-13	1.8440804439e-13
1811144894624832964	50	A	∑Ò	1.0000000000e-06	7.7848838487e-13	1.0458300892e-12
596270192623293856	100	A	∑Ò	1.0000000000e-06	7.9225515037e-13	1.4346301924e-12
8507447550651112152	100	B	∑Ò	1.0000000000e-07	1.3333778526e-13	2.5235369350e-13
2687970401286299534	100	A	∑Ò	1.0000000000e-06	1.8873791419e-14	4.3631764868e-14
18243684973487942671	100	D	∑Ò	1.0000000000e-08	1.8873791419e-14	4.3631764868e-14
11461219522416825789	100	A	∑Ò	1.0000000000e-06	1.1635137298e-13	2.2426505097e-13
12424940884257435120	100	B	∑Ò	1.0000000000e-07	1.1635137298e-13	2.2426505097e-13
2508851465970764903	100	A	∑Ò	1.0000000000e-06	7.4851236320e-13	1.1854961457e-12
8759728202234665458	100	A	∑Ò	1.0000000000e-06	7.4851236320e-13	1.1854961457e-12
8700900696084431552	100	A	∑Ò	1.0000000000e-06	7.3829831138e-13	1.1393108679e-12
1392626344074962392	100	A	∑Ò	1.0000000000e-06	7.5950357115e-13	1.1565193248e-12
3849486802240945827	100	A	∑Ò	1.0000000000e-06	7.5950357115e-13	1.1565193248e-12
8792626310346306243	100	A	∑Ò	1.0000000000e-06	7.7604589421e-13	2.5235369350e-13
14318809346046491314	100	A	∑Ò	1.0000000000e-06	7.7604589421e-13	2.5235369350e-13
10371949590575929993	100	D	∑Ò	1.0000000000e-08	2.3092638912e-14	3.3417713041e-14
8870594494057897293	100	A	∑Ò	1.0000000000e-06	7.7282624744e-13	1.4194201370e-12
12268380483294006260	100	A	∑Ò	1.0000000000e-06	2.3092638912e-14	3.3417713041e-14
17557093049209711606	100	A	∑Ò	1.0000000000e-06	2.3092638912e-14	3.3417713041e-14
15440507288151671789	100	A	∑Ò	1.0000000000e-06	1.0276224316e-12	1.4327428133e-12
5135651058322204008	100	A	∑Ò	1.0000000000e-06	1.0108580639e-12	1.3442580382e-12
14258258693567454082	100	A	∑Ò	1.0000000000e-06	1.0108580639e-12	1.3442580382e-12
U Œ¥ÃÌº”∏±±æ:	0.2202760000
U ÃÌº”∏±±æ:	0.2990800000
