MessageCode	÷‹∆⁄	∞≤»´µ»º∂	“Ï‘¥±∏∑›	π ’œ∏≈¬ …œœﬁ	π ’œ∏≈¬ (‘≠±æ)	π ’œ∏≈¬ (÷ÿ¥Ú∞¸)
734579918383727580	20	B	∑Ò	1.0000000000e-07	1.7319479184e-14	2.3003821070e-13
17027186751666137688	1	A	∑Ò	1.0000000000e-06	5.4393131005e-05	7.2703089169e-09
8569000851122398246	1	A	∑Ò	1.0000000000e-06	7.1831788095e-07	3.9071558602e-11
6508378956775664810	10	A	∑Ò	1.0000000000e-06	1.2434497876e-14	3.2827403018e-09
6090599085116758249	1	C	∑Ò	1.0000000000e-07	7.4990859225e-05	2.4777524819e-08
8028626700162494916	1	A	∑Ò	1.0000000000e-06	9.6949268111e-05	2.3851526855e-08
16301497503353562260	2	B	∑Ò	1.0000000000e-07	1.4889259115e-07	1.1376524730e-10
17330106615103103307	20	A	∑Ò	1.0000000000e-06	2.5868196474e-14	9.3147711766e-14
4566006935167634273	2	A	∑Ò	1.0000000000e-06	8.5022739960e-08	3.4708406427e-10
3986733443301421260	2	A	∑Ò	1.0000000000e-06	1.0452995380e-07	6.1497478638e-11
4510362345484572752	50	A	∑Ò	1.0000000000e-06	1.4794832026e-12	1.0233813796e-11
13282053778399396214	2	A	∑Ò	1.0000000000e-06	1.2579282826e-07	1.7366418012e-10
4597557089047429663	10	A	∑Ò	1.0000000000e-06	6.8722805224e-14	9.6644914294e-13
563750651427719622	10	C	 «	1.0000000000e-07	3.0625815844e-42	1.0003925120e-30
16594685319784779754	10	A	∑Ò	1.0000000000e-06	1.5376588891e-13	4.4342307604e-13
1923329670225101836	10	A	∑Ò	1.0000000000e-06	2.1538326678e-14	1.0669243267e-13
2981884370341419417	20	A	∑Ò	1.0000000000e-06	3.5749181393e-14	2.6501023598e-13
3459667538995428766	20	B	∑Ò	1.0000000000e-07	1.7541523789e-14	2.2537527400e-13
