MessageCode	÷‹∆⁄	∞≤»´µ»º∂	“Ï‘¥±∏∑›	π ’œ∏≈¬ …œœﬁ	π ’œ∏≈¬ (‘≠±æ)	π ’œ∏≈¬ (÷ÿ¥Ú∞¸)
268433271518803867	10	A	∑Ò	1.0000000000e-06	6.0396132540e-14	1.0913492332e-13
17708774920968690172	1	A	∑Ò	1.0000000000e-06	7.7783391350e-07	4.4924969303e-09
14955517347858328262	1	A	∑Ò	1.0000000000e-06	5.7426406229e-05	7.8090477110e-11
4045889332520967	5	A	∑Ò	1.0000000000e-06	4.6740389337e-14	5.7176485768e-14
10151236668548259436	20	C	∑Ò	1.0000000000e-07	1.1435297154e-14	8.7707618945e-15
13802450058825401817	20	A	∑Ò	1.0000000000e-06	5.7731597281e-14	8.0824236193e-14
13052653634731462790	10	A	∑Ò	1.0000000000e-06	5.7731597281e-14	8.0824236193e-14
12562594400877638535	100	A	∑Ò	1.0000000000e-06	1.3333778526e-13	2.0405899193e-13
11479791016417260294	2	A	∑Ò	1.0000000000e-06	4.6464224135e-08	8.7868698428e-08
18100001437850741203	10	B	∑Ò	1.0000000000e-07	6.2172489379e-15	2.1538326678e-14
12335909388686007687	5	A	∑Ò	1.0000000000e-06	3.4194869158e-14	5.6510351953e-14
3419405393113427584	10	A	∑Ò	1.0000000000e-06	4.6740389337e-14	5.7176485768e-14
14642823102711241945	5	A	∑Ò	1.0000000000e-06	3.7747582837e-14	5.3734794392e-14
11630065731314933981	20	B	∑Ò	1.0000000000e-07	6.8833827527e-15	1.7208456882e-14
13538870037386520467	10	B	∑Ò	1.0000000000e-07	1.1768364061e-14	2.1538326678e-14
10339124613361865592	10	A	∑Ò	1.0000000000e-06	6.8833827527e-15	1.7208456882e-14
15534980304331058757	10	A	∑Ò	1.0000000000e-06	1.1768364061e-14	1.4988010832e-14
3825120643314934104	10	A	∑Ò	1.0000000000e-06	1.1102230246e-15	2.1094237468e-15
3308412166567606098	10	B	∑Ò	1.0000000000e-07	6.8833827527e-15	1.9761969838e-14
1940573748834328623	20	A	∑Ò	1.0000000000e-06	6.1839422472e-14	6.7279515292e-14
1414721636015028567	20	C	∑Ò	1.0000000000e-07	1.1768364061e-14	1.4988010832e-14
16141386989984512785	10	A	∑Ò	1.0000000000e-06	6.1839422472e-14	6.7279515292e-14
16919223130718950140	10	A	∑Ò	1.0000000000e-06	6.9277916737e-14	1.2523315718e-13
13461038961690763479	100	A	∑Ò	1.0000000000e-06	1.0147438445e-13	1.6220358390e-13
7450701557988895087	20	A	∑Ò	1.0000000000e-06	1.5543122345e-15	2.2204460493e-15
17766601107905555361	50	A	∑Ò	1.0000000000e-06	5.7986948576e-13	1.0613732115e-12
17302093350047214804	20	A	∑Ò	1.0000000000e-06	6.1839422472e-14	6.7279515292e-14
11490588471983108095	10	D	∑Ò	1.0000000000e-08	9.9920072216e-16	1.3322676296e-15
1261263728042866123	10	A	∑Ò	1.0000000000e-06	4.6629367034e-14	7.1831429693e-14
8568741068631758950	20	B	∑Ò	1.0000000000e-07	1.1102230246e-15	2.1094237468e-15
1182634193388017895	20	A	∑Ò	1.0000000000e-06	1.1435297154e-14	8.7707618945e-15
2748011053496759100	20	A	∑Ò	1.0000000000e-06	1.1768364061e-14	2.1538326678e-14
10473088895745471744	10	A	∑Ò	1.0000000000e-06	4.6629367034e-14	7.1831429693e-14
17967659895952199256	20	A	∑Ò	1.0000000000e-06	4.6629367034e-14	7.1831429693e-14
5717574642323714383	10	A	∑Ò	1.0000000000e-06	1.1768364061e-14	2.1538326678e-14
5706290777849167778	10	B	∑Ò	1.0000000000e-07	1.1102230246e-15	2.1094237468e-15
16092437185931616854	20	A	∑Ò	1.0000000000e-06	8.1157303100e-14	1.3211653993e-13
16049867229130328796	10	A	∑Ò	1.0000000000e-06	1.1102230246e-15	2.1094237468e-15
8859555281606918945	20	A	∑Ò	1.0000000000e-06	9.9587005309e-14	1.4077627952e-13
2663083489248853259	10	B	∑Ò	1.0000000000e-07	1.0769163339e-14	1.7097434579e-14
17250630882802313761	20	D	∑Ò	1.0000000000e-08	1.1102230246e-15	2.1094237468e-15
7052017582274671845	20	A	∑Ò	1.0000000000e-06	8.7596596643e-14	1.3733458815e-13
2697544402233561003	10	A	∑Ò	1.0000000000e-06	1.5543122345e-15	2.2204460493e-15
4669768029578823155	20	A	∑Ò	1.0000000000e-06	1.5543122345e-15	2.2204460493e-15
15856133390171166289	10	A	∑Ò	1.0000000000e-06	6.9277916737e-14	1.2523315718e-13
6254495508808634866	100	A	∑Ò	1.0000000000e-06	2.0428103653e-14	4.3520742565e-14
5511787542536605650	10	A	∑Ò	1.0000000000e-06	1.5543122345e-15	2.2204460493e-15
6253779168799599108	20	A	∑Ò	1.0000000000e-06	9.0483176507e-14	1.5354384431e-13
5181860389482570481	10	A	∑Ò	1.0000000000e-06	6.9277916737e-14	1.2523315718e-13
10894544093373757428	10	D	∑Ò	1.0000000000e-08	1.5543122345e-15	2.2204460493e-15
6609547076672502746	20	A	∑Ò	1.0000000000e-06	8.7596596643e-14	1.3733458815e-13
14730923719415795873	20	A	∑Ò	1.0000000000e-06	1.0258460748e-13	1.7852386236e-13
11017274775639310484	20	B	∑Ò	1.0000000000e-07	1.5543122345e-15	2.2204460493e-15
13586013986027264805	20	A	∑Ò	1.0000000000e-06	8.1157303100e-14	1.3211653993e-13
11672020217511417110	10	D	∑Ò	1.0000000000e-08	1.5543122345e-15	2.1094237468e-15
11995220153109311416	20	A	∑Ò	1.0000000000e-06	1.5543122345e-15	2.2204460493e-15
11503491724323064842	20	A	∑Ò	1.0000000000e-06	5.7731597281e-14	8.0824236193e-14
7122610752907699754	20	A	∑Ò	1.0000000000e-06	1.1768364061e-14	1.4988010832e-14
