MessageCode	÷‹∆⁄	∞≤»´µ»º∂	“Ï‘¥±∏∑›	π ’œ∏≈¬ …œœﬁ	π ’œ∏≈¬ (‘≠±æ)	π ’œ∏≈¬ (÷ÿ¥Ú∞¸)
5427902647304715143	20	A	∑Ò	1.0000000000e-06	1.2867484855e-13	3.5005331966e-13
17211424019345016733	10	D	∑Ò	1.0000000000e-08	3.4416913763e-15	1.2323475573e-14
5577507952245476461	1	A	∑Ò	1.0000000000e-06	8.1800851592e-07	8.9037555247e-11
13333517417744314475	1	A	∑Ò	1.0000000000e-06	5.9128050661e-05	2.7373372511e-08
18197685042083596468	5	A	 «	1.0000000000e-06	1.3678882246e-40	1.2547911397e-35
6958937394328325012	1	A	∑Ò	1.0000000000e-06	8.0210039819e-05	4.8916746435e-09
12443935818913434348	10	A	∑Ò	1.0000000000e-06	8.7152507433e-14	2.6723068203e-13
10296024032611136327	5	B	∑Ò	1.0000000000e-07	7.1054273576e-15	9.4224628100e-13
15981414712622154261	100	A	∑Ò	1.0000000000e-06	1.3600232052e-12	4.2940095923e-12
9089901615861722999	20	A	∑Ò	1.0000000000e-06	1.0025313912e-13	2.5679458560e-13
7411283291098199330	1	A	∑Ò	1.0000000000e-06	1.0265155305e-04	2.8342530705e-08
10820903866074647332	20	A	∑Ò	1.0000000000e-06	1.6708856521e-13	6.2105875998e-13
1267052419081743373	20	A	∑Ò	1.0000000000e-06	1.2612133560e-13	5.5933035981e-13
15814915523692201012	10	A	∑Ò	1.0000000000e-06	4.8738790781e-14	8.1223916482e-13
13284120991504424918	10	A	∑Ò	1.0000000000e-06	9.7033492352e-14	1.8562928972e-13
4444102399215630597	10	A	∑Ò	1.0000000000e-06	8.2156503822e-15	7.1387340483e-14
5830109885831638433	10	A	∑Ò	1.0000000000e-06	8.3266726847e-14	1.6209256160e-13
13646592279423664704	10	A	∑Ò	1.0000000000e-06	1.0025313912e-13	2.5679458560e-13
6151532290212844221	10	B	∑Ò	1.0000000000e-07	8.2156503822e-15	7.1387340483e-14
7823757703094811045	20	A	∑Ò	1.0000000000e-06	8.2156503822e-15	7.1387340483e-14
12829131078903591727	20	A	∑Ò	1.0000000000e-06	8.2156503822e-15	7.1387340483e-14
4230032913027956932	20	A	∑Ò	1.0000000000e-06	1.0547118734e-13	2.6356694605e-13
17231485606667511022	10	A	∑Ò	1.0000000000e-06	1.8207657604e-14	3.3750779949e-14
2802720740935329586	10	A	∑Ò	1.0000000000e-06	5.0959236830e-14	1.7152945730e-13
363513574727669156	10	A	∑Ò	1.0000000000e-06	6.4837024638e-14	2.5812685323e-13
3449629938136975912	20	B	∑Ò	1.0000000000e-07	2.1871393585e-14	8.1823436915e-14
11937056776688191019	10	A	∑Ò	1.0000000000e-06	6.4837024638e-14	2.5812685323e-13
17349078478125344007	10	A	∑Ò	1.0000000000e-06	6.4837024638e-14	2.5812685323e-13
17496141272227090764	10	A	∑Ò	1.0000000000e-06	6.4837024638e-14	2.5812685323e-13
12406447138134047860	10	B	∑Ò	1.0000000000e-07	1.8207657604e-14	3.3750779949e-14
1689146473396031361	10	A	∑Ò	1.0000000000e-06	1.2767564783e-14	3.6415315208e-14
12718161978364074746	20	B	∑Ò	1.0000000000e-07	1.2767564783e-14	3.6415315208e-14
1718088970792244204	20	A	∑Ò	1.0000000000e-06	7.7382544816e-14	4.1544545581e-13
