MessageCode	period	P_Timeout	p_threshold
1026325970830244903	20	5.00492e-08	0.001
2492837124200876956	20	5.00492e-08	0.001
10326907115166705648	100	5.20673e-08	1e-07
7405611159702943597	2	5.00492e-08	0.001
15740997880462666557	10	5.00492e-08	1e-07
10154544968675324446	100	5.00492e-08	0.001
16771173615311889259	20	5.00492e-08	0.001
17068090338598247362	10	5.00492e-08	0.001
12613846253533692104	10	5.00492e-08	0.001
15490904538413065749	100	5.00492e-08	1e-07
1324918312231431251	2	5.00492e-08	1e-07
4814285052566345057	50	5.00492e-08	1e-07
17771622035576831786	20	5.00492e-08	0.001
5343338134309792247	10	5.00492e-08	0.001
6236295105559096489	100	5.00492e-08	0.001
14342139330130826423	20	5.00492e-08	0.001
18071337359572636704	20	5.00492e-08	0.001
176852018507628625	20	5.00492e-08	0.001
15387682695353939638	2	5.40853e-08	0.001
2522478062455600804	10	5.00492e-08	0.001
8475969223289972959	20	5.00492e-08	1e-07
15145233879935356658	10	5.00492e-08	0.001
2450925514577302675	20	5.00492e-08	0.001
11935419876360089181	10	5.00492e-08	0.001
8128580778976965022	100	5.00492e-08	0.001
1172259527839391482	10	5.00492e-08	0.001
7235464404638332849	50	5.00492e-08	0.001
6318970532744970783	10	5.00492e-08	0.001
10142639356152116335	10	5.00492e-08	0.001
9727335050750775870	20	5.00492e-08	0.001
2128243829883102882	10	5.00492e-08	1e-07
7031768384651086348	10	5.00492e-08	0.001
14723657984339954312	100	5.00492e-08	0.001
1553992077946085573	5	5.00492e-08	0.001
8982835934640086214	1	5.00492e-08	0.001
5385564050809084503	100	5.00492e-08	0.001
16359548393828026096	10	5.00492e-08	0.001
6338509447709951605	20	5.00492e-08	0.001
1408447429120461164	20	7.06538e-09	1e-08
6995436500419840576	10	5.00492e-08	1e-07
8514480040197569598	100	7.06538e-09	1e-08
11416754840689774065	20	5.00492e-08	0.001
4869118970373523677	10	5.00492e-08	1e-07
18324366640854691488	2	5.40853e-08	1e-07
8516525077226285376	2	5.00492e-08	0.001
4695634129145024010	20	5.00492e-08	1e-07
12565551396167735276	100	5.00492e-08	1e-07
3892302042271554989	10	5.00492e-08	1e-07
12252619561784365173	100	5.00492e-08	0.001
5541502760942358333	20	5.00492e-08	0.001
bandwidth_utilization: 0.202792
