MessageCode	周期	安全等级	异源备份	故障概率上限	故障概率(原本)	故障概率(重打包)
6958937394328325012	1	A	否	1.0000000000e-06	0.0000000000e+00	0.0000000000e+00
7411283291098199330	1	A	否	1.0000000000e-06	0.0000000000e+00	0.0000000000e+00
10296024032611136327	5	B	否	1.0000000000e-07	0.0000000000e+00	0.0000000000e+00
12894097009004141030	10	B	否	1.0000000000e-07	0.0000000000e+00	0.0000000000e+00
18197685042083596468	5	A	是	1.0000000000e-06	0.0000000000e+00	0.0000000000e+00
15814915523692201012	10	A	否	1.0000000000e-06	0.0000000000e+00	0.0000000000e+00
16978502274680300086	100	A	否	1.0000000000e-06	0.0000000000e+00	0.0000000000e+00
17231485606667511022	10	A	否	1.0000000000e-06	0.0000000000e+00	0.0000000000e+00
12406447138134047860	10	B	否	1.0000000000e-07	0.0000000000e+00	0.0000000000e+00
17211424019345016733	10	D	否	1.0000000000e-08	0.0000000000e+00	0.0000000000e+00
11439508600457550971	10	A	否	1.0000000000e-06	0.0000000000e+00	0.0000000000e+00
4230032913027956932	20	A	否	1.0000000000e-06	0.0000000000e+00	0.0000000000e+00
14803340463651062932	10	A	否	1.0000000000e-06	0.0000000000e+00	0.0000000000e+00
17821044776358836849	20	A	否	1.0000000000e-06	0.0000000000e+00	0.0000000000e+00
1927560474357723674	20	B	否	1.0000000000e-07	0.0000000000e+00	0.0000000000e+00
9360924561925049639	20	A	否	1.0000000000e-06	0.0000000000e+00	0.0000000000e+00
16457107008599400349	20	A	否	1.0000000000e-06	0.0000000000e+00	0.0000000000e+00
2643110291523439703	100	B	否	1.0000000000e-07	0.0000000000e+00	0.0000000000e+00
5272246808940396554	20	A	否	1.0000000000e-06	0.0000000000e+00	0.0000000000e+00
11138873256775167301	20	C	否	1.0000000000e-07	0.0000000000e+00	0.0000000000e+00
1428119995792397275	20	A	否	1.0000000000e-06	0.0000000000e+00	0.0000000000e+00
6476368252774129396	100	A	否	1.0000000000e-06	0.0000000000e+00	0.0000000000e+00
12727901673286298342	10	A	否	1.0000000000e-06	0.0000000000e+00	0.0000000000e+00
12829131078903591727	20	A	否	1.0000000000e-06	0.0000000000e+00	0.0000000000e+00
7823757703094811045	20	A	否	1.0000000000e-06	0.0000000000e+00	0.0000000000e+00
2011063101483079802	10	A	否	1.0000000000e-06	0.0000000000e+00	0.0000000000e+00
17496141272227090764	10	A	否	1.0000000000e-06	0.0000000000e+00	0.0000000000e+00
6438540017287041772	20	A	否	1.0000000000e-06	0.0000000000e+00	0.0000000000e+00
11649784686390195505	20	C	否	1.0000000000e-07	0.0000000000e+00	0.0000000000e+00
1335038812153817944	20	A	否	1.0000000000e-06	0.0000000000e+00	0.0000000000e+00
17703467082840868241	100	A	否	1.0000000000e-06	0.0000000000e+00	0.0000000000e+00
13703428898833850134	10	A	否	1.0000000000e-06	0.0000000000e+00	0.0000000000e+00
11035875389407232468	20	A	否	1.0000000000e-06	0.0000000000e+00	0.0000000000e+00
13145997811059308442	20	A	否	1.0000000000e-06	0.0000000000e+00	0.0000000000e+00
6784595156313735910	10	A	否	1.0000000000e-06	0.0000000000e+00	0.0000000000e+00
10662038524683549811	10	A	否	1.0000000000e-06	0.0000000000e+00	0.0000000000e+00
9089901615861722999	20	A	否	1.0000000000e-06	0.0000000000e+00	0.0000000000e+00
11937056776688191019	10	A	否	1.0000000000e-06	0.0000000000e+00	0.0000000000e+00
5830109885831638433	10	A	否	1.0000000000e-06	0.0000000000e+00	0.0000000000e+00
363513574727669156	10	A	否	1.0000000000e-06	0.0000000000e+00	0.0000000000e+00
2644290197522711109	100	A	否	1.0000000000e-06	0.0000000000e+00	0.0000000000e+00
15609024284938315872	20	A	否	1.0000000000e-06	0.0000000000e+00	0.0000000000e+00
15238462674379615892	100	A	否	1.0000000000e-06	0.0000000000e+00	0.0000000000e+00
8021906394822888330	100	A	否	1.0000000000e-06	0.0000000000e+00	0.0000000000e+00
14868804079859404324	20	A	否	1.0000000000e-06	0.0000000000e+00	0.0000000000e+00
3449629938136975912	20	B	否	1.0000000000e-07	0.0000000000e+00	0.0000000000e+00
14014137000158459094	10	A	否	1.0000000000e-06	0.0000000000e+00	0.0000000000e+00
16696296731599774573	20	A	否	1.0000000000e-06	0.0000000000e+00	0.0000000000e+00
244160375644055874	20	A	否	1.0000000000e-06	0.0000000000e+00	0.0000000000e+00
1718088970792244204	20	A	否	1.0000000000e-06	0.0000000000e+00	0.0000000000e+00
13473694018288818480	20	A	否	1.0000000000e-06	0.0000000000e+00	0.0000000000e+00
14252917408771519298	10	B	否	1.0000000000e-07	0.0000000000e+00	0.0000000000e+00
6151532290212844221	10	B	否	1.0000000000e-07	0.0000000000e+00	0.0000000000e+00
16811061881394398069	100	A	否	1.0000000000e-06	0.0000000000e+00	0.0000000000e+00
1267052419081743373	20	A	否	1.0000000000e-06	0.0000000000e+00	0.0000000000e+00
2527590932796859997	20	A	否	1.0000000000e-06	0.0000000000e+00	0.0000000000e+00
5427902647304715143	20	A	否	1.0000000000e-06	0.0000000000e+00	0.0000000000e+00
17699147762010126032	20	A	否	1.0000000000e-06	0.0000000000e+00	0.0000000000e+00
2053128839701913305	20	B	否	1.0000000000e-07	0.0000000000e+00	0.0000000000e+00
11314338598618421740	20	A	否	1.0000000000e-06	0.0000000000e+00	0.0000000000e+00
