retry_distribution_report	D:/document/CODE/paper1/storage/retry_analysis_202647_16036.txt

[scheme_summary]
scheme	compare_bandwidth_utilization	static_bandwidth_utilization	signal_count
foundation	0.57085999999999981	0.57085999999999981	100
baseline1	0.58489999999999998	0.58489999999999998	100
baseline2	0.34932763507695214	0.34928000000000003	100

[asil_wcrt_ratio_p95]
scheme	asil	signal_count	avg_wcrt_ratio_p95	max_wcrt_ratio_p95
foundation	A	73	0.0046259726027397269	0.039600000000000003
foundation	B	8	0.0091575000000000007	0.039600000000000003
foundation	C	14	0.0024042857142857138	0.00396
foundation	D	5	0.0018216	0.00396
baseline1	A	73	0.0046287123287671239	0.039600000000000003
baseline1	B	8	0.0091824999999999997	0.039600000000000003
baseline1	C	14	0.0024042857142857138	0.00396
baseline1	D	5	0.0018216	0.00396
baseline2	A	73	0.068905863013698623	0.20200000000000001
baseline2	B	8	0.088492499999999988	0.16239999999999999
baseline2	C	14	0.05305371428571428	0.13543999999999995
baseline2	D	5	0.051411999999999999	0.087520000000000014

[asil_wcrt_ratio_p99]
scheme	asil	signal_count	avg_wcrt_ratio_p99	max_wcrt_ratio_p99
foundation	A	73	0.0046259726027397269	0.039600000000000003
foundation	B	8	0.0091575000000000007	0.039600000000000003
foundation	C	14	0.0024042857142857138	0.00396
foundation	D	5	0.0018216	0.00396
baseline1	A	73	0.0046287123287671239	0.039600000000000003
baseline1	B	8	0.0091824999999999997	0.039600000000000003
baseline1	C	14	0.0024042857142857138	0.00396
baseline1	D	5	0.0018216	0.00396
baseline2	A	73	0.068905863013698623	0.20200000000000001
baseline2	B	8	0.088492499999999988	0.16239999999999999
baseline2	C	14	0.05305371428571428	0.13543999999999995
baseline2	D	5	0.051411999999999999	0.087520000000000014

[asil_fault_probability]
scheme	asil	signal_count	avg_fault_probability	max_fault_probability
foundation	A	73	9.1252112334340661e-06	1.1771930710224865e-05
foundation	B	8	1.0694929795143901e-15	1.2222776908536274e-15
foundation	C	14	1.1437908343498795e-15	1.2840085406808104e-15
foundation	D	5	9.9016832267628397e-16	1.2840085406808104e-15
baseline1	A	73	8.2316270526396178e-06	1.1771930710224865e-05
baseline1	B	8	1.246615580208745e-15	1.4169808056945682e-15
baseline1	C	14	1.2222776908536278e-15	1.2222776908536274e-15
baseline1	D	5	1.2222776908536274e-15	1.2222776908536274e-15
baseline2	A	73	1.721024955030782e-10	8.0335781340129592e-09
baseline2	B	8	7.7804379668965804e-10	6.2243503735172643e-09
baseline2	C	14	0	0
baseline2	D	5	0	0

[signal_detail]
scheme	code	asil	level	type	period_ms	src_ecu	dst_ecu	p_fault	p_threshold	expected_wcrt_ms	wcrt_p95_ms	wcrt_p99_ms	wcrt_ratio_p95	wcrt_ratio_p99
baseline1	1327292881	A	0	0	10	0	2	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00396	0.00396
baseline1	1493501194	A	0	1	10	3	2	1.2222776908536274e-15	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00396	0.00396
baseline1	1979378018	A	0	0	10	3	2	1.2222776908536274e-15	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00396	0.00396
baseline1	2085415102	A	0	0	10	2	5	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00396	0.00396
baseline1	2087437808	A	0	0	10	5	3	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00396	0.00396
baseline1	2131469441	A	0	1	10	3	4	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00396	0.00396
baseline1	2160514721	A	0	0	10	2	0	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00396	0.00396
baseline1	2427016239	A	0	0	10	1	4	1.4169808056945682e-15	1	0.041599999999999998	0.041599999999999998	0.041599999999999998	0.0041599999999999996	0.0041599999999999996
baseline1	2458310711	A	0	0	10	4	5	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00396	0.00396
baseline1	2467795535	A	0	0	10	3	1	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00396	0.00396
baseline1	2566952302	A	0	0	10	1	2	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00396	0.00396
baseline1	2665035971	A	0	0	10	1	4	1.4169808056945682e-15	1	0.041599999999999998	0.041599999999999998	0.041599999999999998	0.0041599999999999996	0.0041599999999999996
baseline1	2670193180	A	0	0	10	2	0	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00396	0.00396
baseline1	3058823173	A	0	0	10	2	1	1.2222776908536274e-15	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00396	0.00396
baseline1	3451794012	A	0	1	10	5	4	1.2222776908536274e-15	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00396	0.00396
baseline1	4102589403	A	0	0	10	4	1	1.2222776908536274e-15	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00396	0.00396
baseline1	4192194994	A	0	0	10	1	0	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00396	0.00396
baseline1	602293555	A	0	0	20	2	5	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00198	0.00198
baseline1	825593865	A	0	1	20	2	1	1.2222776908536274e-15	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00198	0.00198
baseline1	827773838	A	0	0	20	0	2	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00198	0.00198
baseline1	1457536629	A	0	0	20	0	4	1.2222776908536274e-15	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00198	0.00198
baseline1	1607129070	A	0	0	20	4	3	1.1771930710224865e-05	1	0.0436	0.0436	0.0436	0.0021800000000000001	0.0021800000000000001
baseline1	1656143697	A	0	1	20	0	5	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00198	0.00198
baseline1	1671714665	A	0	0	20	3	0	1.2222776908536274e-15	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00198	0.00198
baseline1	1924798388	A	0	1	20	0	5	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00198	0.00198
baseline1	2055990098	A	0	0	20	2	3	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00198	0.00198
baseline1	2202370351	A	0	1	20	1	0	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00198	0.00198
baseline1	2256841245	A	0	0	20	1	0	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00198	0.00198
baseline1	2373408406	A	0	0	20	4	3	1.1771930710224865e-05	1	0.0436	0.0436	0.0436	0.0021800000000000001	0.0021800000000000001
baseline1	2511808317	A	0	0	20	5	2	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00198	0.00198
baseline1	2804269330	A	0	1	20	2	5	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00198	0.00198
baseline1	3148468367	A	0	0	20	1	4	1.4169808056945682e-15	1	0.041599999999999998	0.041599999999999998	0.041599999999999998	0.0020799999999999998	0.0020799999999999998
baseline1	3468683958	A	0	0	20	4	0	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00198	0.00198
baseline1	3648524536	A	0	0	20	5	1	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00198	0.00198
baseline1	3808303016	A	0	1	20	5	4	1.2222776908536274e-15	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00198	0.00198
baseline1	3809058744	A	0	1	20	0	2	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00198	0.00198
baseline1	3836442211	A	0	0	20	0	1	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00198	0.00198
baseline1	4098206260	A	0	0	20	4	5	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00198	0.00198
baseline1	1629435098	A	0	0	50	2	4	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00079200000000000006	0.00079200000000000006
baseline1	2310044414	A	0	0	50	5	3	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00079200000000000006	0.00079200000000000006
baseline1	2389072511	A	0	0	50	2	5	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00079200000000000006	0.00079200000000000006
baseline1	2947117882	A	0	0	50	2	0	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00079200000000000006	0.00079200000000000006
baseline1	3896905599	A	0	0	50	5	0	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00079200000000000006	0.00079200000000000006
baseline1	4245730016	A	0	0	50	3	0	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00079200000000000006	0.00079200000000000006
baseline1	382446085	A	0	0	100	3	0	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00039600000000000003	0.00039600000000000003
baseline1	1789942364	A	0	0	100	4	0	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00039600000000000003	0.00039600000000000003
baseline1	2143942420	A	0	0	100	2	5	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00039600000000000003	0.00039600000000000003
baseline1	2171161352	A	0	0	100	3	0	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00039600000000000003	0.00039600000000000003
baseline1	2741225372	A	0	0	100	4	2	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00039600000000000003	0.00039600000000000003
baseline1	2900853356	A	0	0	100	2	0	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00039600000000000003	0.00039600000000000003
baseline1	3476688662	A	0	0	100	2	0	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00039600000000000003	0.00039600000000000003
baseline1	3498791255	A	0	0	100	5	2	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00039600000000000003	0.00039600000000000003
baseline1	3627135396	A	0	0	100	0	4	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00039600000000000003	0.00039600000000000003
baseline1	3789796235	A	0	0	100	4	1	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00039600000000000003	0.00039600000000000003
baseline1	3930022951	A	0	0	100	2	1	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00039600000000000003	0.00039600000000000003
baseline1	3965871639	A	0	0	100	0	1	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00039600000000000003	0.00039600000000000003
baseline1	4093382189	A	0	0	100	1	0	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00039600000000000003	0.00039600000000000003
baseline1	4159108369	A	0	0	100	5	0	1.0691942840757029e-05	1	0.039600000000000003	0.039600000000000003	0.039600000000000003	0.00039600000000000003	0.00039600000000000003
baseline2	531699918	D	3	0	10	2	1	0	2.7777777777777781e-14	0.36244370681390442	0.3624	0.3624	0.036240000000000001	0.036240000000000001
baseline2	220088069	D	3	0	20	2	0	0	5.5555555555555561e-14	1.4733776930182509	1.4731999999999996	1.4731999999999996	0.073659999999999975	0.073659999999999975
baseline2	272623031	D	3	0	20	0	4	0	5.5555555555555561e-14	1.7507243163718218	1.7504000000000002	1.7504000000000002	0.087520000000000014	0.087520000000000014
baseline2	3981459150	D	3	1	50	1	3	0	1.388888888888889e-13	1.7903316528974311	1.79	1.79	0.035799999999999998	0.035799999999999998
baseline2	2775437307	D	3	0	100	3	4	0	2.7777777777777779e-13	2.3842888349734208	2.3840000000000012	2.3840000000000012	0.023840000000000014	0.023840000000000014
baseline2	318998251	C	2	0	10	0	4	0	2.7777777777777779e-13	0.48125803487426189	0.48120000000000007	0.48120000000000007	0.04812000000000001	0.04812000000000001
baseline2	2386547931	C	2	0	10	3	5	0	2.7777777777777779e-13	1.354563362314934	1.3543999999999996	1.3543999999999996	0.13543999999999995	0.13543999999999995
baseline2	2783465151	C	2	0	10	4	2	0	2.7777777777777779e-13	0.71891742715976692	0.71880000000000011	0.71880000000000011	0.071880000000000013	0.071880000000000013
baseline2	3511932383	C	2	0	10	2	1	0	2.7777777777777779e-13	0.36244370681390442	0.3624	0.3624	0.036240000000000001	0.036240000000000001
baseline2	3586730588	C	2	0	10	5	4	0	2.7777777777777779e-13	0.91694977249196608	0.91679999999999984	0.91679999999999984	0.091679999999999984	0.091679999999999984
baseline2	3787046653	C	2	0	10	1	3	0	2.7777777777777779e-13	0.32083851633806015	0.32079999999999997	0.32079999999999997	0.032079999999999997	0.032079999999999997
baseline2	1293951024	C	2	0	20	3	0	0	5.5555555555555559e-13	1.711116979819072	1.7107999999999999	1.7107999999999999	0.085539999999999991	0.085539999999999991
baseline2	2050449613	C	2	0	20	2	0	0	5.5555555555555559e-13	1.4733776930182509	1.4731999999999996	1.4731999999999996	0.073659999999999975	0.073659999999999975
baseline2	2113123330	C	2	0	20	4	1	0	5.5555555555555559e-13	0.60009801974332555	0.60000000000000009	0.60000000000000009	0.030000000000000006	0.030000000000000006
baseline2	3631772853	C	2	0	20	4	1	0	5.5555555555555559e-13	0.60009801974332555	0.60000000000000009	0.60000000000000009	0.030000000000000006	0.030000000000000006
baseline2	1148273821	C	2	0	50	1	3	0	1.3888888888888889e-12	1.7903316528974311	1.79	1.79	0.035799999999999998	0.035799999999999998
baseline2	2004297814	C	2	1	100	0	5	0	2.7777777777777777e-12	2.5031032299748359	2.5028000000000024	2.5028000000000024	0.025028000000000022	0.025028000000000022
baseline2	2854759111	C	2	0	100	1	5	0	2.7777777777777777e-12	2.3446840366757788	2.3444000000000011	2.3444000000000011	0.02344400000000001	0.02344400000000001
baseline2	2925594752	C	2	0	100	3	4	0	2.7777777777777777e-12	2.3842888349734208	2.3840000000000012	2.3840000000000012	0.023840000000000014	0.023840000000000014
baseline2	115570613	B	1	0	1	3	5	6.2243503735172643e-09	2.7777777777777774e-14	0.16241949716091272	0.16239999999999999	0.16239999999999999	0.16239999999999999	0.16239999999999999
baseline2	39748927	B	1	0	5	2	3	0	1.388888888888889e-13	0.40204848281592165	0.40200000000000002	0.40200000000000002	0.080399999999999999	0.080399999999999999
baseline2	2337449709	B	1	1	5	1	3	0	1.388888888888889e-13	0.32083851633806015	0.32079999999999997	0.32079999999999997	0.064159999999999995	0.064159999999999995
baseline2	535246013	B	1	0	10	0	3	0	2.7777777777777779e-13	0.56046758700688459	0.56040000000000012	0.56040000000000012	0.056040000000000013	0.056040000000000013
baseline2	2027134612	B	1	0	10	2	4	0	2.7777777777777779e-13	0.75852389626239225	0.75839999999999996	0.75839999999999996	0.075839999999999991	0.075839999999999991
baseline2	2636988833	B	1	0	10	1	4	0	2.7777777777777779e-13	1.3149585854705559	1.3147999999999997	1.3147999999999997	0.13147999999999999	0.13147999999999999
baseline2	2715424368	B	1	0	10	3	2	0	2.7777777777777779e-13	0.63970448890023424	0.63960000000000017	0.63960000000000017	0.063960000000000017	0.063960000000000017
baseline2	2000966795	B	1	0	20	2	0	0	5.5555555555555559e-13	1.4733776930182509	1.4731999999999996	1.4731999999999996	0.073659999999999975	0.073659999999999975
baseline2	3079758100	A	0	0	1	5	2	4.5293876305477418e-09	1	0.12281474292710856	0.12279999999999999	0.12279999999999999	0.12279999999999999	0.12279999999999999
baseline2	3889627212	A	0	0	1	1	5	8.0335781340129592e-09	1	0.20202425139467969	0.20200000000000001	0.20200000000000001	0.20200000000000001	0.20200000000000001
baseline2	4085120209	A	0	0	1	2	4	5.1640716400743993e-13	1	0.083209988693448173	0.083199999999999996	0.083199999999999996	0.083199999999999996	0.083199999999999996
baseline2	138862700	A	0	0	2	1	3	0	1	0.28123376175404891	0.28120000000000001	0.28120000000000001	0.1406	0.1406
baseline2	3112775413	A	0	0	2	2	0	0	1	0.24162900719733416	0.24160000000000001	0.24160000000000001	0.1208	0.1208
baseline2	481296015	A	0	0	5	5	0	0	1	0.52086281092125675	0.52080000000000015	0.52080000000000015	0.10416000000000003	0.10416000000000003
baseline2	616608204	A	0	0	5	2	0	0	1	0.4416532588267722	0.44160000000000005	0.44160000000000005	0.08832000000000001	0.08832000000000001
baseline2	1855273306	A	0	0	5	1	3	0	1	0.32083851633806015	0.32079999999999997	0.32079999999999997	0.064159999999999995	0.064159999999999995
baseline2	2605539265	A	0	1	5	0	4	0	1	0.48125803487426189	0.48120000000000007	0.48120000000000007	0.09624000000000002	0.09624000000000002
baseline2	2831306017	A	0	0	5	2	1	0	1	0.36244370681390442	0.3624	0.3624	0.072480000000000003	0.072480000000000003
baseline2	90687314	A	0	0	10	4	0	0	1	1.035769199470288	1.0355999999999999	1.0355999999999999	0.10355999999999999	0.10355999999999999
baseline2	430646417	A	0	0	10	0	1	0	1	1.2337487902611646	1.2335999999999998	1.2335999999999998	0.12335999999999998	0.12335999999999998
baseline2	606726597	A	0	0	10	0	3	0	1	0.56046758700688459	0.56040000000000012	0.56040000000000012	0.056040000000000013	0.056040000000000013
baseline2	1079207767	A	0	0	10	5	2	0	1	0.83773683440002578	0.8375999999999999	0.8375999999999999	0.083759999999999987	0.083759999999999987
baseline2	1104588249	A	0	0	10	3	5	0	1	1.354563362314934	1.3543999999999996	1.3543999999999996	0.13543999999999995	0.13543999999999995
baseline2	1327292881	A	0	0	10	0	2	0	1	0.99616272938361261	0.99599999999999977	0.99599999999999977	0.09959999999999998	0.09959999999999998
baseline2	1493501194	A	0	1	10	3	2	0	1	0.63970448890023424	0.63960000000000017	0.63960000000000017	0.063960000000000017	0.063960000000000017
baseline2	1979378018	A	0	0	10	3	2	0	1	0.63970448890023424	0.63960000000000017	0.63960000000000017	0.063960000000000017	0.063960000000000017
baseline2	2085415102	A	0	0	10	2	5	0	1	1.2733535670497487	1.2731999999999997	1.2731999999999997	0.12731999999999996	0.12731999999999996
baseline2	2087437808	A	0	0	10	5	3	0	1	0.95655624148965235	0.95639999999999992	0.95639999999999992	0.095639999999999989	0.095639999999999989
baseline2	2131469441	A	0	1	10	3	4	0	1	0.67931095802698194	0.67920000000000003	0.67920000000000003	0.067920000000000008	0.067920000000000008
baseline2	2160514721	A	0	0	10	2	0	0	1	0.4416532588267722	0.44160000000000005	0.44160000000000005	0.044160000000000005	0.044160000000000005
baseline2	2427016239	A	0	0	10	1	4	0	1	1.3149585854705559	1.3147999999999997	1.3147999999999997	0.13147999999999999	0.13147999999999999
baseline2	2458310711	A	0	0	10	4	5	0	1	1.3941681388350673	1.3939999999999995	1.3939999999999995	0.13939999999999994	0.13939999999999994
baseline2	2467795535	A	0	0	10	3	1	0	1	0.87734330344801137	0.87719999999999998	0.87719999999999998	0.087719999999999992	0.087719999999999992
baseline2	2566952302	A	0	0	10	1	2	0	1	1.4337729157335437	1.4335999999999995	1.4335999999999995	0.14335999999999996	0.14335999999999996
baseline2	2665035971	A	0	0	10	1	4	0	1	1.3149585854705559	1.3147999999999997	1.3147999999999997	0.13147999999999999	0.13147999999999999
baseline2	2670193180	A	0	0	10	2	0	0	1	0.4416532588267722	0.44160000000000005	0.44160000000000005	0.044160000000000005	0.044160000000000005
baseline2	3058823173	A	0	0	10	2	1	0	1	0.36244370681390442	0.3624	0.3624	0.036240000000000001	0.036240000000000001
baseline2	3451794012	A	0	1	10	5	4	0	1	0.91694977249196608	0.91679999999999984	0.91679999999999984	0.091679999999999984	0.091679999999999984
baseline2	4102589403	A	0	0	10	4	1	0	1	0.60009801974332555	0.60000000000000009	0.60000000000000009	0.060000000000000012	0.060000000000000012
baseline2	4192194994	A	0	0	10	1	0	0	1	0.79813036533393023	0.79800000000000004	0.79800000000000004	0.07980000000000001	0.07980000000000001
baseline2	602293555	A	0	0	20	2	5	0	1	1.2733535670497487	1.2731999999999997	1.2731999999999997	0.06365999999999998	0.06365999999999998
baseline2	825593865	A	0	1	20	2	1	0	1	1.5921920235987266	1.5919999999999999	1.5919999999999999	0.07959999999999999	0.07959999999999999
baseline2	827773838	A	0	0	20	0	2	0	1	0.99616272938361261	0.99599999999999977	0.99599999999999977	0.04979999999999999	0.04979999999999999
baseline2	1457536629	A	0	0	20	0	4	0	1	1.7507243163718218	1.7504000000000002	1.7504000000000002	0.087520000000000014	0.087520000000000014
baseline2	1607129070	A	0	0	20	4	3	0	1	1.6715096429810943	1.6712	1.6712	0.083559999999999995	0.083559999999999995
baseline2	1656143697	A	0	1	20	0	5	0	1	1.5525872465917414	1.5523999999999998	1.5523999999999998	0.077619999999999995	0.077619999999999995
baseline2	1671714665	A	0	0	20	3	0	0	1	1.711116979819072	1.7107999999999999	1.7107999999999999	0.085539999999999991	0.085539999999999991
baseline2	1924798388	A	0	1	20	0	5	0	1	1.5525872465917414	1.5523999999999998	1.5523999999999998	0.077619999999999995	0.077619999999999995
baseline2	2055990098	A	0	0	20	2	3	0	1	1.6319014250460679	1.6315999999999997	1.6315999999999997	0.081579999999999986	0.081579999999999986
baseline2	2202370351	A	0	1	20	1	0	0	1	0.79813036533393023	0.79800000000000004	0.79800000000000004	0.039900000000000005	0.039900000000000005
baseline2	2256841245	A	0	0	20	1	0	0	1	0.79813036533393023	0.79800000000000004	0.79800000000000004	0.039900000000000005	0.039900000000000005
baseline2	2373408406	A	0	0	20	4	3	0	1	1.6715096429810943	1.6712	1.6712	0.083559999999999995	0.083559999999999995
baseline2	2511808317	A	0	0	20	5	2	0	1	0.83773683440002578	0.8375999999999999	0.8375999999999999	0.041879999999999994	0.041879999999999994
baseline2	2804269330	A	0	1	20	2	5	0	1	1.2733535670497487	1.2731999999999997	1.2731999999999997	0.06365999999999998	0.06365999999999998
baseline2	3148468367	A	0	0	20	1	4	0	1	1.3149585854705559	1.3147999999999997	1.3147999999999997	0.065739999999999993	0.065739999999999993
baseline2	3468683958	A	0	0	20	4	0	0	1	1.035769199470288	1.0355999999999999	1.0355999999999999	0.051779999999999993	0.051779999999999993
baseline2	3648524536	A	0	0	20	5	1	0	1	1.5129824696118817	1.5127999999999997	1.5127999999999997	0.075639999999999985	0.075639999999999985
baseline2	3808303016	A	0	1	20	5	4	0	1	0.91694977249196608	0.91679999999999984	0.91679999999999984	0.045839999999999992	0.045839999999999992
baseline2	3809058744	A	0	1	20	0	2	0	1	0.99616272938361261	0.99599999999999977	0.99599999999999977	0.04979999999999999	0.04979999999999999
baseline2	3836442211	A	0	0	20	0	1	0	1	1.2337487902611646	1.2335999999999998	1.2335999999999998	0.061679999999999992	0.061679999999999992
baseline2	4098206260	A	0	0	20	4	5	0	1	1.3941681388350673	1.3939999999999995	1.3939999999999995	0.06969999999999997	0.06969999999999997
baseline2	1629435098	A	0	0	50	2	4	0	1	1.8299389891402689	1.8296000000000003	1.8296000000000003	0.036592000000000006	0.036592000000000006
baseline2	2310044414	A	0	0	50	5	3	0	1	1.9487610356516085	1.9484000000000006	1.9484000000000006	0.03896800000000001	0.03896800000000001
baseline2	2389072511	A	0	0	50	2	5	0	1	1.9883683732532986	1.9880000000000004	1.9880000000000004	0.039760000000000011	0.039760000000000011
baseline2	2947117882	A	0	0	50	2	0	0	1	1.8695463256108125	1.8692000000000004	1.8692000000000004	0.037384000000000008	0.037384000000000008
baseline2	3896905599	A	0	0	50	5	0	0	1	2.0279757108458947	2.027600000000001	2.027600000000001	0.040552000000000019	0.040552000000000019
baseline2	4245730016	A	0	0	50	3	0	0	1	1.9091536980408244	1.9088000000000005	1.9088000000000005	0.038176000000000009	0.038176000000000009
baseline2	382446085	A	0	0	100	3	0	0	1	1.9091536980408244	1.9088000000000005	1.9088000000000005	0.019088000000000004	0.019088000000000004
baseline2	1789942364	A	0	0	100	4	0	0	1	2.6616361559786705	2.6612000000000027	2.6612000000000027	0.026612000000000028	0.026612000000000028
baseline2	2143942420	A	0	0	100	2	5	0	1	1.9883683732532986	1.9880000000000004	1.9880000000000004	0.019880000000000005	0.019880000000000005
baseline2	2171161352	A	0	0	100	3	0	0	1	1.9091536980408244	1.9088000000000005	1.9088000000000005	0.019088000000000004	0.019088000000000004
baseline2	2741225372	A	0	0	100	4	2	0	1	2.423893633100294	2.4236000000000013	2.4236000000000013	0.024236000000000014	0.024236000000000014
baseline2	2900853356	A	0	0	100	2	0	0	1	1.8695463256108125	1.8692000000000004	1.8692000000000004	0.018692000000000004	0.018692000000000004
baseline2	3476688662	A	0	0	100	2	0	0	1	1.8695463256108125	1.8692000000000004	1.8692000000000004	0.018692000000000004	0.018692000000000004
baseline2	3498791255	A	0	0	100	5	2	0	1	2.6220296663563709	2.6216000000000026	2.6216000000000026	0.026216000000000027	0.026216000000000027
baseline2	3627135396	A	0	0	100	0	4	0	1	2.6616361559786705	2.6612000000000027	2.6612000000000027	0.026612000000000028	0.026612000000000028
baseline2	3789796235	A	0	0	100	4	1	0	1	2.3050792382034748	2.3048000000000011	2.3048000000000011	0.023048000000000009	0.023048000000000009
baseline2	3930022951	A	0	0	100	2	1	0	1	2.4634984315840245	2.4632000000000023	2.4632000000000023	0.024632000000000022	0.024632000000000022
baseline2	3965871639	A	0	0	100	0	1	0	1	2.5427080283052295	2.5424000000000024	2.5424000000000024	0.025424000000000023	0.025424000000000023
baseline2	4093382189	A	0	0	100	1	0	0	1	2.5823128266929376	2.5820000000000025	2.5820000000000025	0.025820000000000023	0.025820000000000023
baseline2	4159108369	A	0	0	100	5	0	0	1	2.0279757108458947	2.027600000000001	2.027600000000001	0.020276000000000009	0.020276000000000009
