MessageCode	÷‹∆⁄	∞≤»´µ»º∂	“Ï‘¥±∏∑›	π ’œ∏≈¬ …œœﬁ	π ’œ∏≈¬ (‘≠±æ)	π ’œ∏≈¬ (÷ÿ¥Ú∞¸)
13333517417744314475	1	A	∑Ò	1.0000000000e-06	7.5789397935e-07	1.3602290509e-10
5427902647304715143	20	A	∑Ò	1.0000000000e-06	1.1945999745e-13	3.5482727867e-13
17211424019345016733	10	D	∑Ò	1.0000000000e-08	3.3306690739e-15	1.2545520178e-14
5577507952245476461	1	A	∑Ò	1.0000000000e-06	5.9128050661e-05	2.1831918980e-08
18197685042083596468	5	A	 «	1.0000000000e-06	1.3678882246e-40	1.2547862471e-35
6958937394328325012	1	A	∑Ò	1.0000000000e-06	8.0210039819e-05	7.2030671555e-09
12443935818913434348	10	A	∑Ò	1.0000000000e-06	9.2370555649e-14	1.7563728250e-13
10296024032611136327	5	B	∑Ò	1.0000000000e-07	7.1054273576e-15	9.4224628100e-13
15981414712622154261	100	A	∑Ò	1.0000000000e-06	1.3936629628e-12	4.4875214655e-12
9089901615861722999	20	A	∑Ò	1.0000000000e-06	8.6153306711e-14	2.2737367544e-13
7411283291098199330	1	A	∑Ò	1.0000000000e-06	1.0265155305e-04	1.1796278405e-08
10662038524683549811	10	A	∑Ò	1.0000000000e-06	1.4210854715e-14	3.6304292905e-14
16457107008599400349	20	A	∑Ò	1.0000000000e-06	1.5409895582e-13	4.1822101338e-13
1718088970792244204	20	A	∑Ò	1.0000000000e-06	6.4170890823e-14	4.1544545581e-13
7422881806727213321	10	A	∑Ò	1.0000000000e-06	6.4170890823e-14	4.1544545581e-13
12331515597063862763	50	A	∑Ò	1.0000000000e-06	1.7652546092e-13	5.8031357497e-13
9360924561925049639	20	A	∑Ò	1.0000000000e-06	6.4170890823e-14	4.1544545581e-13
1335038812153817944	20	A	∑Ò	1.0000000000e-06	4.9849013806e-14	4.3109960046e-13
13473694018288818480	20	A	∑Ò	1.0000000000e-06	9.2370555649e-14	1.7563728250e-13
14014137000158459094	10	A	∑Ò	1.0000000000e-06	6.4170890823e-14	4.1544545581e-13
244160375644055874	20	A	∑Ò	1.0000000000e-06	4.9849013806e-14	4.3109960046e-13
6784595156313735910	10	A	∑Ò	1.0000000000e-06	4.9849013806e-14	4.3109960046e-13
6438540017287041772	20	A	∑Ò	1.0000000000e-06	1.5409895582e-13	4.1822101338e-13
13703428898833850134	10	A	∑Ò	1.0000000000e-06	4.9849013806e-14	4.3109960046e-13
6151532290212844221	10	B	∑Ò	1.0000000000e-07	1.9095836024e-14	4.8627768479e-14
5830109885831638433	10	A	∑Ò	1.0000000000e-06	5.7509552676e-14	1.4521717162e-13
13646592279423664704	10	A	∑Ò	1.0000000000e-06	8.6153306711e-14	2.2737367544e-13
12894097009004141030	10	B	∑Ò	1.0000000000e-07	1.2767564783e-14	3.2418512319e-14
11439508600457550971	10	A	∑Ò	1.0000000000e-06	8.8373752760e-14	2.3214763445e-13
9712589589424581968	10	A	∑Ò	1.0000000000e-06	7.7271522514e-14	2.7366997557e-13
5190270084407775797	20	C	∑Ò	1.0000000000e-07	1.9761969838e-14	1.1235457009e-13
2527590932796859997	20	A	∑Ò	1.0000000000e-06	1.1945999745e-13	3.5482727867e-13
7944179585133561344	10	A	∑Ò	1.0000000000e-06	1.4210854715e-14	3.6304292905e-14
14252917408771519298	10	B	∑Ò	1.0000000000e-07	1.4210854715e-14	3.6304292905e-14
363513574727669156	10	A	∑Ò	1.0000000000e-06	8.4821039081e-14	1.7674750552e-13
3449629938136975912	20	B	∑Ò	1.0000000000e-07	2.1871393585e-14	7.9602990866e-14
11937056776688191019	10	A	∑Ò	1.0000000000e-06	8.4821039081e-14	1.7674750552e-13
17349078478125344007	10	A	∑Ò	1.0000000000e-06	8.4821039081e-14	1.7674750552e-13
17496141272227090764	10	A	∑Ò	1.0000000000e-06	8.4821039081e-14	1.7674750552e-13
11035875389407232468	20	A	∑Ò	1.0000000000e-06	1.0591527655e-13	2.4280577549e-13
