MessageCode	÷‹∆⁄	∞≤»´µ»º∂	“Ï‘¥±∏∑›	π ’œ∏≈¬ …œœﬁ	π ’œ∏≈¬ (‘≠±æ)	π ’œ∏≈¬ (÷ÿ¥Ú∞¸)
5027923395455945946	1	A	∑Ò	1.0000000000e-06	7.3805536771e-07	7.3805536771e-07
11537698205735784765	20	C	∑Ò	1.0000000000e-07	5.7731597281e-15	5.7731597281e-15
15898138140307911460	20	A	∑Ò	1.0000000000e-06	5.5844218139e-14	5.5844218139e-14
12786198878165123055	2	A	∑Ò	1.0000000000e-06	7.7211037564e-10	7.7211037564e-10
5108548275320692646	20	B	∑Ò	1.0000000000e-07	1.0214051827e-14	1.0214051827e-14
6005498496908527075	10	A	∑Ò	1.0000000000e-06	5.5067062021e-14	5.5067062021e-14
8892522193590491781	100	D	∑Ò	1.0000000000e-08	1.2212453271e-14	1.2212453271e-14
8832202930291948296	10	A	∑Ò	1.0000000000e-06	2.2315482795e-14	2.2315482795e-14
11855247102334798389	10	A	 «	1.0000000000e-06	1.3136700165e-40	1.3136700165e-40
10812590358596226370	5	A	∑Ò	1.0000000000e-06	1.8318679906e-14	1.8318679906e-14
5435675893780095286	10	A	∑Ò	1.0000000000e-06	4.7739590059e-15	4.7739590059e-15
4686705335858600399	5	A	∑Ò	1.0000000000e-06	2.2315482795e-14	2.2315482795e-14
10587952427814029485	10	A	∑Ò	1.0000000000e-06	5.5067062021e-14	5.5067062021e-14
3855942257586243103	5	A	∑Ò	1.0000000000e-06	5.3290705182e-15	5.3290705182e-15
11775601855021268697	5	C	∑Ò	1.0000000000e-07	4.7739590059e-15	4.7739590059e-15
11546207579932851101	10	C	∑Ò	1.0000000000e-07	9.3258734069e-15	9.3258734069e-15
10481928596341840312	10	A	∑Ò	1.0000000000e-06	3.5416114486e-14	3.5416114486e-14
2458445672951534071	50	B	∑Ò	1.0000000000e-07	1.2212453271e-14	1.2212453271e-14
11355455622757246213	100	A	∑Ò	1.0000000000e-06	5.2102766546e-13	5.2102766546e-13
17712378628394029937	5	A	∑Ò	1.0000000000e-06	3.5416114486e-14	3.5416114486e-14
3702484702156851694	10	C	∑Ò	1.0000000000e-07	5.3290705182e-15	5.3290705182e-15
9370972261559732288	10	A	∑Ò	1.0000000000e-06	4.2299497238e-14	4.2299497238e-14
18107413126991469386	10	B	∑Ò	1.0000000000e-07	5.3290705182e-15	5.3290705182e-15
4095708538737176841	20	A	∑Ò	1.0000000000e-06	1.2434497876e-14	1.2434497876e-14
9926814082467705587	10	D	∑Ò	1.0000000000e-08	9.9920072216e-16	9.9920072216e-16
2773768188451268318	20	A	∑Ò	1.0000000000e-06	3.6637359813e-14	3.6637359813e-14
12376585251546073897	100	A	∑Ò	1.0000000000e-06	5.4756199575e-13	5.4756199575e-13
3414869100119412536	20	C	∑Ò	1.0000000000e-07	1.2101430968e-14	1.2101430968e-14
4586186979958496539	20	A	∑Ò	1.0000000000e-06	3.6637359813e-14	3.6637359813e-14
15166532180123174569	10	A	∑Ò	1.0000000000e-06	3.6637359813e-14	3.6637359813e-14
6907054088551073892	100	A	∑Ò	1.0000000000e-06	5.6887827782e-13	5.6887827782e-13
10355977727599025241	10	C	∑Ò	1.0000000000e-07	9.3258734069e-15	9.3258734069e-15
9306359152361658938	10	A	∑Ò	1.0000000000e-06	5.7731597281e-15	5.7731597281e-15
10386215402205422806	10	A	∑Ò	1.0000000000e-06	5.7731597281e-15	5.7731597281e-15
16902504345535045001	10	A	∑Ò	1.0000000000e-06	5.7731597281e-15	5.7731597281e-15
4231590299025781266	10	A	∑Ò	1.0000000000e-06	6.2172489379e-15	6.2172489379e-15
13337664159999703829	10	A	∑Ò	1.0000000000e-06	6.2172489379e-15	6.2172489379e-15
17430174631663680797	20	B	∑Ò	1.0000000000e-07	6.2172489379e-15	6.2172489379e-15
