MessageCode	÷‹∆⁄	∞≤»´µ»º∂	“Ï‘¥±∏∑›	π ’œ∏≈¬ …œœﬁ	π ’œ∏≈¬ (‘≠±æ)	π ’œ∏≈¬ (÷ÿ¥Ú∞¸)
4343159864808249732	20	A	∑Ò	1.0000000000e-06	7.7160500211e-14	3.2773783687e-13
16196913645085252378	1	A	∑Ò	1.0000000000e-06	7.5789397935e-07	4.8916746435e-09
15464791597523603332	20	A	∑Ò	1.0000000000e-06	1.2201351041e-13	3.4783287362e-13
2546966066376407030	20	A	∑Ò	1.0000000000e-06	9.4035890186e-14	1.8163248683e-13
13603829357057494794	10	A	∑Ò	1.0000000000e-06	6.0174087935e-14	2.5179858198e-13
14673811247173483201	5	A	∑Ò	1.0000000000e-06	3.4416913763e-15	3.1504798770e-11
8218457164580136452	20	A	∑Ò	1.0000000000e-06	6.0174087935e-14	2.5179858198e-13
18009622380279969373	2	C	∑Ò	1.0000000000e-07	6.9889325549e-08	2.9452680353e-14
15740491967987045472	10	B	∑Ò	1.0000000000e-07	1.1435297154e-14	4.4075854078e-14
9831329726531024158	20	C	∑Ò	1.0000000000e-07	8.6597395921e-15	6.7057470687e-14
18344824329055664820	10	A	∑Ò	1.0000000000e-06	1.1224354779e-13	1.7730261703e-13
7159835239932623145	10	A	∑Ò	1.0000000000e-06	9.5479180118e-14	3.2296387786e-13
7467258575941821775	1	A	∑Ò	1.0000000000e-06	6.0160149251e-05	1.3043110330e-10
7341051360413698527	20	A	∑Ò	1.0000000000e-06	1.2900791546e-13	4.0645264932e-13
1275421388141808543	50	A	∑Ò	1.0000000000e-06	1.6808776593e-13	5.6821214400e-13
16878533730120212122	20	A	∑Ò	1.0000000000e-06	1.6320278462e-13	5.0059956180e-13
7335058594785639511	1	A	∑Ò	1.0000000000e-06	8.1310879451e-05	1.3256604712e-08
16424541017317247042	50	A	∑Ò	1.0000000000e-06	9.9831254374e-13	3.7373437678e-12
122856023477461297	2	B	∑Ò	1.0000000000e-07	8.7719751796e-08	6.1827084749e-11
12700051955090015628	10	A	∑Ò	1.0000000000e-06	7.7160500211e-14	3.2773783687e-13
1106441769189442924	100	A	∑Ò	1.0000000000e-06	1.1158851621e-12	3.9519498785e-12
45771379109733913	20	A	 «	1.0000000000e-06	7.1440823146e-40	3.1816570155e-38
2005898494987838603	100	A	∑Ò	1.0000000000e-06	1.3744561045e-12	3.3938407640e-12
15109897317060143558	10	A	∑Ò	1.0000000000e-06	1.2201351041e-13	3.4783287362e-13
10943461699255837847	10	A	∑Ò	1.0000000000e-06	8.3155704544e-14	3.2784885917e-13
6878707428892393552	10	A	∑Ò	1.0000000000e-06	7.7715611724e-15	3.5188740810e-11
15186700735646152028	100	A	∑Ò	1.0000000000e-06	1.1022294188e-12	3.4349190159e-12
15458046499491078655	5	B	∑Ò	1.0000000000e-07	7.7715611724e-15	3.5188740810e-11
461996233415675432	10	A	∑Ò	1.0000000000e-06	3.4416913763e-15	3.1504798770e-11
12941690928760320842	20	A	∑Ò	1.0000000000e-06	8.6597395921e-15	6.7057470687e-14
5634102098866719459	10	A	∑Ò	1.0000000000e-06	1.0258460748e-13	3.4339198152e-13
4414702538542274391	10	D	∑Ò	1.0000000000e-08	3.4416913763e-15	3.1504798770e-11
12421950531116833033	10	C	∑Ò	1.0000000000e-07	3.4416913763e-15	5.5733195836e-14
5244796345977465751	20	A	 «	1.0000000000e-06	1.1549602935e-40	7.0829691638e-39
1105406303772689253	5	A	∑Ò	1.0000000000e-06	5.4845017416e-14	7.6494366397e-13
4741096742686767802	100	D	∑Ò	1.0000000000e-08	3.3750779949e-14	1.2689849171e-13
12623922328242552915	20	A	∑Ò	1.0000000000e-06	1.5576429035e-13	3.6715075424e-13
9610811569516588700	10	A	∑Ò	1.0000000000e-06	1.0258460748e-13	3.4339198152e-13
13227079241345598414	10	A	∑Ò	1.0000000000e-06	1.4321877018e-14	3.2529534622e-14
1539546495754428633	10	A	∑Ò	1.0000000000e-06	5.4845017416e-14	7.6494366397e-13
7628121516630864149	20	A	∑Ò	1.0000000000e-06	8.3266726847e-15	4.4075854078e-14
7728904445587433476	10	B	∑Ò	1.0000000000e-07	8.3266726847e-15	4.4075854078e-14
4562452721156326791	20	C	∑Ò	1.0000000000e-07	1.4321877018e-14	7.7826634026e-14
16914730557306963496	10	A	∑Ò	1.0000000000e-06	8.6597395921e-15	6.7057470687e-14
