MessageCode	÷‹∆⁄	∞≤»´µ»º∂	“Ï‘¥±∏∑›	π ’œ∏≈¬ …œœﬁ	π ’œ∏≈¬ (‘≠±æ)	π ’œ∏≈¬ (÷ÿ¥Ú∞¸)
14605251581529579605	1	A	∑Ò	1.0000000000e-06	5.5618046988e-05	1.8222627337e-08
1786503136387308914	1	B	∑Ò	1.0000000000e-07	7.4426440322e-07	5.7634130203e-11
770517809355469201	10	B	∑Ò	1.0000000000e-07	1.5987211555e-14	1.0369483050e-13
3289867437134291076	10	A	∑Ò	1.0000000000e-06	1.4832579609e-13	9.1615603992e-13
17746710598904585144	1	C	∑Ò	1.0000000000e-07	7.6354308349e-05	3.5159150305e-08
7304089998409910214	100	A	∑Ò	1.0000000000e-06	1.9092505354e-12	1.1739498262e-11
11463584219094096516	1	B	∑Ò	1.0000000000e-07	9.8450919689e-05	5.5397209009e-09
17693755903524648	2	A	∑Ò	1.0000000000e-06	8.7171646346e-08	2.1681847198e-10
8002708599051344614	10	D	∑Ò	1.0000000000e-08	2.5535129566e-15	2.4646951147e-14
13891246533556942989	20	B	∑Ò	1.0000000000e-07	4.1855408028e-14	3.3495428653e-13
3010412933767134703	20	A	∑Ò	1.0000000000e-06	2.3314683517e-13	2.0715651416e-12
15308680976609872296	10	A	∑Ò	1.0000000000e-06	1.2900791546e-13	1.0599299216e-12
1064180185519180580	2	A	∑Ò	1.0000000000e-06	1.0701478137e-07	8.3337934517e-11
15173422291408631602	2	A	∑Ò	1.0000000000e-06	1.5210823712e-07	2.0193390218e-10
2157479093928413066	2	D	∑Ò	1.0000000000e-08	1.2863310073e-07	1.3633741657e-10
17074452556586213396	100	C	∑Ò	1.0000000000e-07	3.4472424915e-13	2.8715918532e-12
6199235846268669387	10	A	∑Ò	1.0000000000e-06	1.7552626019e-13	1.2978507158e-12
3127421504257190289	10	A	∑Ò	1.0000000000e-06	7.8381745539e-14	3.4023072137e-09
15723616260259612843	5	A	∑Ò	1.0000000000e-06	7.8381745539e-14	3.4023072137e-09
16901962248396104213	5	A	∑Ò	1.0000000000e-06	7.8381745539e-14	3.4023072137e-09
15860567735875080144	20	C	∑Ò	1.0000000000e-07	1.7430501487e-14	1.0891287872e-13
7153275570512964270	20	A	∑Ò	1.0000000000e-06	2.2781776465e-13	1.7834622668e-12
5952578518859571052	20	C	∑Ò	1.0000000000e-07	4.3631764868e-14	3.5504932328e-13
5860694398573552572	5	B	∑Ò	1.0000000000e-07	1.2656542481e-14	2.9623504760e-09
18038401427848466510	20	A	∑Ò	1.0000000000e-06	1.4210854715e-14	1.6586731988e-13
