MessageCode	周期	安全等级	异源备份	故障概率上限	故障概率(原本)	故障概率(重打包)
7411283291098199330	1	A	否	1.0000000000e-06	7.5789397935e-07	7.6563016008e-09
6958937394328325012	1	A	否	1.0000000000e-06	1.0265155305e-04	4.2754190937e-11
15814915523692201012	10	A	否	1.0000000000e-06	4.8627768479e-14	6.5536465144e-13
18197685042083596468	5	A	是	1.0000000000e-06	1.1261936887e-40	1.0124389306e-35
10296024032611136327	5	B	否	1.0000000000e-07	8.6597395921e-15	1.1063372440e-12
16457107008599400349	20	A	否	1.0000000000e-06	1.5443202273e-13	5.5933035981e-13
9360924561925049639	20	A	否	1.0000000000e-06	6.4170890823e-14	2.2948309919e-13
7422881806727213321	10	A	否	1.0000000000e-06	6.4170890823e-14	2.2948309919e-13
244160375644055874	20	A	否	1.0000000000e-06	8.7485574340e-14	1.6209256160e-13
1718088970792244204	20	A	否	1.0000000000e-06	6.4170890823e-14	2.2948309919e-13
16696296731599774573	20	A	否	1.0000000000e-06	5.7398530373e-14	1.7696955013e-13
14803340463651062932	10	A	否	1.0000000000e-06	1.1945999745e-13	3.5571545709e-13
17821044776358836849	20	A	否	1.0000000000e-06	1.3988810110e-14	3.6415315208e-14
1927560474357723674	20	B	否	1.0000000000e-07	1.3988810110e-14	3.6415315208e-14
13473694018288818480	20	A	否	1.0000000000e-06	5.7842619583e-14	1.9073631563e-13
8794427001457249001	10	A	否	1.0000000000e-06	6.1950444774e-14	3.4838798513e-13
10820903866074647332	20	A	否	1.0000000000e-06	1.2478906797e-13	6.2105875998e-13
12894097009004141030	10	B	否	1.0000000000e-07	1.4988010832e-14	4.5630166312e-14
2644290197522711109	100	A	否	1.0000000000e-06	9.6356256307e-13	4.9588111395e-12
15609024284938315872	20	A	否	1.0000000000e-06	9.7033492352e-14	3.7136960174e-13
10662038524683549811	10	A	否	1.0000000000e-06	1.8318679906e-14	3.5749181393e-14
11937056776688191019	10	A	否	1.0000000000e-06	9.0039087297e-14	2.6478819137e-13
9089901615861722999	20	A	否	1.0000000000e-06	9.7033492352e-14	3.7136960174e-13
13145997811059308442	20	A	否	1.0000000000e-06	5.7398530373e-14	1.7696955013e-13
2011063101483079802	10	A	否	1.0000000000e-06	5.7398530373e-14	1.7696955013e-13
6438540017287041772	20	A	否	1.0000000000e-06	1.5443202273e-13	5.5933035981e-13
17496141272227090764	10	A	否	1.0000000000e-06	9.0039087297e-14	2.6478819137e-13
6784595156313735910	10	A	否	1.0000000000e-06	8.7485574340e-14	1.6209256160e-13
12727901673286298342	10	A	否	1.0000000000e-06	1.3988810110e-14	3.6415315208e-14
12829131078903591727	20	A	否	1.0000000000e-06	1.6098233857e-14	7.3052675020e-14
7823757703094811045	20	A	否	1.0000000000e-06	1.6098233857e-14	7.3052675020e-14
17211424019345016733	10	D	否	1.0000000000e-08	1.8873791419e-15	1.4210854715e-14
11439508600457550971	10	A	否	1.0000000000e-06	1.2345680034e-13	1.4521717162e-13
4230032913027956932	20	A	否	1.0000000000e-06	1.2345680034e-13	1.4521717162e-13
1428119995792397275	20	A	否	1.0000000000e-06	1.5443202273e-13	5.5933035981e-13
11138873256775167301	20	C	否	1.0000000000e-07	2.1760371283e-14	9.5035090908e-14
9712589589424581968	10	A	否	1.0000000000e-06	1.3400391907e-13	2.7566837701e-13
5830109885831638433	10	A	否	1.0000000000e-06	7.7493567119e-14	3.5027536427e-13
363513574727669156	10	A	否	1.0000000000e-06	9.0039087297e-14	2.6478819137e-13
16978502274680300086	100	A	否	1.0000000000e-06	1.3616885397e-12	4.2532644073e-12
17231485606667511022	10	A	否	1.0000000000e-06	1.8873791419e-14	7.5606187977e-14
12406447138134047860	10	B	否	1.0000000000e-07	1.8873791419e-14	7.5606187977e-14
15246502313306299894	100	A	否	1.0000000000e-06	1.3936629628e-12	4.2532644073e-12
12718161978364074746	20	B	否	1.0000000000e-07	1.3544720900e-14	4.5186077102e-14
13333517417744314475	1	A	否	1.0000000000e-06	8.0210039819e-05	1.8097867242e-08
9486591423785749098	20	A	否	1.0000000000e-06	1.2445600106e-13	4.1822101338e-13
14868804079859404324	20	A	否	1.0000000000e-06	9.7033492352e-14	3.7136960174e-13
15238462674379615892	100	A	否	1.0000000000e-06	1.0544898288e-12	3.5008662636e-12
8021906394822888330	100	A	否	1.0000000000e-06	1.3034018309e-12	4.0991654515e-12
1335038812153817944	20	A	否	1.0000000000e-06	8.7485574340e-14	1.6209256160e-13
11649784686390195505	20	C	否	1.0000000000e-07	2.6867397196e-14	8.1490370007e-14
17699147762010126032	20	A	否	1.0000000000e-06	2.1760371283e-14	9.5035090908e-14
2053128839701913305	20	B	否	1.0000000000e-07	2.1760371283e-14	9.5035090908e-14
14014137000158459094	10	A	否	1.0000000000e-06	6.4170890823e-14	2.2948309919e-13
3449629938136975912	20	B	否	1.0000000000e-07	1.9761969838e-14	8.1823436915e-14
1855754612678459788	100	C	否	1.0000000000e-07	2.2160051572e-13	6.4115379672e-13
5190270084407775797	20	C	否	1.0000000000e-07	3.0087043967e-14	7.9602990866e-14
5680395248823496046	100	A	否	1.0000000000e-06	1.7652546092e-13	5.8031357497e-13
9754499526144686958	100	B	否	1.0000000000e-07	1.7652546092e-13	5.8031357497e-13
12331515597063862763	50	A	否	1.0000000000e-06	1.7652546092e-13	5.8031357497e-13
15981414712622154261	100	A	否	1.0000000000e-06	1.0970113706e-12	3.7270186937e-12
12443935818913434348	10	A	否	1.0000000000e-06	5.7842619583e-14	1.9073631563e-13
3587531045283411166	100	A	否	1.0000000000e-06	1.0937917239e-12	4.3067771571e-12
12313685675493271246	100	A	否	1.0000000000e-06	9.2048590972e-13	4.4875214655e-12
2802720740935329586	10	A	否	1.0000000000e-06	1.2845280395e-13	2.3148150063e-13
8947106996046918860	100	A	否	1.0000000000e-06	1.0783596238e-12	3.9143133179e-12
8117783671707406005	100	A	否	1.0000000000e-06	2.2160051572e-13	6.4115379672e-13
2643110291523439703	100	B	否	1.0000000000e-07	2.4047430713e-13	6.1983751465e-13
5272246808940396554	20	A	否	1.0000000000e-06	1.5443202273e-13	5.5933035981e-13
11314338598618421740	20	A	否	1.0000000000e-06	1.6509016376e-13	5.1803006329e-13
11705932661493171956	100	A	否	1.0000000000e-06	1.3654632980e-12	3.7914116291e-12
1267052419081743373	20	A	否	1.0000000000e-06	1.6509016376e-13	5.1803006329e-13
5427902647304715143	20	A	否	1.0000000000e-06	6.1950444774e-14	3.4838798513e-13
2527590932796859997	20	A	否	1.0000000000e-06	6.1950444774e-14	3.4838798513e-13
14252917408771519298	10	B	否	1.0000000000e-07	1.8318679906e-14	3.5749181393e-14
6151532290212844221	10	B	否	1.0000000000e-07	1.6098233857e-14	7.3052675020e-14
16811061881394398069	100	A	否	1.0000000000e-06	1.4597212328e-12	3.9908076843e-12
1689146473396031361	10	A	否	1.0000000000e-06	1.3544720900e-14	4.5186077102e-14
17703467082840868241	100	A	否	1.0000000000e-06	1.3654632980e-12	3.7914116291e-12
5577507952245476461	1	A	否	1.0000000000e-06	5.9128050661e-05	3.7740740905e-08
5250471428333279328	100	A	否	1.0000000000e-06	1.0937917239e-12	4.3067771571e-12
7944179585133561344	10	A	否	1.0000000000e-06	1.8318679906e-14	3.5749181393e-14
17308256193368343596	100	A	否	1.0000000000e-06	2.2160051572e-13	6.4115379672e-13
5961001119850427107	100	A	否	1.0000000000e-06	1.4597212328e-12	4.2938985700e-12
9845783336421380834	100	A	否	1.0000000000e-06	1.1529666111e-12	3.7916336737e-12
6253346153538252154	100	A	否	1.0000000000e-06	1.4597212328e-12	3.9908076843e-12
10164412105335636189	100	A	否	1.0000000000e-06	2.4047430713e-13	6.1983751465e-13
5261445931411742708	100	D	否	1.0000000000e-08	3.1974423109e-14	1.3500311979e-13
6374620848963922463	100	A	否	1.0000000000e-06	9.6356256307e-13	4.9588111395e-12
6476368252774129396	100	A	否	1.0000000000e-06	1.4247492075e-12	4.2302827907e-12
13646592279423664704	10	A	否	1.0000000000e-06	9.7033492352e-14	3.7136960174e-13
4444102399215630597	10	A	否	1.0000000000e-06	1.6098233857e-14	7.3052675020e-14
15433207458169745737	100	A	否	1.0000000000e-06	3.1974423109e-14	1.3500311979e-13
643473153119987860	100	A	否	1.0000000000e-06	1.0544898288e-12	3.5008662636e-12
13284120991504424918	10	A	否	1.0000000000e-06	5.7398530373e-14	1.7696955013e-13
12654034299875654700	100	A	否	1.0000000000e-06	1.3214984662e-12	3.7527758678e-12
13703428898833850134	10	A	否	1.0000000000e-06	8.7485574340e-14	1.6209256160e-13
11035875389407232468	20	A	否	1.0000000000e-06	1.1945999745e-13	3.5571545709e-13
17349078478125344007	10	A	否	1.0000000000e-06	9.0039087297e-14	2.6478819137e-13
4941858139042313758	100	A	否	1.0000000000e-06	1.3965495427e-12	3.6135539005e-12
U 未添加副本:	0.2966160000
U 添加副本:	0.4610160000
