MessageCode	÷‹∆⁄	∞≤»´µ»º∂	“Ï‘¥±∏∑›	π ’œ∏≈¬ …œœﬁ	π ’œ∏≈¬ (‘≠±æ)	π ’œ∏≈¬ (÷ÿ¥Ú∞¸)
9013337024744872012	20	A	∑Ò	1.0000000000e-06	8.8817841970e-15	8.8817841970e-15
15267724176746527488	1	A	∑Ò	1.0000000000e-06	9.2026707099e-07	9.2026707099e-07
13974128906749070213	10	A	∑Ò	1.0000000000e-06	4.2521541843e-14	4.2521541843e-14
5348955138761578516	10	C	∑Ò	1.0000000000e-07	8.8817841970e-15	8.8817841970e-15
9777359640510132666	10	D	∑Ò	1.0000000000e-08	7.7715611724e-16	7.7715611724e-16
16104082958527153494	2	D	∑Ò	1.0000000000e-08	9.1210028419e-10	9.1210028419e-10
1967261325803672694	10	A	∑Ò	1.0000000000e-06	7.7715611724e-16	7.7715611724e-16
2998298315839945290	20	A	∑Ò	1.0000000000e-06	8.8817841970e-15	8.8817841970e-15
6912315286297931556	10	B	∑Ò	1.0000000000e-07	4.2188474936e-15	4.2188474936e-15
8703098804134500267	100	A	∑Ò	1.0000000000e-06	5.9541260811e-13	5.9541260811e-13
10313569732827770094	20	A	∑Ò	1.0000000000e-06	1.0880185641e-14	1.0880185641e-14
6068274485027291880	5	A	∑Ò	1.0000000000e-06	7.7715611724e-16	7.7715611724e-16
2726353073957260297	10	A	∑Ò	1.0000000000e-06	9.6589403142e-15	9.6589403142e-15
12557623019713406337	5	A	∑Ò	1.0000000000e-06	4.2188474936e-15	4.2188474936e-15
1685313758878136772	10	A	∑Ò	1.0000000000e-06	5.8397731095e-14	5.8397731095e-14
3389810692559393273	10	B	∑Ò	1.0000000000e-07	9.6589403142e-15	9.6589403142e-15
3616602073250520540	5	A	∑Ò	1.0000000000e-06	4.5519144010e-15	4.5519144010e-15
9334798274312858240	10	A	∑Ò	1.0000000000e-06	1.3322676296e-15	1.3322676296e-15
11522141668515532732	10	D	∑Ò	1.0000000000e-08	1.7763568394e-15	1.7763568394e-15
12967341192058398804	5	B	∑Ò	1.0000000000e-07	4.5519144010e-15	4.5519144010e-15
14628102515640039182	10	A	∑Ò	1.0000000000e-06	4.5519144010e-15	4.5519144010e-15
9502625529661631170	100	A	∑Ò	1.0000000000e-06	1.3389289677e-13	1.3389289677e-13
15010019032716212403	10	A	∑Ò	1.0000000000e-06	3.6415315208e-14	3.6415315208e-14
7586512533584221318	20	A	∑Ò	1.0000000000e-06	6.3948846218e-14	6.3948846218e-14
3425443021948071500	20	A	∑Ò	1.0000000000e-06	6.7057470687e-14	6.7057470687e-14
98166069990074257	10	D	∑Ò	1.0000000000e-08	1.3322676296e-15	1.3322676296e-15
1465720482947313789	10	B	∑Ò	1.0000000000e-07	5.2180482157e-15	5.2180482157e-15
10974670532316127301	20	C	∑Ò	1.0000000000e-07	5.2180482157e-15	5.2180482157e-15
1543934674904140382	20	A	∑Ò	1.0000000000e-06	3.9523939677e-14	3.9523939677e-14
10970574732804606933	10	B	∑Ò	1.0000000000e-07	1.0325074129e-14	1.0325074129e-14
17459404785574815100	10	B	∑Ò	1.0000000000e-07	5.5511151231e-15	5.5511151231e-15
17480545325046786426	10	A	∑Ò	1.0000000000e-06	3.9523939677e-14	3.9523939677e-14
18329575154033230893	10	A	∑Ò	1.0000000000e-06	5.5511151231e-15	5.5511151231e-15
8627013589443532379	20	A	∑Ò	1.0000000000e-06	4.2521541843e-14	4.2521541843e-14
609892918534335392	10	A	∑Ò	1.0000000000e-06	4.6962433942e-14	4.6962433942e-14
3056818130023178796	10	A	∑Ò	1.0000000000e-06	4.6962433942e-14	4.6962433942e-14
6068468437319393748	10	A	∑Ò	1.0000000000e-06	4.5741188615e-14	4.5741188615e-14
17278013794116416206	10	A	∑Ò	1.0000000000e-06	4.6962433942e-14	4.6962433942e-14
17962315763178521202	10	A	∑Ò	1.0000000000e-06	1.0769163339e-14	1.0769163339e-14
2156486293979022906	20	D	∑Ò	1.0000000000e-08	1.1102230246e-15	1.1102230246e-15
12209182135751479604	20	A	∑Ò	1.0000000000e-06	6.8167693712e-14	6.8167693712e-14
4617200374551148235	20	A	∑Ò	1.0000000000e-06	1.3322676296e-15	1.3322676296e-15
11505643715330252727	10	A	∑Ò	1.0000000000e-06	1.1102230246e-15	1.1102230246e-15
16631915222096047194	20	A	∑Ò	1.0000000000e-06	1.3544720900e-14	1.3544720900e-14
14454611792353776628	20	A	∑Ò	1.0000000000e-06	1.1102230246e-15	1.1102230246e-15
15984999749012793124	10	B	∑Ò	1.0000000000e-07	1.0880185641e-14	1.0880185641e-14
13780647996691706822	20	A	∑Ò	1.0000000000e-06	1.3322676296e-15	1.3322676296e-15
14938182690512389163	20	C	∑Ò	1.0000000000e-07	1.1102230246e-15	1.1102230246e-15
13941353817747409440	20	A	∑Ò	1.0000000000e-06	1.3322676296e-15	1.3322676296e-15
17826388624036878335	10	A	∑Ò	1.0000000000e-06	1.0325074129e-14	1.0325074129e-14
764336192922870325	20	A	∑Ò	1.0000000000e-06	4.5741188615e-14	4.5741188615e-14
17579845690194497229	100	A	∑Ò	1.0000000000e-06	1.0835776720e-13	1.0835776720e-13
293630937314296087	20	B	∑Ò	1.0000000000e-07	1.0769163339e-14	1.0769163339e-14
13778372571097049665	10	A	∑Ò	1.0000000000e-06	4.5741188615e-14	4.5741188615e-14
1815430223537404323	100	C	∑Ò	1.0000000000e-07	1.3389289677e-13	1.3389289677e-13
4708696110007831646	10	A	∑Ò	1.0000000000e-06	4.7406523151e-14	4.7406523151e-14
7207473788410117064	10	C	∑Ò	1.0000000000e-07	1.0769163339e-14	1.0769163339e-14
14113551653520442056	10	A	∑Ò	1.0000000000e-06	4.7406523151e-14	4.7406523151e-14
2406249466578857824	10	A	∑Ò	1.0000000000e-06	9.6589403142e-15	9.6589403142e-15
8396462912261694632	20	A	∑Ò	1.0000000000e-06	8.2378548427e-14	8.2378548427e-14
15321933502555463463	10	A	∑Ò	1.0000000000e-06	6.7057470687e-14	6.7057470687e-14
5549452885776090306	20	A	∑Ò	1.0000000000e-06	1.0769163339e-14	1.0769163339e-14
