MessageCode	÷‹∆⁄	∞≤»´µ»º∂	“Ï‘¥±∏∑›	π ’œ∏≈¬ …œœﬁ	π ’œ∏≈¬ (‘≠±æ)	π ’œ∏≈¬ (÷ÿ¥Ú∞¸)
17125457198381575733	20	B	∑Ò	1.0000000000e-07	6.2172489379e-15	6.2172489379e-15
17248567482049506742	20	A	∑Ò	1.0000000000e-06	5.6621374256e-14	5.6621374256e-14
12115991283082789429	10	A	∑Ò	1.0000000000e-06	6.9944050551e-15	6.9944050551e-15
1719593679788343106	2	B	∑Ò	1.0000000000e-07	7.2173378385e-10	7.2173378385e-10
9220476761270959330	10	A	∑Ò	1.0000000000e-06	1.5543122345e-14	1.5543122345e-14
8735275443626985845	100	A	∑Ò	1.0000000000e-06	3.5271785492e-13	3.5271785492e-13
13751684639935337950	20	A	∑Ò	1.0000000000e-06	4.0301095794e-14	4.0301095794e-14
10362889090018919139	100	C	∑Ò	1.0000000000e-07	7.4940054162e-14	7.4940054162e-14
2848165446081251125	10	A	∑Ò	1.0000000000e-06	4.1300296516e-14	4.1300296516e-14
2108810280193668419	10	A	 «	1.0000000000e-06	3.6949667808e-42	3.6949667808e-42
1251884557775001287	20	A	∑Ò	1.0000000000e-06	4.1300296516e-14	4.1300296516e-14
17555574577821963569	2	A	∑Ò	1.0000000000e-06	4.5729953158e-10	4.5729953158e-10
5042599480660326422	10	A	∑Ò	1.0000000000e-06	3.5416114486e-14	3.5416114486e-14
13114385650487478443	10	A	∑Ò	1.0000000000e-06	3.5527136788e-14	3.5527136788e-14
1820220938641812071	5	C	∑Ò	1.0000000000e-07	3.4416913763e-15	3.4416913763e-15
18130686041664383380	20	C	∑Ò	1.0000000000e-07	7.9936057773e-15	7.9936057773e-15
6136946631671504091	10	A	∑Ò	1.0000000000e-06	3.4416913763e-15	3.4416913763e-15
15113216334035736370	10	A	∑Ò	1.0000000000e-06	4.0301095794e-14	4.0301095794e-14
6553736192105059426	20	A	∑Ò	1.0000000000e-06	4.4408920985e-15	4.4408920985e-15
7733109686276881589	10	A	∑Ò	1.0000000000e-06	3.8968828164e-14	3.8968828164e-14
9471780144819087050	5	A	∑Ò	1.0000000000e-06	1.5543122345e-14	1.5543122345e-14
16931913437912394494	100	C	∑Ò	1.0000000000e-07	7.9047879353e-14	7.9047879353e-14
11364829560643277212	20	A	∑Ò	1.0000000000e-06	4.3409720263e-14	4.3409720263e-14
675347950947785152	5	B	∑Ò	1.0000000000e-07	3.2196467714e-15	3.2196467714e-15
8748040625119936216	5	A	∑Ò	1.0000000000e-06	2.8310687128e-14	2.8310687128e-14
10772293975209186826	10	A	∑Ò	1.0000000000e-06	3.2196467714e-15	3.2196467714e-15
14090144278114224347	10	B	∑Ò	1.0000000000e-07	4.6629367034e-15	4.6629367034e-15
4657466610871905489	5	B	∑Ò	1.0000000000e-07	3.6637359813e-15	3.6637359813e-15
9821813077568017747	20	A	∑Ò	1.0000000000e-06	7.9936057773e-15	7.9936057773e-15
6343679172603881355	10	A	∑Ò	1.0000000000e-06	6.9944050551e-15	6.9944050551e-15
340809416600542639	10	A	∑Ò	1.0000000000e-06	3.2307490017e-14	3.2307490017e-14
4119480516746914119	20	A	∑Ò	1.0000000000e-06	3.2307490017e-14	3.2307490017e-14
14384418721893157425	20	A	∑Ò	1.0000000000e-06	4.0301095794e-14	4.0301095794e-14
8124513606825581228	20	C	∑Ò	1.0000000000e-07	8.8817841970e-16	8.8817841970e-16
8933751619322706407	10	A	∑Ò	1.0000000000e-06	3.1752378504e-14	3.1752378504e-14
964211918335213264	20	A	∑Ò	1.0000000000e-06	3.6082248300e-14	3.6082248300e-14
6415628266082288708	10	B	∑Ò	1.0000000000e-07	4.4408920985e-15	4.4408920985e-15
6370669767818137582	100	A	∑Ò	1.0000000000e-06	3.7181369095e-13	3.7181369095e-13
8939919963784447112	20	A	∑Ò	1.0000000000e-06	8.8817841970e-16	8.8817841970e-16
1387315259127874076	20	A	∑Ò	1.0000000000e-06	6.2172489379e-15	6.2172489379e-15
16569698760158687532	10	A	 «	1.0000000000e-06	9.1631782394e-43	9.1631782394e-43
12463042547915483331	10	A	∑Ò	1.0000000000e-06	5.7731597281e-15	5.7731597281e-15
5170454513358448042	20	A	 «	1.0000000000e-06	5.6539876446e-41	5.6539876446e-41
16172166987772349288	20	D	∑Ò	1.0000000000e-08	9.9920072216e-16	9.9920072216e-16
6882492555619229015	20	A	∑Ò	1.0000000000e-06	3.5416114486e-14	3.5416114486e-14
5035914150758518062	10	A	∑Ò	1.0000000000e-06	6.2172489379e-15	6.2172489379e-15
248580869957408315	20	A	∑Ò	1.0000000000e-06	4.6629367034e-15	4.6629367034e-15
1982758310134507443	20	C	∑Ò	1.0000000000e-07	4.7739590059e-15	4.7739590059e-15
12653577764736796894	10	B	∑Ò	1.0000000000e-07	6.9944050551e-15	6.9944050551e-15
13453482738991882920	20	A	∑Ò	1.0000000000e-06	5.7731597281e-15	5.7731597281e-15
17585451755110961201	20	A	∑Ò	1.0000000000e-06	8.8817841970e-16	8.8817841970e-16
10661119735153965795	20	A	∑Ò	1.0000000000e-06	2.9753977060e-14	2.9753977060e-14
12355423970857248009	10	A	∑Ò	1.0000000000e-06	4.7739590059e-15	4.7739590059e-15
8383902297028249612	100	A	∑Ò	1.0000000000e-06	3.3228975127e-13	3.3228975127e-13
9181578267560109204	10	C	∑Ò	1.0000000000e-07	4.9960036108e-15	4.9960036108e-15
7719845519998983063	20	A	∑Ò	1.0000000000e-06	4.3409720263e-14	4.3409720263e-14
12817570119560884241	20	B	∑Ò	1.0000000000e-07	4.9960036108e-15	4.9960036108e-15
9539252043960708342	10	A	∑Ò	1.0000000000e-06	2.9753977060e-14	2.9753977060e-14
77460838862353572	100	A	∑Ò	1.0000000000e-06	4.4597658899e-13	4.4597658899e-13
7326276304395460513	20	B	∑Ò	1.0000000000e-07	5.7731597281e-15	5.7731597281e-15
10683584955110970777	20	A	∑Ò	1.0000000000e-06	9.9920072216e-16	9.9920072216e-16
1113257330016949719	10	A	∑Ò	1.0000000000e-06	4.2410519541e-14	4.2410519541e-14
8581469694286777355	10	B	∑Ò	1.0000000000e-07	5.7731597281e-15	5.7731597281e-15
13332603029688231519	10	A	∑Ò	1.0000000000e-06	3.5527136788e-14	3.5527136788e-14
5028583360742657825	20	C	∑Ò	1.0000000000e-07	9.9920072216e-16	9.9920072216e-16
5195223101069293312	10	A	∑Ò	1.0000000000e-06	8.8817841970e-16	8.8817841970e-16
9161114299109641539	10	D	∑Ò	1.0000000000e-08	8.8817841970e-16	8.8817841970e-16
15734604914532582467	10	A	∑Ò	1.0000000000e-06	4.0301095794e-14	4.0301095794e-14
10453991494504653408	20	A	∑Ò	1.0000000000e-06	4.0967229609e-14	4.0967229609e-14
11565547289470012106	20	A	∑Ò	1.0000000000e-06	7.9936057773e-15	7.9936057773e-15
17443554992520621606	20	A	∑Ò	1.0000000000e-06	7.9936057773e-15	7.9936057773e-15
8531957994936940215	20	A	∑Ò	1.0000000000e-06	4.1966430331e-14	4.1966430331e-14
4331713693245178653	20	D	∑Ò	1.0000000000e-08	1.2212453271e-15	1.2212453271e-15
8075276178539850900	100	A	∑Ò	1.0000000000e-06	3.3228975127e-13	3.3228975127e-13
16164082435687269400	20	A	∑Ò	1.0000000000e-06	4.6074255522e-14	4.6074255522e-14
17850553554454872342	20	A	∑Ò	1.0000000000e-06	4.6074255522e-14	4.6074255522e-14
10998008254101350351	50	A	 «	1.0000000000e-06	1.0457652744e-38	1.0457652744e-38
8428192557337585573	100	A	∑Ò	1.0000000000e-06	3.3684166567e-13	3.3684166567e-13
9133687224433649756	50	A	∑Ò	1.0000000000e-06	3.8002934133e-13	3.8002934133e-13
11524116895973191735	100	A	∑Ò	1.0000000000e-06	3.8002934133e-13	3.8002934133e-13
3493970866515050212	50	B	∑Ò	1.0000000000e-07	5.5511151231e-14	5.5511151231e-14
6443345711040180301	100	A	∑Ò	1.0000000000e-06	6.3948846218e-14	6.3948846218e-14
9172167094978739599	100	C	∑Ò	1.0000000000e-07	6.3948846218e-14	6.3948846218e-14
12405472847732700326	50	A	∑Ò	1.0000000000e-06	6.3948846218e-14	6.3948846218e-14
2069655368642001670	100	A	∑Ò	1.0000000000e-06	3.6504133050e-13	3.6504133050e-13
7290797078655403356	100	A	∑Ò	1.0000000000e-06	3.6504133050e-13	3.6504133050e-13
1944525646504983770	100	C	∑Ò	1.0000000000e-07	7.2719608113e-14	7.2719608113e-14
12543825400613818867	100	A	∑Ò	1.0000000000e-06	7.2719608113e-14	7.2719608113e-14
17066973286797944018	100	A	∑Ò	1.0000000000e-06	3.7181369095e-13	3.7181369095e-13
6177119691983447670	100	A	∑Ò	1.0000000000e-06	3.3228975127e-13	3.3228975127e-13
10000878052504344287	100	A	∑Ò	1.0000000000e-06	3.5837999235e-13	3.5837999235e-13
4842218897121084125	100	A	∑Ò	1.0000000000e-06	3.6082248300e-13	3.6082248300e-13
3535152801929272527	100	A	∑Ò	1.0000000000e-06	3.4883207434e-13	3.4883207434e-13
6987156389739786208	100	A	∑Ò	1.0000000000e-06	3.4883207434e-13	3.4883207434e-13
15064684722252402779	100	A	∑Ò	1.0000000000e-06	3.7381209239e-13	3.7381209239e-13
5857396564363087034	100	B	∑Ò	1.0000000000e-07	7.4384942650e-14	7.4384942650e-14
7023936687015199858	100	A	∑Ò	1.0000000000e-06	7.4384942650e-14	7.4384942650e-14
11398885109328890491	100	A	∑Ò	1.0000000000e-06	5.0137671792e-13	5.0137671792e-13
12646465024627484638	100	B	∑Ò	1.0000000000e-07	7.3829831138e-14	7.3829831138e-14
11421118136366961470	100	A	∑Ò	1.0000000000e-06	5.0137671792e-13	5.0137671792e-13
U Œ¥ÃÌº”∏±±æ:	0.1796920000
U ÃÌº”∏±±æ:	0.1796920000
