# Signal deterministic-WCRT CDF pooling summary.
# Pooling method: merge all signal threshold_wcrt_ms samples from all datasets under the same config.

config	scheme	sample_count	min_wcrt_ms	p50_wcrt_ms	p95_wcrt_ms	max_wcrt_ms
E5S50_5ecu_50signals	foundation	250	0.039600000000007185	0.5940000000001078	1.586000000000001	1.7484000000000013
E5S50_5ecu_50signals	baseline1	250	0.039600000000007185	0.520800000000122	1.586000000000001	1.754400000000001
E5S50_5ecu_50signals	baseline2	250	0.0812	0.5564000000000001	1.2515999999999998	1.3920000000000001
E5S80_5ecu_80signals	foundation	400	0.039600000000007185	0.7544000000001461	2.306800000000002	2.5820000000000025
E5S80_5ecu_80signals	baseline1	400	0.039600000000007185	0.6356000000001245	2.3544000000000023	2.562400000000003
E5S80_5ecu_80signals	baseline2	400	0.0812	0.7092000000000002	1.5544000000000002	1.8100000000000005
E5S120_5ecu_120signals	foundation	600	0.03960000000000008	0.881200000000149	2.875200000000575	3.912800000000005
E5S120_5ecu_120signals	baseline1	600	0.039600000000007185	0.738800000000083	2.9644000000004667	3.883200000000005
E5S120_5ecu_120signals	baseline2	600	0.0872	0.8200000000000001	1.9212000000000007	2.4660000000000015
E5S150_5ecu_150signals	foundation	750	0.039600000000007185	1.1864000000002193	3.556800000000635	4.4104000000000045
E5S150_5ecu_150signals	baseline1	750	0.039600000000007185	0.8020000000001914	3.63080000000042	4.640800000000006
E5S150_5ecu_150signals	baseline2	750	0.0932	0.9607999999999998	2.3628000000000013	2.842800000000002
E5S200_5ecu_200signals	foundation	1000	0.039600000000007185	1.352800000000343	4.380400000000006	4.911200000000005
E5S200_5ecu_200signals	baseline1	1000	0.03960000000000008	0.8912000000002536	4.434800000001076	5.557200000000006
E5S200_5ecu_200signals	baseline2	1000	0.10120000000000001	1.0123999999999995	2.5392000000000015	2.9020000000000024
E5S250_5ecu_250signals	foundation	1250	0.039600000000007185	1.104000000000326	4.628000000000952	6.453600000000009
E5S250_5ecu_250signals	baseline1	1250	0.039600000000007185	0.9212000000002263	4.819600000001344	6.779600000000001
E5S250_5ecu_250signals	baseline2	1250	0.10120000000000001	1.3215999999999994	2.7620000000000013	3.5440000000000014
E8S50_8ecu_50signals	foundation	250	0.039600000000007185	0.952400000000182	2.2612000000000023	2.538400000000003
E8S50_8ecu_50signals	baseline1	250	0.039600000000007185	0.9108000000001653	2.2216000000004215	2.498800000000003
E8S50_8ecu_50signals	baseline2	250	0.0812	0.8355999999999999	1.7048000000000008	1.810000000000001
E8S80_8ecu_80signals	foundation	400	0.039600000000007185	1.3860000000002515	3.374000000000004	3.845200000000005
E8S80_8ecu_80signals	baseline1	400	0.039600000000007185	1.2276000000002227	3.3760000000000043	3.845200000000005
E8S80_8ecu_80signals	baseline2	400	0.0812	1.2691999999999997	2.578000000000003	2.978400000000003
E8S120_8ecu_120signals	foundation	600	0.039600000000007185	1.7048000000003185	4.568000000000836	5.017600000000007
E8S120_8ecu_120signals	baseline1	600	0.039600000000007185	1.4476000000003069	4.566000000000006	5.596000000000006
E8S120_8ecu_120signals	baseline2	600	0.0852	1.4619999999999995	3.192400000000003	3.6476000000000024
E8S150_8ecu_150signals	foundation	750	0.039600000000007185	1.9424000000003616	6.004800000001012	7.792400000000012
E8S150_8ecu_150signals	baseline1	750	0.039600000000007185	1.7268000000003099	6.5016000000010195	7.8308000000000115
E8S150_8ecu_150signals	baseline2	750	0.0932	1.6219999999999994	3.737600000000003	4.471600000000004
E8S200_8ecu_200signals	foundation	1000	0.03960000000000008	2.4316000000005147	7.300800000000011	8.678800000000013
E8S200_8ecu_200signals	baseline1	1000	0.039600000000007185	1.891200000000424	7.422000000001617	8.744400000000013
E8S200_8ecu_200signals	baseline2	1000	0.0932	1.7824	4.220000000000004	5.454000000000004
E8S250_8ecu_250signals	foundation	1250	0.03960000000000008	2.68720000000053	8.643600000001584	9.902400000000014
E8S250_8ecu_250signals	baseline1	1250	0.03960000000000008	1.9564000000004285	8.907600000000011	15.79560000000003
E8S250_8ecu_250signals	baseline2	1250	0.10120000000000001	1.9388000000000003	4.748800000000004	6.018400000000007
E12S50_12ecu_50signals	foundation	250	0.039600000000007185	0.9900000000001796	2.3404000000000025	2.5364000000000027
E12S50_12ecu_50signals	baseline1	250	0.069200000000194	0.9900000000001796	2.3404000000000025	2.4968000000000026
E12S50_12ecu_50signals	baseline2	250	0.0812	0.9127999999999998	1.8060000000000005	1.964400000000001
E12S80_12ecu_80signals	foundation	400	0.039600000000007185	1.6296000000003232	3.8076000000007184	4.560000000000007
E12S80_12ecu_80signals	baseline1	400	0.039600000000007185	1.6256000000003041	3.772000000000005	4.639200000000006
E12S80_12ecu_80signals	baseline2	400	0.0812	1.4399999999999995	2.9148000000000027	3.453600000000003
E12S120_12ecu_120signals	foundation	600	0.03960000000000008	2.613600000000474	5.811600000001135	6.781600000000011
E12S120_12ecu_120signals	baseline1	600	0.039600000000007185	2.4552000000004455	5.879200000000007	6.78560000000001
E12S120_12ecu_120signals	baseline2	600	0.0852	1.9168000000000007	3.9852000000000047	4.554800000000005
E12S150_12ecu_150signals	foundation	750	0.039600000000007185	2.782000000000494	7.3884000000012975	8.754000000000014
E12S150_12ecu_150signals	baseline1	750	0.039600000000007185	2.5088000000004342	7.429200000000012	8.738400000000013
E12S150_12ecu_150signals	baseline2	750	0.0932	2.277200000000001	4.708400000000006	5.8600000000000065
E12S200_12ecu_200signals	foundation	1000	0.039600000000007185	3.817600000000766	9.902800000001832	15.781600000000035
E12S200_12ecu_200signals	baseline1	1000	0.039600000000007185	3.474800000000023	13.918000000000028	15.878400000000031
E12S200_12ecu_200signals	baseline2	1000	0.0932	2.747200000000002	5.900400000000009	7.378400000000006
E12S250_12ecu_250signals	foundation	1250	0.039600000000007185	4.454400000002693	17.452400000004218	19.854400000000034
E12S250_12ecu_250signals	baseline1	1250	0.05639999999425527	3.8912000000040052	18.584800000004293	38.508800000000086
E12S250_12ecu_250signals	baseline2	1250	0.0952	2.829200000000002	6.7572000000000045	8.72160000000001
