[scheme_summary]
dataset	config	scheme	normal_bandwidth_utilization	fault_bandwidth_utilization	total_added_signal_copies	schedulable
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	algorithm2	0.523506	0.523506	62	1

[cluster_summary]
dataset	config	code	route_count	p_function_fault	p_threshold
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	627310569	3	5.21805e-15	1
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	904285308	3	4.88498e-15	1

[route_summary]
dataset	config	code	comm_id	level	type	src_ecu	dst_ecu	period_ms	deadline_ms	signal_instance_count	added_signal_copies	p_comm_fault	p_threshold	max_wcrt_ms
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	4140315631	0	2	0	0	2	5	5	2	1	1.56816e-15	1.38889e-13	0.4772
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	157189317	0	1	0	0	2	50	50	2	1	1.56816e-15	1.38889e-12	3.3292
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	216000811	0	1	0	1	2	5	5	2	1	1.56816e-15	1.38889e-13	0.398
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	277774490	0	1	0	3	1	1000	1000	2	1	1.56816e-15	2.77778e-11	4.7272
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	596748705	0	1	0	1	4	10	10	2	1	1.56816e-15	2.77778e-13	2.646
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	866443803	0	1	0	2	1	20	20	2	1	1.64736e-15	5.55556e-13	2.7648
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	922020646	0	1	0	3	2	20	20	2	1	1.56816e-15	5.55556e-13	2.02
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	926964416	0	1	0	3	2	20	20	2	1	1.56816e-15	5.55556e-13	2.9708
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	955672303	0	1	0	0	2	10	10	2	1	1.56816e-15	2.77778e-13	0.4772
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	962605062	0	1	0	3	0	10	10	2	1	1.72656e-15	2.77778e-13	1.5744
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1018788787	0	1	0	3	4	100	100	2	1	1.72656e-15	2.77778e-12	4.45
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1040233980	0	1	0	4	1	10	10	2	1	1.56816e-15	2.77778e-13	1.7804
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1456204505	0	1	0	2	3	1000	1000	2	1	1.56816e-15	2.77778e-11	4.6084
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1534885091	0	1	0	1	4	10	10	2	1	1.56816e-15	2.77778e-13	2.646
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1567166222	0	1	0	2	0	20	20	2	1	1.64736e-15	5.55556e-13	2.8044
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2057991592	0	1	0	2	0	10	10	2	1	1.64736e-15	2.77778e-13	1.616
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2118130205	0	1	0	0	2	100	100	2	1	1.56816e-15	2.77778e-12	3.3292
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2474918491	0	1	0	0	3	10	10	2	1	1.73056e-15	2.77778e-13	1.7408
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2607491937	0	1	0	4	1	100	100	2	1	1.56816e-15	2.77778e-12	3.5728
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2863991460	0	1	0	0	3	10	10	2	1	1.73056e-15	2.77778e-13	1.7408
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	3172778085	0	1	0	0	2	2	2	2	1	1.56816e-15	5.55556e-14	0.2992
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	3370370065	0	1	0	1	0	20	20	2	1	1.64736e-15	5.55556e-13	1.4932
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	3461435426	0	1	0	2	4	20	20	2	1	2.56256e-15	5.55556e-13	2.5232
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	3496591172	0	1	0	4	1	10	10	2	1	1.64736e-15	2.77778e-13	1.822
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	4114386274	0	1	0	4	1	10	10	2	1	1.64736e-15	2.77778e-13	1.822
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	4205950855	0	1	0	2	1	20	20	2	1	1.64736e-15	5.55556e-13	2.7648
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	15154635	0	0	0	0	1	5	5	1	0	4.16e-08	1	0.6376
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	62808135	0	0	0	0	4	20	20	1	0	4.16e-08	1	2.5648
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	89125888	0	0	0	1	4	1000	1000	1	0	3.96e-08	1	5.6816
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	106606146	0	0	0	4	1	20	20	1	0	3.96e-08	1	1.7804
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	109305538	0	0	0	3	4	50	50	1	0	3.96e-08	1	3.448
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	131191557	0	0	0	3	4	100	100	1	0	4.36e-08	1	4.45
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	150008389	0	0	0	1	4	20	20	1	0	3.96e-08	1	1.9408
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	228523049	0	0	0	3	4	20	20	1	0	4.16e-08	1	2.3804
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	250529172	0	0	0	2	1	2	2	1	0	3.96e-08	1	0.1804
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	277860819	0	0	0	2	0	20	20	1	0	4.16e-08	1	1.616
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	293948492	0	0	0	0	1	10	10	1	0	4.16e-08	1	0.6376
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	294000755	0	0	0	4	1	1000	1000	1	0	3.96e-08	1	4.8856
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	318280796	0	0	0	3	1	20	20	1	0	4.16e-08	1	1.412
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	319419472	0	0	0	3	0	10	10	1	0	4.36e-08	1	0.8436
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	387229271	0	0	0	4	3	100	100	1	0	3.96e-08	1	3.3688
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	396952203	0	0	0	0	4	20	20	1	0	4.16e-08	1	2.6064
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	400799953	0	0	0	0	4	10	10	1	0	4.16e-08	1	2.6064
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	406007865	0	0	0	3	0	10	10	1	0	4.36e-08	1	0.8436
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	408724641	0	0	0	1	0	20	20	1	0	3.96e-08	1	1.4516
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	464014652	0	0	0	4	3	20	20	1	0	4.16e-08	1	1.6576
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	476717859	0	0	0	4	1	10	10	1	0	4.16e-08	1	1.822
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	509286032	0	0	0	2	0	1	1	1	0	3.96e-08	1	0.2596
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	518397843	0	0	0	3	0	10	10	1	0	4.36e-08	1	0.8436
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	519322812	0	0	0	4	3	50	50	1	0	3.96e-08	1	3.3688
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	546621314	0	0	0	3	4	20	20	1	0	4.16e-08	1	2.3804
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	591080722	0	0	0	2	1	2	2	1	0	3.96e-08	1	0.3388
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	594084072	0	0	0	1	0	1	1	1	0	3.96e-08	1	0.22
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	627310569	0	0	1	2	4	10	10	1	0	4.16e-08	1	2.5232
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	627310569	1	0	2	3	4	10	10	1	0	4.16e-08	1	2.3804
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	627310569	2	0	2	0	4	10	10	1	0	4.16e-08	1	2.6064
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	684083983	0	0	0	3	0	100	100	1	0	3.96e-08	1	3.8104
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	726295545	0	0	0	0	2	20	20	1	0	4.16e-08	1	0.8852
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	748477874	0	0	0	1	0	100	100	1	0	3.96e-08	1	3.7708
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	766827143	0	0	0	0	2	50	50	1	0	3.96e-08	1	3.2896
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	767807202	0	0	0	1	4	20	20	1	0	3.96e-08	1	1.9408
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	801030254	0	0	0	0	2	100	100	1	0	3.96e-08	1	3.2896
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	827543720	0	0	0	0	2	20	20	1	0	4.16e-08	1	0.8852
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	836935876	0	0	0	2	1	1	1	1	0	3.96e-08	1	0.1804
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	854759611	0	0	0	1	2	100	100	1	0	4.16e-08	1	3.5332
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	866350570	0	0	0	3	2	100	100	1	0	3.96e-08	1	4.4064
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	880560806	0	0	0	3	0	100	100	1	0	3.96e-08	1	3.8104
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	901799424	0	0	0	2	4	10	10	1	0	4.16e-08	1	2.5232
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	904285308	0	0	1	2	1	5	5	1	0	3.96e-08	1	0.5168
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	904285308	1	0	2	0	1	5	5	1	0	4.16e-08	1	0.6376
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	904285308	2	0	2	4	1	5	5	1	0	3.96e-08	1	0.6772
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	971429946	0	0	0	3	4	100	100	1	0	4.36e-08	1	4.45
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1007784046	0	0	0	2	0	20	20	1	0	3.96e-08	1	2.8044
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1022957872	0	0	0	4	1	20	20	1	0	4.16e-08	1	1.822
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1026226728	0	0	0	1	3	100	100	1	0	3.96e-08	1	4.3668
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1138065792	0	0	0	0	2	20	20	1	0	4.16e-08	1	0.8852
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1171349047	0	0	0	1	4	50	50	1	0	4.36e-08	1	3.4916
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1236050172	0	0	0	3	1	10	10	1	0	4.16e-08	1	1.412
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1242157975	0	0	0	3	4	10	10	1	0	3.96e-08	1	2.42
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1249876648	0	0	0	3	1	10	10	1	0	3.96e-08	1	1.3704
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1299766368	0	0	0	3	0	10	10	1	0	3.96e-08	1	1.5744
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1304448576	0	0	0	2	1	100	100	1	0	3.96e-08	1	3.6916
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1351175526	0	0	0	4	3	10	10	1	0	4.16e-08	1	1.6576
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1354385865	0	0	0	1	4	100	100	1	0	4.36e-08	1	3.4916
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1365296168	0	0	0	0	1	5	5	1	0	4.16e-08	1	0.6376
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1367798863	0	0	0	2	0	20	20	1	0	4.16e-08	1	1.616
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1380230927	0	0	0	1	2	2	2	1	0	4.16e-08	1	0.1012
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1413873153	0	0	0	1	0	20	20	1	0	4.16e-08	1	1.4932
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1414910729	0	0	0	3	0	20	20	1	0	3.96e-08	1	1.5744
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1445037519	0	0	0	1	0	20	20	1	0	3.96e-08	1	1.4516
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1477991539	0	0	0	4	3	20	20	1	0	4.16e-08	1	1.6576
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1486372918	0	0	0	2	4	20	20	1	0	6.16e-08	1	2.4816
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1514081461	0	0	0	2	0	1	1	1	0	3.96e-08	1	0.2596
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1565277774	0	0	0	4	0	10	10	1	0	4.16e-08	1	0.9664
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1629779880	0	0	0	4	2	10	10	1	0	4.16e-08	1	1.2892
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1634876096	0	0	0	1	0	2	2	1	0	3.96e-08	1	0.22
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1654974104	0	0	0	0	2	20	20	1	0	4.16e-08	1	0.8852
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1699694346	0	0	0	1	0	2	2	1	0	3.96e-08	1	0.22
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1710567383	0	0	0	1	2	100	100	1	0	4.16e-08	1	3.5332
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1711454593	0	0	0	2	1	100	100	1	0	3.96e-08	1	3.7312
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1715855286	0	0	0	4	1	50	50	1	0	3.96e-08	1	3.4084
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1735809062	0	0	0	4	2	10	10	1	0	4.16e-08	1	1.008
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1752510742	0	0	0	2	0	1	1	1	0	3.96e-08	1	0.2596
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1765184460	0	0	0	2	1	1	1	1	0	3.96e-08	1	0.1804
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1782194709	0	0	0	2	4	10	10	1	0	6.16e-08	1	2.4816
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1803280226	0	0	0	2	1	10	10	1	0	4.16e-08	1	1.3308
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1804736884	0	0	0	0	3	10	10	1	0	4.16e-08	1	1.6992
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1805982643	0	0	0	3	1	20	20	1	0	3.96e-08	1	1.3704
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1824521868	0	0	0	0	2	20	20	1	0	4.16e-08	1	0.8852
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1831086541	0	0	0	1	2	100	100	1	0	4.16e-08	1	3.5332
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1851601388	0	0	0	1	3	100	100	1	0	3.96e-08	1	4.3668
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1879425117	0	0	0	0	2	1	1	1	0	3.96e-08	1	0.1408
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1886675991	0	0	0	4	0	10	10	1	0	4.16e-08	1	0.9664
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1896253552	0	0	0	1	2	100	100	1	0	4.16e-08	1	3.5332
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1900143684	0	0	0	0	1	100	100	1	0	3.96e-08	1	3.8896
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1905541369	0	0	0	4	0	10	10	1	0	3.96e-08	1	0.9248
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1929877645	0	0	0	3	4	10	10	1	0	3.96e-08	1	2.42
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1937986654	0	0	0	0	4	20	20	1	0	4.16e-08	1	2.5648
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	1942795092	0	0	0	0	1	20	20	1	0	4.16e-08	1	2.8856
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2010030964	0	0	0	0	3	10	10	1	0	4.16e-08	1	1.5348
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2013070410	0	0	0	1	2	10	10	1	0	3.96e-08	1	0.3584
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2014527141	0	0	0	4	3	10	10	1	0	4.16e-08	1	1.6576
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2018090049	0	0	0	2	4	10	10	1	0	4.16e-08	1	2.5232
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2019804409	0	0	0	0	4	100	100	1	0	3.96e-08	1	4.5292
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2022221121	0	0	0	4	0	100	100	1	0	3.96e-08	1	3.6124
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2057426479	0	0	0	1	3	20	20	1	0	3.96e-08	1	1.9012
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2079929923	0	0	0	4	1	10	10	1	0	4.16e-08	1	1.822
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2095306678	0	0	0	3	1	20	20	1	0	4.16e-08	1	1.412
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2106068404	0	0	0	2	3	10	10	1	0	4.16e-08	1	0.7584
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2114121105	0	0	0	3	4	10	10	1	0	4.16e-08	1	2.3804
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2158305652	0	0	0	2	0	10	10	1	0	4.16e-08	1	1.616
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2165055877	0	0	0	0	3	100	100	1	0	3.96e-08	1	3.9688
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2204460951	0	0	0	2	0	20	20	1	0	4.16e-08	1	1.616
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2222169003	0	0	0	3	2	100	100	1	0	3.96e-08	1	3.652
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2242481275	0	0	0	1	0	100	100	1	0	3.96e-08	1	3.7708
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2278180317	0	0	0	1	3	100	100	1	0	3.96e-08	1	4.3668
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2281144853	0	0	0	2	0	5	5	1	0	3.96e-08	1	0.5564
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2283689033	0	0	0	1	2	100	100	1	0	4.16e-08	1	3.5332
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2294663989	0	0	0	1	0	1000	1000	1	0	3.96e-08	1	4.7668
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2417797500	0	0	0	1	4	100	100	1	0	4.36e-08	1	3.4916
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2424392458	0	0	0	2	3	20	20	1	0	4.16e-08	1	0.8
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2430664854	0	0	0	3	4	10	10	1	0	3.96e-08	1	2.42
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2463219099	0	0	0	4	3	100	100	1	0	3.96e-08	1	3.3688
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2484803182	0	0	0	3	2	10	10	1	0	3.96e-08	1	1.9804
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2495894253	0	0	0	0	1	20	20	1	0	4.16e-08	1	2.8856
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2507541484	0	0	0	0	3	1000	1000	1	0	3.96e-08	1	4.846
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2513021432	0	0	0	2	3	100	100	1	0	3.96e-08	1	3.0104
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2528186269	0	0	0	0	3	20	20	1	0	4.16e-08	1	1.7408
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2542342536	0	0	0	4	0	100	100	1	0	3.96e-08	1	3.6124
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2617641263	0	0	0	4	1	20	20	1	0	4.16e-08	1	1.822
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2620701887	0	0	0	0	2	10	10	1	0	3.96e-08	1	0.4376
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2638409861	0	0	0	2	0	10	10	1	0	3.96e-08	1	0.596
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2657179305	0	0	0	1	2	100	100	1	0	4.16e-08	1	3.5332
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2691819380	0	0	0	0	4	1000	1000	1	0	3.96e-08	1	5.642
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2711836198	0	0	0	3	2	100	100	1	0	3.96e-08	1	3.652
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2715828202	0	0	0	4	2	10	10	1	0	4.16e-08	1	1.2892
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2742074374	0	0	0	0	2	100	100	1	0	3.96e-08	1	3.3292
E5S250_5ecu_250signals_001	E5S250_5ecu_250signals	2747385633	0	0	0	4	1	10	10	1	0	3.96e-08	1	0.6772
