[signal_frame_mapping]
dataset	scheme	code	comm_id	message_id	signal_instance_index	signal_instance_count	is_added_copy	frame_id	frame_priority	frame_period_ms	frame_deadline_ms	frame_offset_ms	frame_trans_time_ms	frame_payload_bytes	frame_message_count	signal_period_ms	signal_deadline_ms	level	type	src_ecu	dst_ecu
E5S150_5ecu_150signals_001	on_demand_tmr	32329530	0	94	1	1	0	93	36	10	10	0	0.0616	12	6	10	10	0	0	4	0
E5S150_5ecu_150signals_001	on_demand_tmr	83430519	0	70	1	1	0	24	20	10	10	0	0.0496	6	4	10	10	0	0	2	3
E5S150_5ecu_150signals_001	on_demand_tmr	85857536	0	6	1	1	0	32	22	10	10	0	0.0786	20	6	20	20	0	0	0	2
E5S150_5ecu_150signals_001	on_demand_tmr	114881579	0	57	1	1	0	1	12	10	10	0	0.0536	8	4	10	10	0	0	4	1
E5S150_5ecu_150signals_001	on_demand_tmr	116735156	0	86	1	1	0	16	42	20	20	0	0.0516	7	4	20	20	0	0	1	3
E5S150_5ecu_150signals_001	on_demand_tmr	122650962	0	7	1	1	0	34	7	5	5	0	0.0536	8	4	10	10	0	0	2	1
E5S150_5ecu_150signals_001	on_demand_tmr	324653719	0	42	1	1	0	82	41	10	20	0	0.0496	6	4	20	20	0	0	2	0
E5S150_5ecu_150signals_001	on_demand_tmr	343877281	0	14	1	1	0	12	16	10	10	0	0.0456	4	3	10	10	0	0	3	2
E5S150_5ecu_150signals_001	on_demand_tmr	362527203	0	45	1	1	0	49	26	10	10	0	0.0696	16	7	10	10	0	0	2	1
E5S150_5ecu_150signals_001	on_demand_tmr	372313646	0	149	1	2	0	36	23	10	10	0	0.0536	8	5	10	10	2	0	2	4
E5S150_5ecu_150signals_001	on_demand_tmr	372313646	0	149	2	2	1	51	27	10	10	0	0.0496	6	4	10	10	2	0	2	4
E5S150_5ecu_150signals_001	on_demand_tmr	395404940	0	28	1	1	0	63	1	1	1	0	0.0456	4	2	1	1	0	0	0	1
E5S150_5ecu_150signals_001	on_demand_tmr	436559395	0	99	1	1	0	100	4	1	1	0	0.0456	4	2	1	1	0	0	1	2
E5S150_5ecu_150signals_001	on_demand_tmr	436920984	0	120	1	1	0	78	46	50	50	0	0.0396	1	1	50	50	0	0	2	0
E5S150_5ecu_150signals_001	on_demand_tmr	444101272	0	35	1	1	0	108	40	10	10	0	0.0436	3	2	10	10	0	0	1	0
E5S150_5ecu_150signals_001	on_demand_tmr	479288383	0	105	1	1	0	38	45	50	50	0	0.0436	3	2	50	50	0	0	2	4
E5S150_5ecu_150signals_001	on_demand_tmr	542117681	0	58	1	1	0	39	53	100	100	0	0.0516	7	4	100	100	0	0	0	2
E5S150_5ecu_150signals_001	on_demand_tmr	543424736	0	13	1	1	0	89	34	10	10	0	0.0476	5	3	20	20	0	0	0	4
E5S150_5ecu_150signals_001	on_demand_tmr	556762204	0	123	1	1	0	92	48	50	50	0	0.0456	4	2	50	50	0	0	0	4
E5S150_5ecu_150signals_001	on_demand_tmr	585939624	0	72	1	1	0	63	1	1	1	0	0.0456	4	2	2	2	0	0	0	1
E5S150_5ecu_150signals_001	on_demand_tmr	615824992	0	46	1	1	0	97	63	100	100	0	0.0396	1	1	100	100	0	0	3	4
E5S150_5ecu_150signals_001	on_demand_tmr	660371982	0	109	1	1	0	50	56	100	100	0	0.0436	3	2	100	100	0	0	2	1
E5S150_5ecu_150signals_001	on_demand_tmr	692035937	0	22	1	1	0	101	39	10	10	0	0.0476	5	3	20	20	0	0	1	2
E5S150_5ecu_150signals_001	on_demand_tmr	733030440	0	34	1	1	0	49	26	10	10	0	0.0696	16	7	10	10	0	0	2	1
E5S150_5ecu_150signals_001	on_demand_tmr	769681793	0	38	1	1	0	65	60	100	100	0	0.0436	3	2	100	100	0	0	1	3
E5S150_5ecu_150signals_001	on_demand_tmr	777377300	0	48	1	1	0	93	36	10	10	0	0.0616	12	6	10	10	0	0	4	0
E5S150_5ecu_150signals_001	on_demand_tmr	784443071	0	98	1	1	0	12	16	10	10	0	0.0456	4	3	10	10	0	0	3	2
E5S150_5ecu_150signals_001	on_demand_tmr	801181697	0	75	1	1	0	102	82	1000	1000	0	0.0396	1	1	1000	1000	0	0	1	2
E5S150_5ecu_150signals_001	on_demand_tmr	857044822	0	1	1	1	0	16	42	20	20	0	0.0516	7	4	20	20	0	0	1	3
E5S150_5ecu_150signals_001	on_demand_tmr	861215929	0	10	1	1	0	51	27	10	10	0	0.0496	6	4	10	10	0	0	2	4
E5S150_5ecu_150signals_001	on_demand_tmr	865458323	0	139	1	2	0	79	30	10	10	0	0.0536	8	3	10	10	1	0	1	4
E5S150_5ecu_150signals_001	on_demand_tmr	865458323	0	139	2	2	1	80	31	10	10	0	0.0616	12	4	10	10	1	0	1	4
E5S150_5ecu_150signals_001	on_demand_tmr	870152094	0	64	1	1	0	36	23	10	10	0	0.0536	8	5	10	10	0	0	2	4
E5S150_5ecu_150signals_001	on_demand_tmr	896227041	0	2	1	1	0	27	52	100	100	0	0.0476	5	3	100	100	0	0	2	3
E5S150_5ecu_150signals_001	on_demand_tmr	938005009	0	147	1	2	0	24	20	10	10	0	0.0496	6	4	20	20	2	0	2	3
E5S150_5ecu_150signals_001	on_demand_tmr	938005009	0	147	2	2	1	33	43	20	20	0	0.0456	4	2	20	20	2	0	2	3
E5S150_5ecu_150signals_001	on_demand_tmr	939080970	0	36	1	2	0	10	70	1000	1000	0	0.0416	2	1	1000	1000	3	1	0	3
E5S150_5ecu_150signals_001	on_demand_tmr	939080970	0	36	2	2	1	67	78	1000	1000	0	0.0416	2	1	1000	1000	3	1	0	3
E5S150_5ecu_150signals_001	on_demand_tmr	939080970	1	150	1	2	0	61	77	1000	1000	0	0.0416	2	1	1000	1000	3	2	4	3
E5S150_5ecu_150signals_001	on_demand_tmr	939080970	1	150	2	2	1	75	79	1000	1000	0	0.0416	2	1	1000	1000	3	2	4	3
E5S150_5ecu_150signals_001	on_demand_tmr	939080970	2	151	1	2	0	19	71	1000	1000	0	0.0416	2	1	1000	1000	3	2	1	3
E5S150_5ecu_150signals_001	on_demand_tmr	939080970	2	151	2	2	1	20	72	1000	1000	0	0.0416	2	1	1000	1000	3	2	1	3
E5S150_5ecu_150signals_001	on_demand_tmr	969621544	0	130	1	2	0	36	23	10	10	0	0.0536	8	5	10	10	1	0	2	4
E5S150_5ecu_150signals_001	on_demand_tmr	969621544	0	130	2	2	1	51	27	10	10	0	0.0496	6	4	10	10	1	0	2	4
E5S150_5ecu_150signals_001	on_demand_tmr	1034433489	0	116	1	1	0	48	44	20	20	0	0.0536	8	6	20	20	0	0	0	3
E5S150_5ecu_150signals_001	on_demand_tmr	1075523152	0	131	1	2	0	57	28	10	10	0	0.0456	4	2	10	10	1	0	4	3
E5S150_5ecu_150signals_001	on_demand_tmr	1075523152	0	131	2	2	1	68	29	10	10	0	0.0516	7	5	10	10	1	0	4	3
E5S150_5ecu_150signals_001	on_demand_tmr	1162321222	0	51	1	1	0	88	33	10	10	0	0.0496	6	3	20	20	0	0	0	4
E5S150_5ecu_150signals_001	on_demand_tmr	1163852926	0	50	1	1	0	32	22	10	10	0	0.0786	20	6	20	20	0	0	0	2
E5S150_5ecu_150signals_001	on_demand_tmr	1185640211	0	26	1	1	0	48	44	20	20	0	0.0536	8	6	20	20	0	0	0	3
E5S150_5ecu_150signals_001	on_demand_tmr	1245911012	0	32	1	1	0	49	26	10	10	0	0.0696	16	7	20	20	0	0	2	1
E5S150_5ecu_150signals_001	on_demand_tmr	1306510031	0	85	1	1	0	57	28	10	10	0	0.0456	4	2	20	20	0	0	4	3
E5S150_5ecu_150signals_001	on_demand_tmr	1370273612	0	47	1	1	0	27	52	100	100	0	0.0476	5	3	100	100	0	0	2	3
E5S150_5ecu_150signals_001	on_demand_tmr	1420592221	0	118	1	1	0	32	22	10	10	0	0.0786	20	6	10	10	0	0	0	2
E5S150_5ecu_150signals_001	on_demand_tmr	1489179606	0	110	1	1	0	49	26	10	10	0	0.0696	16	7	20	20	0	0	2	1
E5S150_5ecu_150signals_001	on_demand_tmr	1492082320	0	16	1	2	0	21	19	10	10	0	0.0616	12	5	10	10	3	1	0	1
E5S150_5ecu_150signals_001	on_demand_tmr	1492082320	0	16	2	2	1	91	35	10	10	0	0.0696	16	6	10	10	3	1	0	1
E5S150_5ecu_150signals_001	on_demand_tmr	1492082320	1	152	1	2	0	0	11	10	10	0	0.0516	7	3	10	10	3	2	4	1
E5S150_5ecu_150signals_001	on_demand_tmr	1492082320	1	152	2	2	1	1	12	10	10	0	0.0536	8	4	10	10	3	2	4	1
E5S150_5ecu_150signals_001	on_demand_tmr	1492082320	2	153	1	2	0	34	7	5	5	0	0.0536	8	4	10	10	3	2	2	1
E5S150_5ecu_150signals_001	on_demand_tmr	1492082320	2	153	2	2	1	49	26	10	10	0	0.0696	16	7	10	10	3	2	2	1
E5S150_5ecu_150signals_001	on_demand_tmr	1521961868	0	73	1	1	0	81	32	10	10	0	0.1666	64	1	10	10	0	0	1	4
