# algorithm2: 按需三模冗余 + 功能路内同源通信副本。
# 正常模式带宽只统计 comm_id=0/1 的功能路；故障模式带宽统计全量功能路与事件触发控制报文。
# 事件报文集合 F_evt={f_act,f_iso,f_hang}，统一取 1 byte 负载，MIT 取对应功能簇原始信号周期。

[scheme_summary]
scheme	normal_bandwidth_utilization	fault_bandwidth_utilization	total_added_signal_copies	schedulable
algorithm2	0.526606	0.562246	62	1

[cluster_summary]
code	route_count	p_function_fault	p_threshold
627310569	3	4.996e-15	1
904285308	3	4.88498e-15	1

[route_summary]
code	comm_id	level	type	src_ecu	dst_ecu	period_ms	deadline_ms	signal_instance_count	added_signal_copies	p_comm_fault	p_threshold	max_wcrt_ms
606666641	0	2	0	1	2	20	20	2	1	1.64736e-15	5.55556e-13	3.0084
643637346	0	2	0	4	0	10	10	2	1	1.64736e-15	2.77778e-13	1.4396
918728477	0	2	0	1	0	1000	1000	2	1	1.56816e-15	2.77778e-11	5.7568
1146288808	0	2	0	2	1	100	100	2	1	1.56816e-15	2.77778e-12	3.9292
1444972920	0	2	0	3	2	20	20	2	1	1.56816e-15	5.55556e-13	2.5648
1493603441	0	2	0	2	3	10	10	2	1	1.73056e-15	2.77778e-13	1.0396
1735361969	0	2	0	0	4	10	10	2	1	1.73056e-15	2.77778e-13	2.6896
1771568086	0	2	0	4	0	20	20	2	1	1.64736e-15	5.55556e-13	1.4396
2061692099	0	2	0	3	4	10	10	2	1	1.64736e-15	2.77778e-13	2.6064
2105150962	0	2	0	0	4	100	100	2	1	1.56816e-15	2.77778e-12	4.7232
2386479733	0	2	0	1	0	10	10	2	1	1.64736e-15	2.77778e-13	1.7784
2509435700	0	2	0	4	2	20	20	2	1	1.73056e-15	5.55556e-13	1.5228
2965207900	0	2	0	0	3	10	10	2	1	1.81376e-15	2.77778e-13	1.9468
2981702680	0	2	0	4	1	10	10	2	1	1.73056e-15	2.77778e-13	1.9884
3216041206	0	2	0	2	4	20	20	2	1	2.56256e-15	5.55556e-13	2.05
3274264934	0	2	0	0	1	100	100	2	1	1.56816e-15	2.77778e-12	4.7628
3350261578	0	2	0	3	2	20	20	2	1	1.56816e-15	5.55556e-13	2.5252
3669929619	0	2	0	4	2	10	10	2	1	1.73056e-15	2.77778e-13	1.5228
3719879691	0	2	0	0	3	20	20	2	1	1.81376e-15	5.55556e-13	1.9468
4102731467	0	2	0	3	1	10	10	2	1	1.96416e-15	2.77778e-13	1.6556
4140315631	0	2	0	0	2	5	5	2	1	1.56816e-15	1.38889e-13	0.5168
157189317	0	1	0	0	2	50	50	2	1	1.56816e-15	1.38889e-12	3.6044
216000811	0	1	0	1	2	5	5	2	1	1.64736e-15	1.38889e-13	0.398
277774490	0	1	0	3	1	1000	1000	2	1	1.56816e-15	2.77778e-11	4.9608
596748705	0	1	0	1	4	10	10	2	1	1.56816e-15	2.77778e-13	2.85
866443803	0	1	0	2	1	20	20	2	1	1.64736e-15	5.55556e-13	3.446
922020646	0	1	0	3	2	20	20	2	1	1.56816e-15	5.55556e-13	2.5648
926964416	0	1	0	3	2	20	20	2	1	1.56816e-15	5.55556e-13	2.5648
955672303	0	1	0	0	2	10	10	2	1	1.56816e-15	2.77778e-13	0.5168
962605062	0	1	0	3	0	10	10	2	1	1.72656e-15	2.77778e-13	2.4064
1018788787	0	1	0	3	4	100	100	2	1	1.72656e-15	2.77778e-12	4.3648
1040233980	0	1	0	4	1	10	10	2	1	1.73056e-15	2.77778e-13	1.9884
1456204505	0	1	0	2	3	1000	1000	2	1	1.56816e-15	2.77778e-11	4.842
1534885091	0	1	0	1	4	10	10	2	1	1.56816e-15	2.77778e-13	2.85
1567166222	0	1	0	2	0	20	20	2	1	1.64736e-15	5.55556e-13	1.82
2057991592	0	1	0	2	0	10	10	2	1	1.56816e-15	2.77778e-13	0.8356
2118130205	0	1	0	0	2	100	100	2	1	1.56816e-15	2.77778e-12	3.6044
2474918491	0	1	0	0	3	10	10	2	1	1.81376e-15	2.77778e-13	1.9468
2607491937	0	1	0	4	1	100	100	2	1	1.56816e-15	2.77778e-12	3.8104
2863991460	0	1	0	0	3	10	10	2	1	1.81376e-15	2.77778e-13	1.9468
3172778085	0	1	0	0	2	2	2	2	1	1.56816e-15	5.55556e-14	0.3668
3370370065	0	1	0	1	0	20	20	2	1	1.64736e-15	5.55556e-13	3.3252
3461435426	0	1	0	2	4	20	20	2	1	2.56256e-15	5.55556e-13	2.05
3496591172	0	1	0	4	1	10	10	2	1	1.64736e-15	2.77778e-13	2.7292
4114386274	0	1	0	4	1	10	10	2	1	1.73056e-15	2.77778e-13	1.9884
4205950855	0	1	0	2	1	20	20	2	1	1.64736e-15	5.55556e-13	3.446
15154635	0	0	0	0	1	5	5	1	0	3.96e-08	1	0.4376
62808135	0	0	0	0	4	20	20	1	0	4.16e-08	1	1.3188
89125888	0	0	0	1	4	1000	1000	1	0	3.96e-08	1	6.034
106606146	0	0	0	4	1	20	20	1	0	4.16e-08	1	1.9884
109305538	0	0	0	3	4	50	50	1	0	4.36e-08	1	3.6876
131191557	0	0	0	3	4	100	100	1	0	4.36e-08	1	3.6876
150008389	0	0	0	1	4	20	20	1	0	3.96e-08	1	2.8104
228523049	0	0	0	3	4	20	20	1	0	4.16e-08	1	2.6064
250529172	0	0	0	2	1	2	2	1	0	3.96e-08	1	0.3272
277860819	0	0	0	2	0	20	20	1	0	4.16e-08	1	1.82
293948492	0	0	0	0	1	10	10	1	0	4.16e-08	1	2.648
294000755	0	0	0	4	1	1000	1000	1	0	3.96e-08	1	5.0004
318280796	0	0	0	3	1	20	20	1	0	4.96e-08	1	1.616
319419472	0	0	0	3	0	10	10	1	0	3.96e-08	1	2.4064
387229271	0	0	0	4	3	100	100	1	0	3.96e-08	1	3.5648
396952203	0	0	0	0	4	20	20	1	0	4.16e-08	1	1.3188
400799953	0	0	0	0	4	10	10	1	0	4.16e-08	1	1.3188
406007865	0	0	0	3	0	10	10	1	0	4.36e-08	1	1.5664
408724641	0	0	0	1	0	20	20	1	0	4.16e-08	1	1.7388
464014652	0	0	0	4	3	20	20	1	0	4.16e-08	1	1.8616
476717859	0	0	0	4	1	10	10	1	0	4.16e-08	1	0.6772
509286032	0	0	0	2	0	1	1	1	0	3.96e-08	1	0.248
518397843	0	0	0	3	0	10	10	1	0	4.36e-08	1	1.5664
519322812	0	0	0	4	3	50	50	1	0	3.96e-08	1	3.5648
546621314	0	0	0	3	4	20	20	1	0	3.96e-08	1	0.9584
591080722	0	0	0	2	1	2	2	1	0	3.96e-08	1	0.1688
594084072	0	0	0	1	0	1	1	1	0	3.96e-08	1	0.2084
627310569	0	0	1	2	4	10	10	1	0	4.16e-08	1	1.9032
627310569	1	0	2	3	4	10	10	1	0	3.96e-08	1	0.9584
627310569	2	0	2	0	4	10	10	1	0	4.16e-08	1	2.6896
684083983	0	0	0	3	0	100	100	1	0	3.96e-08	1	4.4044
726295545	0	0	0	0	2	20	20	1	0	4.16e-08	1	2.7708
748477874	0	0	0	1	0	100	100	1	0	3.96e-08	1	3.9688
766827143	0	0	0	0	2	50	50	1	0	3.96e-08	1	3.5252
767807202	0	0	0	1	4	20	20	1	0	3.96e-08	1	2.8104
801030254	0	0	0	0	2	100	100	1	0	3.96e-08	1	3.5252
827543720	0	0	0	0	2	20	20	1	0	4.16e-08	1	2.7708
836935876	0	0	0	2	1	1	1	1	0	3.96e-08	1	0.1688
854759611	0	0	0	1	2	100	100	1	0	4.16e-08	1	4.644
866350570	0	0	0	3	2	100	100	1	0	3.96e-08	1	4.5628
880560806	0	0	0	3	0	100	100	1	0	3.96e-08	1	4.4044
901799424	0	0	0	2	4	10	10	1	0	4.16e-08	1	1.9032
904285308	0	0	1	2	1	5	5	1	0	3.96e-08	1	0.5564
904285308	1	0	2	0	1	5	5	1	0	3.96e-08	1	0.4376
904285308	2	0	2	4	1	5	5	1	0	4.16e-08	1	0.6772
971429946	0	0	0	3	4	100	100	1	0	4.36e-08	1	3.6876
1007784046	0	0	0	2	0	20	20	1	0	4.16e-08	1	1.82
1022957872	0	0	0	4	1	20	20	1	0	3.96e-08	1	2.7292
1026226728	0	0	0	1	3	100	100	1	0	3.96e-08	1	4.5232
1138065792	0	0	0	0	2	20	20	1	0	4.16e-08	1	2.7708
1171349047	0	0	0	1	4	50	50	1	0	4.36e-08	1	3.7312
1236050172	0	0	0	3	1	10	10	1	0	4.96e-08	1	1.616
1242157975	0	0	0	3	4	10	10	1	0	4.16e-08	1	2.6064
1249876648	0	0	0	3	1	10	10	1	0	3.96e-08	1	1.6556
1299766368	0	0	0	3	0	10	10	1	0	4.36e-08	1	1.5664
1304448576	0	0	0	2	1	100	100	1	0	3.96e-08	1	3.9292
1351175526	0	0	0	4	3	10	10	1	0	4.16e-08	1	1.8616
1354385865	0	0	0	1	4	100	100	1	0	4.36e-08	1	3.7312
1365296168	0	0	0	0	1	5	5	1	0	3.96e-08	1	0.4376
1367798863	0	0	0	2	0	20	20	1	0	3.96e-08	1	0.8356
1380230927	0	0	0	1	2	2	2	1	0	3.96e-08	1	0.2876
1413873153	0	0	0	1	0	20	20	1	0	4.16e-08	1	1.7388
1414910729	0	0	0	3	0	20	20	1	0	3.96e-08	1	2.4064
1445037519	0	0	0	1	0	20	20	1	0	3.96e-08	1	1.7784
1477991539	0	0	0	4	3	20	20	1	0	4.16e-08	1	1.8616
1486372918	0	0	0	2	4	20	20	1	0	6.16e-08	1	2.05
1514081461	0	0	0	2	0	1	1	1	0	3.96e-08	1	0.248
1565277774	0	0	0	4	0	10	10	1	0	3.96e-08	1	1.398
1629779880	0	0	0	4	2	10	10	1	0	4.16e-08	1	1.4812
1634876096	0	0	0	1	0	2	2	1	0	3.96e-08	1	0.2084
1654974104	0	0	0	0	2	20	20	1	0	3.96e-08	1	3.4044
1699694346	0	0	0	1	0	2	2	1	0	3.96e-08	1	0.2084
1710567383	0	0	0	1	2	100	100	1	0	4.16e-08	1	4.644
1711454593	0	0	0	2	1	100	100	1	0	3.96e-08	1	3.8896
1715855286	0	0	0	4	1	50	50	1	0	3.96e-08	1	3.644
1735809062	0	0	0	4	2	10	10	1	0	4.16e-08	1	1.5228
1752510742	0	0	0	2	0	1	1	1	0	3.96e-08	1	0.248
1765184460	0	0	0	2	1	1	1	1	0	3.96e-08	1	0.1688
1782194709	0	0	0	2	4	10	10	1	0	6.16e-08	1	2.05
1803280226	0	0	0	2	1	10	10	1	0	3.96e-08	1	0.5564
1804736884	0	0	0	0	3	10	10	1	0	3.96e-08	1	1.3584
1805982643	0	0	0	3	1	20	20	1	0	4.96e-08	1	1.616
1824521868	0	0	0	0	2	20	20	1	0	3.96e-08	1	3.4044
1831086541	0	0	0	1	2	100	100	1	0	4.16e-08	1	4.644
1851601388	0	0	0	1	3	100	100	1	0	3.96e-08	1	4.5232
1879425117	0	0	0	0	2	1	1	1	0	3.96e-08	1	0.1292
1886675991	0	0	0	4	0	10	10	1	0	4.16e-08	1	1.4396
1896253552	0	0	0	1	2	100	100	1	0	4.16e-08	1	4.644
1900143684	0	0	0	0	1	100	100	1	0	3.96e-08	1	3.7708
1905541369	0	0	0	4	0	10	10	1	0	4.16e-08	1	1.4396
1929877645	0	0	0	3	4	10	10	1	0	4.16e-08	1	2.6064
1937986654	0	0	0	0	4	20	20	1	0	4.16e-08	1	2.6896
1942795092	0	0	0	0	1	20	20	1	0	4.16e-08	1	2.648
2010030964	0	0	0	0	3	10	10	1	0	4.16e-08	1	1.6972
2013070410	0	0	0	1	2	10	10	1	0	4.16e-08	1	0.8772
2014527141	0	0	0	4	3	10	10	1	0	4.16e-08	1	1.8616
2018090049	0	0	0	2	4	10	10	1	0	4.16e-08	1	1.9032
2019804409	0	0	0	0	4	100	100	1	0	3.96e-08	1	4.6836
2022221121	0	0	0	4	0	100	100	1	0	3.96e-08	1	3.85
2057426479	0	0	0	1	3	20	20	1	0	3.96e-08	1	2.446
2079929923	0	0	0	4	1	10	10	1	0	3.96e-08	1	2.7292
2095306678	0	0	0	3	1	20	20	1	0	4.96e-08	1	1.616
2106068404	0	0	0	2	3	10	10	1	0	4.16e-08	1	0.9188
2114121105	0	0	0	3	4	10	10	1	0	4.16e-08	1	2.6064
2158305652	0	0	0	2	0	10	10	1	0	3.96e-08	1	0.596
2165055877	0	0	0	0	3	100	100	1	0	3.96e-08	1	4.4836
2204460951	0	0	0	2	0	20	20	1	0	4.16e-08	1	1.82
2222169003	0	0	0	3	2	100	100	1	0	3.96e-08	1	4.5628
2242481275	0	0	0	1	0	100	100	1	0	3.96e-08	1	3.9688
2278180317	0	0	0	1	3	100	100	1	0	3.96e-08	1	4.5232
2281144853	0	0	0	2	0	5	5	1	0	3.96e-08	1	0.6356
2283689033	0	0	0	1	2	100	100	1	0	4.16e-08	1	4.644
2294663989	0	0	0	1	0	1000	1000	1	0	3.96e-08	1	5.7568
2417797500	0	0	0	1	4	100	100	1	0	4.36e-08	1	3.7312
2424392458	0	0	0	2	3	20	20	1	0	4.16e-08	1	1.0396
2430664854	0	0	0	3	4	10	10	1	0	4.16e-08	1	2.6064
2463219099	0	0	0	4	3	100	100	1	0	3.96e-08	1	3.5648
2484803182	0	0	0	3	2	10	10	1	0	3.96e-08	1	2.5252
2495894253	0	0	0	0	1	20	20	1	0	4.16e-08	1	2.648
2507541484	0	0	0	0	3	1000	1000	1	0	3.96e-08	1	5.836
2513021432	0	0	0	2	3	100	100	1	0	3.96e-08	1	3.4856
2528186269	0	0	0	0	3	20	20	1	0	4.36e-08	1	1.9468
2542342536	0	0	0	4	0	100	100	1	0	3.96e-08	1	3.85
2617641263	0	0	0	4	1	20	20	1	0	4.16e-08	1	1.9884
2620701887	0	0	0	0	2	10	10	1	0	4.16e-08	1	2.7708
2638409861	0	0	0	2	0	10	10	1	0	3.96e-08	1	0.596
2657179305	0	0	0	1	2	100	100	1	0	4.16e-08	1	4.644
2691819380	0	0	0	0	4	1000	1000	1	0	3.96e-08	1	5.9944
2711836198	0	0	0	3	2	100	100	1	0	3.96e-08	1	4.6024
2715828202	0	0	0	4	2	10	10	1	0	4.16e-08	1	1.4812
2742074374	0	0	0	0	2	100	100	1	0	3.96e-08	1	3.6044
2747385633	0	0	0	4	1	10	10	1	0	4.16e-08	1	1.9884
2766424585	0	0	0	0	3	10	10	1	0	4.36e-08	1	1.9468
2808703438	0	0	0	4	1	100	100	1	0	3.96e-08	1	3.644
2845015553	0	0	0	2	3	20	20	1	0	4.16e-08	1	1.0396
2856075595	0	0	0	4	2	10	10	1	0	4.16e-08	1	1.5228
2891579887	0	0	0	1	0	20	20	1	0	4.16e-08	1	1.7388
2891698372	0	0	0	0	4	20	20	1	0	4.16e-08	1	2.6896
2995249302	0	0	0	1	2	100	100	1	0	4.16e-08	1	4.644
3004365994	0	0	0	4	2	10	10	1	0	4.16e-08	1	1.4812
3007097306	0	0	0	2	0	100	100	1	0	3.96e-08	1	4.444
3009411108	0	0	0	1	2	2	2	1	0	3.96e-08	1	0.0896
3010809874	0	0	0	2	1	20	20	1	0	4.16e-08	1	3.446
3074991811	0	0	0	2	4	10	10	1	0	4.16e-08	1	1.9032
3095652560	0	0	0	3	2	20	20	1	0	3.96e-08	1	2.5648
3100848962	0	0	0	0	1	10	10	1	0	4.16e-08	1	2.648
3121250325	0	0	0	0	4	20	20	1	0	4.16e-08	1	1.3188
3124271464	0	0	0	0	3	10	10	1	0	3.96e-08	1	1.3584
3139780527	0	0	0	0	1	10	10	1	0	3.96e-08	1	0.4376
3177648830	0	0	0	3	2	100	100	1	0	3.96e-08	1	4.5628
3183134398	0	0	0	2	1	20	20	1	0	3.96e-08	1	3.2856
3226231995	0	0	0	2	3	50	50	1	0	3.96e-08	1	3.4856
3240681659	0	0	0	3	2	20	20	1	0	3.96e-08	1	2.5252
3243172715	0	0	0	4	3	20	20	1	0	4.16e-08	1	1.8616
3257042480	0	0	0	2	1	20	20	1	0	4.16e-08	1	3.446
3274100636	0	0	0	1	0	1	1	1	0	3.96e-08	1	0.2084
3293105281	0	0	0	1	0	20	20	1	0	4.16e-08	1	1.7388
3311893079	0	0	0	2	3	20	20	1	0	4.16e-08	1	1.0396
3342701266	0	0	0	2	0	10	10	1	0	4.16e-08	1	1.82
3408605394	0	0	0	0	3	10	10	1	0	4.16e-08	1	1.6972
3437074414	0	0	0	4	3	1000	1000	1	0	3.96e-08	1	5.7964
3486614233	0	0	0	0	1	20	20	1	0	4.16e-08	1	2.648
3500992107	0	0	0	0	1	100	100	1	0	3.96e-08	1	4.7628
3512865393	0	0	0	0	1	20	20	1	0	4.16e-08	1	2.648
3545077392	0	0	0	1	4	20	20	1	0	3.96e-08	1	2.8104
3549932127	0	0	0	0	2	10	10	1	0	3.96e-08	1	0.4772
3561954930	0	0	0	4	1	20	20	1	0	4.16e-08	1	1.9884
3573364692	0	0	0	4	3	10	10	1	0	4.16e-08	1	1.8616
3574901676	0	0	0	0	2	5	5	1	0	3.96e-08	1	0.5168
3619916983	0	0	0	4	0	100	100	1	0	3.96e-08	1	3.85
3639717999	0	0	0	0	2	100	100	1	0	3.96e-08	1	4.0084
3677709098	0	0	0	2	3	10	10	1	0	4.16e-08	1	0.9188
3684816361	0	0	0	2	1	10	10	1	0	3.96e-08	1	0.5564
3695928441	0	0	0	4	0	20	20	1	0	4.16e-08	1	1.4396
3723123109	0	0	0	1	3	10	10	1	0	3.96e-08	1	2.4856
3741481964	0	0	0	2	1	20	20	1	0	3.96e-08	1	3.2856
3758163844	0	0	0	3	4	20	20	1	0	4.16e-08	1	2.6064
3770516376	0	0	0	0	2	20	20	1	0	3.96e-08	1	3.4044
3826656461	0	0	0	0	4	1000	1000	1	0	3.96e-08	1	5.9944
3854523446	0	0	0	4	1	100	100	1	0	3.96e-08	1	3.8104
3869546001	0	0	0	1	2	10	10	1	0	4.16e-08	1	0.8772
3886531722	0	0	0	1	0	1	1	1	0	3.96e-08	1	0.2084
3900962867	0	0	0	2	4	20	20	1	0	4.16e-08	1	1.9032
3958724721	0	0	0	2	4	1000	1000	1	0	3.96e-08	1	5.9548
3983631663	0	0	0	1	2	20	20	1	0	4.16e-08	1	0.8772
4005565282	0	0	0	0	4	20	20	1	0	4.16e-08	1	1.3188
4028215569	0	0	0	2	3	20	20	1	0	4.16e-08	1	0.9188
4050569195	0	0	0	0	3	10	10	1	0	4.36e-08	1	1.9468
4131653566	0	0	0	3	1	20	20	1	0	4.96e-08	1	1.616
4153046880	0	0	0	1	2	10	10	1	0	4.16e-08	1	0.3584
4164547044	0	0	0	0	4	100	100	1	0	3.96e-08	1	4.6836
4188047416	0	0	0	0	4	10	10	1	0	4.16e-08	1	2.6896
