# Signal deterministic-WCRT CDF pooling summary.
# Pooling method: merge all signal threshold_wcrt_ms samples from all datasets under the same config.

config	scheme	sample_count	min_wcrt_ms	p50_wcrt_ms	p95_wcrt_ms	max_wcrt_ms
E5S50_5ecu_50signals	foundation	250	0.069200000000194	0.7544000000001461	1.706800000000328	1.8256000000000014
E5S50_5ecu_50signals	baseline1	250	0.07120000000020354	0.7644000000001938	1.706800000000328	1.8692000000000013
E5S80_5ecu_80signals	foundation	400	0.069200000000194	0.9208000000001562	2.4612000000000025	2.7364000000000033
E5S80_5ecu_80signals	baseline1	400	0.07320000000038362	1.2336000000002514	2.5128000000000026	2.780000000000003
E5S120_5ecu_120signals	foundation	600	0.049600000000395994	1.3168000000002849	2.9664000000000033	3.5664000000000047
E5S120_5ecu_120signals	baseline1	600	0.07160000000050104	1.455600000000402	2.988400000000695	3.705200000000005
E5S150_5ecu_150signals	foundation	750	0.059600000000671116	1.5352000000003159	3.5744000000000047	4.010000000000005
E5S150_5ecu_150signals	baseline1	750	0.0736000000009085	1.8244000000004803	3.8540000000000045	4.746800000000007
E5S200_5ecu_200signals	foundation	1000	0.0772000000002322	1.7328000000003385	4.014000000000005	5.590400000000007
E5S200_5ecu_200signals	baseline1	1000	0.06440000000071677	2.3884000000006154	4.6288000000000045	6.507600000000009
E5S250_5ecu_250signals	foundation	1250	0.06560000000024502	1.9588000000005081	4.878000000001066	6.471600000000007
E5S250_5ecu_250signals	baseline1	1250	0.0656000000003587	2.7236000000006584	6.4960000000015725	7.583600000000003
E8S50_8ecu_50signals	foundation	250	0.069200000000194	0.9900000000001796	2.021600000000376	2.4968000000000026
E8S50_8ecu_50signals	baseline1	250	0.069200000000194	0.9940000000001987	2.021600000000376	2.4968000000000026
E8S80_8ecu_80signals	foundation	400	0.069200000000194	1.3860000000002515	3.288800000000606	3.686800000000005
E8S80_8ecu_80signals	baseline1	400	0.07120000000020354	1.4296000000002778	3.2988000000006537	3.690800000000005
E8S120_8ecu_120signals	foundation	600	0.069200000000194	1.918800000000374	4.564000000000006	5.716400000000009
E8S120_8ecu_120signals	baseline1	600	0.07120000000077198	2.0060000000003697	4.653200000000006	5.728400000000009
E8S150_8ecu_150signals	foundation	750	0.0732000000002131	2.463600000000497	5.746800000001258	6.813600000000011
E8S150_8ecu_150signals	baseline1	750	0.11680000000075097	2.5900000000005434	5.978800000000009	6.96440000000001
E8S200_8ecu_200signals	foundation	1000	0.0692000000000128	2.8672000000005937	7.54240000000001	8.736400000000014
E8S200_8ecu_200signals	baseline1	1000	0.07720000000068694	3.2516000000006784	7.63960000000001	9.435600000000013
E8S250_8ecu_250signals	foundation	1250	0.06760000000133459	3.3644000000006713	8.445600000001775	9.701600000000013
E8S250_8ecu_250signals	baseline1	1250	0.0732000000002131	3.67960000000096	8.797200000001908	14.823600000000036
E12S50_12ecu_50signals	foundation	250	0.069200000000194	1.190000000000225	2.3780000000004407	2.615600000000003
E12S50_12ecu_50signals	baseline1	250	0.069200000000194	1.2276000000002227	2.417600000000448	2.615600000000003
E12S80_12ecu_80signals	foundation	400	0.069200000000194	1.706800000000328	3.726400000000005	4.003600000000006
E12S80_12ecu_80signals	baseline1	400	0.069200000000194	1.7424000000003161	3.764000000000692	4.399600000000007
E12S120_12ecu_120signals	foundation	600	0.07080000000000908	2.6928000000004886	5.950000000001069	6.660800000000011
E12S120_12ecu_120signals	baseline1	600	0.0732000000002131	2.6612000000004628	5.968000000001155	6.66480000000001
E12S150_12ecu_150signals	foundation	750	0.06360000000108812	3.027600000000632	7.401600000000012	8.693600000000014
E12S150_12ecu_150signals	baseline1	750	0.069200000000194	3.3840000000006967	7.594800000001101	8.975200000000013
E12S200_12ecu_200signals	foundation	1000	0.07520000000045002	4.396000000000811	9.671200000001988	15.683200000000022
E12S200_12ecu_200signals	baseline1	1000	0.07720000000040272	4.435600000000761	9.751200000001916	15.818000000000023
E12S250_12ecu_250signals	foundation	1250	0.07680000000129894	4.786000000003014	16.94240000000003	18.039200000000033
E12S250_12ecu_250signals	baseline1	1250	0.07720000000313121	4.998000000003117	17.86120000000369	19.964400000000033
