base_bandwidth_utilization	0.578955199999999
expected_bandwidth_utilization	0.57895613191282302

rounded_expected_bandwidth_utilization	1.1579103999999987

bandwidth_utilization_p99	0.57895519999999934

[frame_summary]
frame_id	priority	period_ms	deadline_ms	trans_time_ms	expected_retry_count	expected_tx_count	rounded_expected_retry_count	rounded_expected_tx_count	retry_p99	tx_count_p99	expected_wcrt_ms	p_timeout	wcrt_p95_ms
1	10	10	10	0.039600000000000003	5.0120003087392282e-07	1.0000005012000308	1	2	0	1	0.50120003087392195	0	0.50120000000000009
2	109	100	100	0.039600000000000003	5.6752004630963627e-06	1.0000056752004631	1	2	0	1	5.6752004630963651	0	5.6752000000000073
3	72	20	20	0.039600000000000003	3.6100002953531853e-06	1.0000036100002954	1	2	0	1	3.6100002945760279	1.1102230246251565e-16	3.6100000000000021
4	110	100	100	0.039600000000000003	5.7148004663277252e-06	1.0000057148004664	1	2	0	1	5.7148004663277261	0	5.7148000000000074
5	11	10	10	0.039600000000000003	5.4080003331328169e-07	1.0000005408000334	1	2	0	1	0.5408000333132823	0	0.54080000000000017
6	0	1	1	0.039600000000000003	1.0120000603152044e-07	1.0000001012000059	1	2	0	1	0.10120000603152038	0	0.10120000000000001
7	111	100	100	0.039600000000000003	5.7544004695590826e-06	1.0000057544004695	1	2	0	1	5.7544004695590854	0	5.7544000000000075
8	6	5	5	0.039600000000000003	3.408000209932815e-07	1.0000003408000211	1	2	0	1	0.34080002099328133	0	0.34079999999999999
9	71	10	20	0.039600000000000003	3.5704002913446675e-06	1.0000035704002914	1	2	0	1	3.5704002913446655	0	3.570400000000002
10	73	20	20	0.039600000000000003	3.6496002985845419e-06	1.0000036496002986	1	2	0	1	3.649600297807388	1.1102230246251565e-16	3.6496000000000022
11	102	50	50	0.039600000000000003	5.0376022266148215e-06	1.0000050376022267	1	2	0	1	5.0376022266148155	0	5.0376000000000065
12	12	10	10	0.039600000000000003	5.8040003575264256e-07	1.0000005804000358	1	2	0	1	0.58040003575264232	0	0.58040000000000003
13	1	1	1	0.039600000000000003	1.4080000839168057e-07	1.0000001408000083	1	2	0	1	0.1408000083916805	0	0.14080000000000001
14	112	100	100	0.039600000000000003	5.7940004735675987e-06	1.0000057940004736	1	2	0	1	5.794000472790457	1.1102230246251565e-16	5.7940000000000076
15	113	100	100	0.039600000000000003	5.833600476798957e-06	1.0000058336004769	1	2	0	1	5.8336004760218172	1.1102230246251565e-16	5.8336000000000077
16	74	20	20	0.039600000000000003	3.6892003010387483e-06	1.000003689200301	1	2	0	1	3.6892003010387469	0	3.6892000000000023
17	13	10	10	0.041599999999999998	6.2200003831520273e-07	1.0000006220000384	1	2	0	1	0.62200003831520245	0	0.62200000000000011
18	114	100	100	0.039600000000000003	5.8732004792531719e-06	1.0000058732004793	1	2	0	1	5.8732004792531667	0	5.8732000000000077
19	14	10	10	0.039600000000000003	6.6160004075456234e-07	1.0000006616000408	1	2	0	1	0.66160004075456247	0	0.66159999999999997
20	15	10	10	0.039600000000000003	7.0120004319392269e-07	1.0000007012000431	1	2	0	1	0.70120004319392271	0	0.70120000000000005
21	115	100	100	0.0436	5.9168004835923937e-06	1.0000059168004836	1	2	0	1	5.9168004828152467	1.1102230246251565e-16	5.9168000000000074
23	116	100	100	0.039600000000000003	5.9564004860466551e-06	1.000005956400486	1	2	0	1	5.956400486046654	0	5.9564000000000075
25	16	10	10	0.039600000000000003	7.4080004563328314e-07	1.0000007408000455	1	2	0	1	0.74080004563328283	0	0.7407999999999999
27	117	100	100	0.041599999999999998	5.9980019273306113e-06	1.0000059980019274	1	2	0	1	5.9980019265534663	1.1102230246251565e-16	5.9980000000000073
29	103	50	50	0.039600000000000003	5.4376004437082088e-06	1.0000054376004437	1	2	0	1	5.4376004437082033	0	5.4376000000000069
30	75	20	20	0.039600000000000003	3.7288003042701066e-06	1.0000037288003043	1	2	0	1	3.7288003042701074	0	3.7288000000000023
32	17	10	10	0.039600000000000003	7.804000480726437e-07	1.0000007804000481	1	2	0	1	0.78040004807264307	0	0.78039999999999998
33	142	1000	1000	0.039600000000000003	7.4276006060922111e-06	1.0000074276006061	1	2	0	1	7.4276006060922164	0	7.4276000000000062
35	18	10	10	0.039600000000000003	8.2000005117813607e-07	1.0000008200000512	1	2	0	1	0.8200000505120042	1.1102230246251565e-16	0.82000000000000006
36	19	10	10	0.039600000000000003	8.596000529513625e-07	1.0000008596000529	1	2	0	1	0.8596000529513631	0	0.85959999999999992
37	20	10	10	0.039600000000000003	8.9920005539072316e-07	1.0000008992000553	1	2	0	1	0.89920005539072345	0	0.8992
39	21	10	10	0.039600000000000003	9.3880005783018325e-07	1.0000009388000579	1	2	0	1	0.93880005783018328	0	0.93879999999999986
40	118	100	100	0.039600000000000003	6.0376019400500786e-06	1.00000603760194	1	2	0	1	6.0376019392729292	1.1102230246251565e-16	6.0376000000000065
41	2	1	1	0.039600000000000003	1.804000107518408e-07	1.0000001804000107	1	2	0	1	0.18040001075184064	0	0.1804
42	22	10	10	0.039600000000000003	9.7840025594936045e-07	1.0000009784002559	1	2	0	1	0.97840025594936009	0	0.97839999999999994
43	119	100	100	0.039600000000000003	6.3168005162280772e-06	1.0000063168005162	1	2	0	1	6.3168005154509368	1.1102230246251565e-16	6.3168000000000042
44	23	10	10	0.039600000000000003	1.0180002663087142e-06	1.0000010180002663	1	2	0	1	1.0180002663087124	0	1.0179999999999998
45	24	10	10	0.039600000000000003	1.2576000774681644e-06	1.0000012576000774	1	2	0	1	1.2576000774681646	0	1.2575999999999998
46	120	100	100	0.039600000000000003	6.3564005194594405e-06	1.0000063564005195	1	2	0	1	6.3564005186822978	1.1102230246251565e-16	6.3564000000000043
47	5	2	2	0.039600000000000003	3.0120001855392136e-07	1.0000003012000185	1	2	0	1	0.3012000185539212	0	0.30120000000000002
48	76	20	20	0.039600000000000003	3.7684003075014674e-06	1.0000037684003076	1	2	0	1	3.7684003075014676	0	3.7684000000000024
51	25	10	10	0.039600000000000003	1.2972000799075249e-06	1.0000012972000798	1	2	0	1	1.2972000799075247	0	1.2971999999999997
52	26	10	10	0.039600000000000003	1.3368000823468849e-06	1.0000013368000824	1	2	0	1	1.3368000823468849	0	1.3367999999999998
53	143	1000	1000	0.039600000000000003	7.4672006093235846e-06	1.0000074672006094	1	2	0	1	7.4672006093235765	0	7.4672000000000072
54	121	100	100	0.039600000000000003	6.3960005219136427e-06	1.0000063960005219	1	2	0	1	6.3960005219136464	0	6.3960000000000043
55	27	10	10	0.039600000000000003	1.3764000847862462e-06	1.0000013764000848	1	2	0	1	1.3764000847862448	0	1.3763999999999996
56	28	10	10	0.039600000000000003	1.4160000872256054e-06	1.0000014160000872	1	2	0	1	1.4160000872256049	0	1.4159999999999995
58	77	20	20	0.039600000000000003	3.8080003107328282e-06	1.0000038080003106	1	2	0	1	3.8080003107328277	0	3.8080000000000025
59	104	50	50	0.039600000000000003	5.4772004469395645e-06	1.000005477200447	1	2	0	1	5.4772004469395634	0	5.477200000000007
60	122	100	100	0.039600000000000003	6.4356005259221673e-06	1.0000064356005258	1	2	0	1	6.435600525145019	1.1102230246251565e-16	6.4356000000000044
61	29	10	10	0.039600000000000003	1.4556000896649648e-06	1.0000014556000896	1	2	0	1	1.4556000896649652	0	1.4555999999999996
62	30	10	10	0.039600000000000003	1.4952000921043227e-06	1.0000014952000922	1	2	0	1	1.4952000921043251	0	1.4951999999999994
64	123	100	100	0.039600000000000003	6.4752005283763635e-06	1.0000064752005284	1	2	0	1	6.4752005283763676	0	6.4752000000000045
65	78	20	20	0.039600000000000003	3.847600313964192e-06	1.0000038476003139	1	2	0	1	3.8476003139641883	0	3.8476000000000026
66	31	10	10	0.039600000000000003	1.5348000945436846e-06	1.0000015348000946	1	2	0	1	1.5348000945436857	0	1.5347999999999995
68	32	10	10	0.039600000000000003	1.5744000969830445e-06	1.000001574400097	1	2	0	1	1.5744000969830456	0	1.5743999999999996
