base_bandwidth_utilization	0.57821559999999916
expected_bandwidth_utilization	0.57821653357158742

rounded_expected_bandwidth_utilization	1.1564311999999972

bandwidth_utilization_p99	0.57821559999999861

[frame_summary]
frame_id	priority	period_ms	deadline_ms	trans_time_ms	expected_retry_count	expected_tx_count	rounded_expected_retry_count	rounded_expected_tx_count	retry_p99	tx_count_p99	expected_wcrt_ms	p_timeout	wcrt_p95_ms
2	11	10	10	0.039600000000000003	5.4080003439488188e-07	1.0000005408000343	1	2	0	1	0.54080003439488245	0	0.54080000000000017
3	6	5	5	0.039600000000000003	3.4280002180208165e-07	1.0000003428000217	1	2	0	1	0.34280002180208141	0	0.34279999999999999
4	0	1	1	0.039600000000000003	1.0120000603152044e-07	1.0000001012000059	1	2	0	1	0.10120000603152038	0	0.10120000000000001
5	66	20	20	0.039600000000000003	3.382400276003866e-06	1.0000033824002761	1	2	0	1	3.3824002760038643	0	3.3824000000000018
6	12	10	10	0.039600000000000003	5.8040003691344288e-07	1.0000005804000369	1	2	0	1	0.58040003691344244	0	0.58040000000000003
7	67	20	20	0.039600000000000003	3.4220002792352213e-06	1.0000034220002791	1	2	0	1	3.4220002792352249	0	3.4220000000000019
8	109	100	100	0.039600000000000003	5.7308004676333252e-06	1.0000057308004677	1	2	0	1	5.7308004676333244	0	5.7308000000000057
9	103	50	50	0.039600000000000003	5.4892004479187626e-06	1.000005489200448	1	2	0	1	5.4892004479187628	0	5.4892000000000056
10	68	20	20	0.039600000000000003	3.4616002824665809e-06	1.0000034616002824	1	2	0	1	3.4616002824665859	0	3.461600000000002
11	13	10	10	0.039600000000000003	6.2000003943200293e-07	1.0000006200000395	1	2	0	1	0.62000003943200266	0	0.62000000000000011
12	152	1000	1000	0.039600000000000003	7.877200642787225e-06	1.0000078772006429	1	2	0	1	7.8772006427872308	0	7.8772000000000073
13	1	1	1	0.039600000000000003	1.4080000839168057e-07	1.0000001408000083	1	2	0	1	0.1408000083916805	0	0.14080000000000001
14	104	50	50	0.039600000000000003	5.5288004511501234e-06	1.0000055288004512	1	2	0	1	5.528800451150123	0	5.5288000000000057
