base_bandwidth_utilization	0.49972439999999996
expected_bandwidth_utilization	0.49972507688016959

rounded_expected_bandwidth_utilization	0.99944880000000047

bandwidth_utilization_p99	0.49972440000000024

[frame_summary]
frame_id	priority	period_ms	deadline_ms	trans_time_ms	expected_retry_count	expected_tx_count	rounded_expected_retry_count	rounded_expected_tx_count	retry_p99	tx_count_p99	expected_wcrt_ms	p_timeout	wcrt_p95_ms
0	0	1	1	0.039600000000000003	1.0120000603152044e-07	1.0000001012000059	1	2	0	1	0.10120000603152038	0	0.10120000000000001
1	127	1000	1000	0.039600000000000003	6.4752005291535272e-06	1.0000064752005291	1	2	0	1	6.4752005283764786	1.1102230246251565e-16	6.4752000000000063
2	9	10	10	0.039600000000000003	4.616000284345621e-07	1.0000004616000284	1	2	0	1	0.46160002843456188	0	0.46160000000000007
3	4	2	2	0.039600000000000003	2.6160001678069462e-07	1.0000002616000168	1	2	0	1	0.26160001611456124	1.1102230246251565e-16	0.2616
4	57	20	20	0.039600000000000003	2.7784001878198554e-06	1.0000027784001879	1	2	0	1	2.7784001878198543	0	2.7784000000000018
6	96	100	100	0.039600000000000003	4.7268003857069187e-06	1.0000047268003858	1	2	0	1	4.7268003857069179	0	4.7268000000000061
7	58	20	20	0.039600000000000003	2.8180001904968174e-06	1.0000028180001905	1	2	0	1	2.8180001904968148	0	2.8180000000000018
8	90	50	50	0.041599999999999998	4.4892003663187537e-06	1.0000044892003663	1	2	0	1	4.4892003663187543	0	4.4892000000000047
9	10	10	10	0.039600000000000003	5.0120003087392282e-07	1.0000005012000308	1	2	0	1	0.50120003087392195	0	0.50120000000000009
10	11	10	10	0.039600000000000003	5.4080003331328169e-07	1.0000005408000334	1	2	0	1	0.5408000333132823	0	0.54080000000000017
11	12	10	10	0.039600000000000003	5.8040003575264256e-07	1.0000005804000358	1	2	0	1	0.58040003575264232	0	0.58040000000000003
12	91	50	50	0.039600000000000003	4.5288003695501188e-06	1.0000045288003696	1	2	0	1	4.5288003695501153	0	4.5288000000000048
13	59	20	20	0.039600000000000003	2.8576001931737766e-06	1.0000028576001931	1	2	0	1	2.8576001931737749	0	2.8576000000000019
15	97	100	100	0.039600000000000003	4.7664003889382795e-06	1.000004766400389	1	2	0	1	4.766400388938278	0	4.7664000000000062
16	6	5	5	0.039600000000000003	3.408000209932815e-07	1.0000003408000211	1	2	0	1	0.34080002099328133	0	0.34079999999999999
17	13	10	10	0.039600000000000003	6.2000003819200259e-07	1.0000006200000382	1	2	0	1	0.62000003819200245	0	0.62000000000000011
18	60	20	20	0.039600000000000003	2.8972001958507327e-06	1.0000028972001958	1	2	0	1	2.8972001958507354	0	2.897200000000002
19	61	20	20	0.061600000000000002	2.9388002398068288e-06	1.0000029388002398	1	2	0	1	2.9388002398068331	0	2.9388000000000023
20	14	10	10	0.041599999999999998	6.6160004142069594e-07	1.0000006616000414	1	2	0	1	0.66160004075456347	1.1102230246251565e-16	0.66159999999999997
22	5	2	2	0.039600000000000003	3.0120001855392136e-07	1.0000003012000185	1	2	0	1	0.3012000185539212	0	0.30120000000000002
23	7	5	5	0.041599999999999998	3.8240002355584172e-07	1.0000003824000236	1	2	0	1	0.38240002355584146	0	0.38240000000000002
26	62	20	20	0.039600000000000003	2.9784007207721495e-06	1.0000029784007207	1	2	0	1	2.9784007207721501	0	2.9784000000000024
27	98	100	100	0.039600000000000003	4.8060003921696429e-06	1.0000048060003921	1	2	0	1	4.8060003921696381	0	4.8060000000000063
28	15	10	10	0.039600000000000003	7.0120004319392269e-07	1.0000007012000431	1	2	0	1	0.70120004319392271	0	0.70120000000000005
29	8	5	5	0.039600000000000003	4.2200002599520186e-07	1.000000422000026	1	2	0	1	0.42200002599520164	0	0.42200000000000004
30	63	20	20	0.039600000000000003	3.0180007303553321e-06	1.0000030180007304	1	2	0	1	3.018000730355332	0	3.0180000000000025
31	16	10	10	0.039600000000000003	7.4080004563328314e-07	1.0000007408000455	1	2	0	1	0.74080004563328306	0	0.74080000000000013
32	92	50	50	0.039600000000000003	4.5684003727814813e-06	1.0000045684003729	1	2	0	1	4.5684003727814755	0	4.5684000000000049
33	17	10	10	0.039600000000000003	7.804000480726437e-07	1.0000007804000481	1	2	0	1	0.78040004807264307	0	0.78039999999999998
34	64	20	20	0.039600000000000003	3.2180002633659781e-06	1.0000032180002634	1	2	0	1	3.2180002625888253	1.1102230246251565e-16	3.2180000000000017
35	99	100	100	0.039600000000000003	4.845600395401002e-06	1.0000048456003954	1	2	0	1	4.8456003954010001	0	4.8456000000000063
36	18	10	10	0.039600000000000003	8.2000005117813607e-07	1.0000008200000512	1	2	0	1	0.8200000505120042	1.1102230246251565e-16	0.82000000000000006
38	100	100	100	0.039600000000000003	4.8852003986358238e-06	1.0000048852003987	1	2	0	1	4.8852003986358268	0	4.8852000000000064
39	65	20	20	0.039600000000000003	3.2576002658201858e-06	1.0000032576002658	1	2	0	1	3.2576002658201837	0	3.2576000000000018
40	93	50	50	0.039600000000000003	4.6080003760128379e-06	1.0000046080003759	1	2	0	1	4.6080003760128356	0	4.608000000000005
41	66	20	20	0.039600000000000003	3.2972002698287023e-06	1.0000032972002699	1	2	0	1	3.2972002690515461	1.1102230246251565e-16	3.2972000000000019
42	128	1000	1000	0.039600000000000003	6.5148005316077311e-06	1.0000065148005317	1	2	0	1	6.5148005316077295	0	6.5148000000000064
43	67	20	20	0.039600000000000003	3.3368002722829015e-06	1.0000033368002723	1	2	0	1	3.336800272282904	0	3.336800000000002
44	19	10	10	0.039600000000000003	8.596000529513625e-07	1.0000008596000529	1	2	0	1	0.8596000529513631	0	0.85959999999999992
46	20	10	10	0.047600000000000003	9.0720006132672378e-07	1.0000009072000613	1	2	0	1	0.90720006132672404	0	0.9071999999999999
47	1	1	1	0.039600000000000003	1.4080000839168057e-07	1.0000001408000083	1	2	0	1	0.1408000083916805	0	0.14080000000000001
48	101	100	100	0.039600000000000003	4.9248004018672431e-06	1.0000049248004019	1	2	0	1	4.924800401867242	0	4.9248000000000065
49	21	10	10	0.039600000000000003	9.468000640037658e-07	1.0000009468000639	1	2	0	1	0.94680006400376648	0	0.94679999999999986
50	22	10	10	0.039600000000000003	9.8640022489913665e-07	1.0000009864002248	1	2	0	1	0.98640022489913703	0	0.98639999999999972
52	102	100	100	0.039600000000000003	4.9644018010810055e-06	1.000004964401801	1	2	0	1	4.9644018010810083	0	4.9644000000000057
53	129	1000	1000	0.039600000000000003	6.554400535616248e-06	1.0000065544005357	1	2	0	1	6.5544005348392007	1.1102230246251565e-16	6.5544000000000064
54	103	100	100	0.039600000000000003	5.0040018154478333e-06	1.0000050040018154	1	2	0	1	5.0040018154478343	0	5.0040000000000067
55	68	20	20	0.039600000000000003	3.3764002755142619e-06	1.0000033764002756	1	2	0	1	3.3764002755142646	0	3.3764000000000021
56	23	10	10	0.039600000000000003	1.0260002339279311e-06	1.0000010260002339	1	2	0	1	1.0260002339279313	0	1.0259999999999998
58	24	10	10	0.039600000000000003	1.226000082877605e-06	1.0000012260000828	1	2	0	1	1.2260000828776052	0	1.2259999999999998
59	104	100	100	0.039600000000000003	5.3248004345037253e-06	1.0000053248004346	1	2	0	1	5.3248004345037225	0	5.324800000000006
60	25	10	10	0.039600000000000003	1.2656000855545664e-06	1.0000012656000856	1	2	0	1	1.2656000855545657	0	1.2655999999999998
62	26	10	10	0.039600000000000003	1.3052000882315249e-06	1.0000013052000882	1	2	0	1	1.3052000882315256	0	1.3051999999999997
63	105	100	100	0.039600000000000003	5.3644004377350853e-06	1.0000053644004376	1	2	0	1	5.3644004377350827	0	5.3644000000000061
64	27	10	10	0.039600000000000003	1.3448000909084858e-06	1.0000013448000908	1	2	0	1	1.3448000909084854	0	1.3447999999999996
65	28	10	10	0.039600000000000003	1.3844000949177123e-06	1.000001384400095	1	2	0	1	1.3844000935854479	2.2204460492503131e-16	1.3843999999999994
67	29	10	10	0.039600000000000003	1.4240000962624065e-06	1.0000014240000963	1	2	0	1	1.424000096262406	0	1.4239999999999995
68	94	50	50	0.039600000000000003	4.6476003792441894e-06	1.0000046476003792	1	2	0	1	4.6476003792441958	0	4.6476000000000051
69	30	10	10	0.039600000000000003	1.4636000989393661e-06	1.0000014636000989	1	2	0	1	1.4636000989393663	0	1.4635999999999996
71	130	1000	1000	0.039600000000000003	6.5940005388476097e-06	1.0000065940005389	1	2	0	1	6.5940005380705617	1.1102230246251565e-16	6.5940000000000065
72	69	20	20	0.039600000000000003	3.4160002787456261e-06	1.0000034160002786	1	2	0	1	3.4160002787456252	0	3.4160000000000021
73	31	10	10	0.039600000000000003	1.5032001016163267e-06	1.0000015032001017	1	2	0	1	1.5032001016163266	0	1.5031999999999996
74	32	10	10	0.039600000000000003	1.5428001042932873e-06	1.0000015428001043	1	2	0	1	1.5428001042932866	0	1.5427999999999997
75	33	10	10	0.039600000000000003	1.58240010763638e-06	1.0000015824001076	1	2	0	1	1.582400106970248	1.1102230246251565e-16	1.5823999999999998
76	106	100	100	0.039600000000000003	5.4040004409664487e-06	1.0000054040004409	1	2	0	1	5.4040004409664428	0	5.4040000000000061
77	70	20	20	0.039600000000000003	3.4556002819769852e-06	1.0000034556002819	1	2	0	1	3.4556002819769862	0	3.4556000000000022
78	34	10	10	0.039600000000000003	1.622000109647207e-06	1.0000016220001096	1	2	0	1	1.6220001096472074	0	1.6219999999999999
79	35	10	10	0.039600000000000003	1.661600112324166e-06	1.0000016616001124	1	2	0	1	1.6616001123241675	0	1.6616
80	107	100	100	0.039600000000000003	5.4436004441977993e-06	1.0000054436004442	1	2	0	1	5.4436004441978021	0	5.4436000000000062
81	108	100	100	0.039600000000000003	5.4832004474291593e-06	1.0000054832004475	1	2	0	1	5.4832004474291631	0	5.4832000000000063
82	36	10	10	0.039600000000000003	1.7012001150011266e-06	1.000001701200115	1	2	0	1	1.7012001150011278	0	1.7012
84	37	10	10	0.039600000000000003	1.7408001176780897e-06	1.0000017408001176	1	2	0	1	1.7408001176780881	0	1.7408000000000001
85	109	100	100	0.039600000000000003	5.5228004506605201e-06	1.0000055228004507	1	2	0	1	5.5228004506605233	0	5.5228000000000064
86	71	20	20	0.039600000000000003	3.4952002852083461e-06	1.0000034952002852	1	2	0	1	3.4952002852083459	0	3.4952000000000023
87	131	1000	1000	0.039600000000000003	6.6336005413018161e-06	1.0000066336005413	1	2	0	1	6.6336005413018109	0	6.6336000000000066
88	72	20	20	0.039600000000000003	3.534800288439706e-06	1.0000035348002885	1	2	0	1	3.5348002884397061	0	3.5348000000000024
89	110	100	100	0.039600000000000003	5.5624004538918835e-06	1.0000055624004538	1	2	0	1	5.5624004538918834	0	5.5624000000000065
90	111	100	100	0.039600000000000003	5.6020004571232418e-06	1.0000056020004571	1	2	0	1	5.6020004571232453	0	5.6020000000000065
