base_bandwidth_utilization	0.53793159999999962
expected_bandwidth_utilization	0.53793241205515074

rounded_expected_bandwidth_utilization	1.0758631999999979

bandwidth_utilization_p99	0.53793159999999896

[frame_summary]
frame_id	priority	period_ms	deadline_ms	trans_time_ms	expected_retry_count	expected_tx_count	rounded_expected_retry_count	rounded_expected_tx_count	retry_p99	tx_count_p99	expected_wcrt_ms	p_timeout	wcrt_p95_ms
0	66	20	20	0.039600000000000003	3.2992002230259338e-06	1.000003299200223	1	2	0	1	3.2992002230259376	0	3.2992000000000021
1	67	20	20	0.039600000000000003	3.3388002264800541e-06	1.0000033388002265	1	2	0	1	3.338800225702899	1.1102230246251565e-16	3.3388000000000018
3	0	1	1	0.039600000000000003	9.3200005554720321e-08	1.0000000932000055	1	2	0	1	0.093200005554720342	0	0.093200000000000005
4	10	10	10	0.039600000000000003	4.9320003038112163e-07	1.0000004932000304	1	2	0	1	0.49320003038112187	0	0.49319999999999997
5	102	100	100	0.039600000000000003	4.9684003358679375e-06	1.0000049684003358	1	2	0	1	4.9684003358679369	0	4.9684000000000061
6	1	1	1	0.041599999999999998	1.3480000830368055e-07	1.0000001348000083	1	2	0	1	0.13480000830368055	0	0.1348
8	68	20	20	0.039600000000000003	3.3784002283798571e-06	1.0000033784002285	1	2	0	1	3.3784002283798578	0	3.3784000000000023
9	103	100	100	0.039600000000000003	5.0080019451033185e-06	1.0000050080019451	1	2	0	1	5.0080019451033149	0	5.0080000000000062
11	69	20	20	0.039600000000000003	3.4180002310568167e-06	1.0000034180002311	1	2	0	1	3.4180002310568178	0	3.4180000000000019
12	11	10	10	0.039600000000000003	5.3280003282048208e-07	1.0000005328000328	1	2	0	1	0.53280003282048216	0	0.53280000000000005
13	12	10	10	0.045600000000000002	5.7840003794304262e-07	1.0000005784000379	1	2	0	1	0.57840003794304262	0	0.57840000000000003
14	104	100	100	0.039600000000000003	5.3684003636810288e-06	1.0000053684003636	1	2	0	1	5.3684003629038815	1.1102230246251565e-16	5.3684000000000056
16	13	10	10	0.039600000000000003	6.1800004054080321e-07	1.0000006180000405	1	2	0	1	0.61800004054080271	0	0.6180000000000001
17	105	100	100	0.039600000000000003	5.4080003663579879e-06	1.0000054080003664	1	2	0	1	5.4080003655808415	1.1102230246251565e-16	5.4080000000000057
18	14	10	10	0.039600000000000003	6.5760004313856338e-07	1.0000006576000431	1	2	0	1	0.6576000431385628	0	0.65759999999999996
21	15	10	10	0.039600000000000003	6.9720004573632386e-07	1.0000006972000457	1	2	0	1	0.69720004573632322	0	0.69720000000000004
22	6	5	5	0.039600000000000003	3.3480002062368134e-07	1.0000003348000206	1	2	0	1	0.33480002062368125	0	0.33479999999999999
24	16	10	10	0.039600000000000003	7.3680004833408234e-07	1.0000007368000483	1	2	0	1	0.7368000483340833	0	0.73680000000000012
25	17	10	10	0.039600000000000003	7.7640005093184367e-07	1.0000007764000509	1	2	0	1	0.77640005093184328	0	0.77639999999999998
26	106	100	100	0.039600000000000003	5.4476003682577917e-06	1.0000054476003684	1	2	0	1	5.44760036825779	0	5.4476000000000058
27	18	10	10	0.041599999999999998	8.1800005366080378e-07	1.0000008180000537	1	2	0	1	0.81800005366080353	0	0.81800000000000006
28	96	50	50	0.039600000000000003	4.7308003198021068e-06	1.0000047308003197	1	2	0	1	4.7308003198021078	0	4.7308000000000057
29	19	10	10	0.039600000000000003	8.5760005625856395e-07	1.0000008576000563	1	2	0	1	0.85760005625856361	0	0.85759999999999992
30	20	10	10	0.039600000000000003	8.9720005885632306e-07	1.0000008972000589	1	2	0	1	0.89720005885632359	0	0.89719999999999978
31	21	10	10	0.039600000000000003	9.3680006145416518e-07	1.0000009368000615	1	2	0	1	0.93680006145416528	0	0.93679999999999986
32	70	20	20	0.039600000000000003	3.4576002337337809e-06	1.0000034576002337	1	2	0	1	3.4576002337337779	0	3.457600000000002
33	107	100	100	0.039600000000000003	5.4872003709347526e-06	1.000005487200371	1	2	0	1	5.487200370934751	0	5.4872000000000059
34	2	1	1	0.041599999999999998	1.7640001086624061e-07	1.0000001764000108	1	2	0	1	0.17640001086624066	0	0.1764
35	22	10	10	0.039600000000000003	9.7640022261913836e-07	1.0000009764002227	1	2	0	1	0.97640022261913684	0	0.97639999999999971
36	71	20	20	0.039600000000000003	3.4972002364107408e-06	1.0000034972002365	1	2	0	1	3.497200236410738	0	3.4972000000000021
37	108	100	100	0.039600000000000003	5.52680037361171e-06	1.0000055268003736	1	2	0	1	5.5268003736117128	0	5.5268000000000059
38	109	100	100	0.039600000000000003	5.5664003762886759e-06	1.0000055664003762	1	2	0	1	5.5664003762886711	0	5.566400000000006
41	23	10	10	0.039600000000000003	1.0160002316479308e-06	1.0000010160002317	1	2	0	1	1.0160002316479311	0	1.0159999999999998
42	24	10	10	0.039600000000000003	1.2180000799008041e-06	1.0000012180000799	1	2	0	1	1.2180000799008051	0	1.2179999999999997
43	7	5	5	0.039600000000000003	3.7440002306304201e-07	1.000000374400023	1	2	0	1	0.37440002306304143	0	0.37440000000000001
45	25	10	10	0.039600000000000003	1.2576000824985654e-06	1.0000012576000825	1	2	0	1	1.2576000824985654	0	1.2575999999999998
46	72	20	20	0.039600000000000003	3.5368002390877025e-06	1.0000035368002391	1	2	0	1	3.5368002390876985	0	3.5368000000000022
47	26	10	10	0.039600000000000003	1.2972000850963261e-06	1.0000012972000851	1	2	0	1	1.2972000850963255	0	1.2971999999999997
49	110	100	100	0.039600000000000003	5.6060003789656384e-06	1.000005606000379	1	2	0	1	5.6060003789656321	0	5.6060000000000061
50	27	10	10	0.039600000000000003	1.3368000876940868e-06	1.0000013368000877	1	2	0	1	1.3368000876940855	0	1.3367999999999998
51	141	1000	1000	0.039600000000000003	7.2396005328346137e-06	1.0000072396005328	1	2	0	1	7.2396005328346078	0	7.2396000000000083
54	28	10	10	0.047600000000000003	1.3844000935854464e-06	1.0000013844000937	1	2	0	1	1.3844000935854461	0	1.3843999999999994
55	111	100	100	0.039600000000000003	5.6456003816425992e-06	1.0000056456003816	1	2	0	1	5.6456003816425921	0	5.6456000000000062
56	29	10	10	0.039600000000000003	1.4240000962624055e-06	1.0000014240000963	1	2	0	1	1.424000096262406	0	1.4239999999999995
57	73	20	20	0.039600000000000003	3.5764002425418148e-06	1.0000035764002426	1	2	0	1	3.5764002417646608	1.1102230246251565e-16	3.5764000000000022
58	112	100	100	0.039600000000000003	5.6852003843195473e-06	1.0000056852003842	1	2	0	1	5.6852003843195513	0	5.6852000000000062
59	30	10	10	0.039600000000000003	1.4636000989393667e-06	1.0000014636000989	1	2	0	1	1.463600098939366	0	1.4635999999999996
61	3	1	1	0.039600000000000003	2.1600001330560091e-07	1.0000002160000132	1	2	0	1	0.21600001330560087	0	0.216
62	8	5	5	0.039600000000000003	4.1400002550240135e-07	1.0000004140000256	1	2	0	1	0.41400002550240167	0	0.41400000000000003
64	142	1000	1000	0.039600000000000003	7.2792005357491689e-06	1.0000072792005357	1	2	0	1	7.2792005357491671	0	7.2792000000000074
65	113	100	100	0.039600000000000003	5.7248003869965107e-06	1.0000057248003871	1	2	0	1	5.7248003869965123	0	5.7248000000000063
66	31	10	10	0.039600000000000003	1.5032001016163271e-06	1.0000015032001017	1	2	0	1	1.5032001016163266	0	1.5031999999999996
