[scheme_summary]
dataset	config	scheme	normal_bandwidth_utilization	fault_bandwidth_utilization	total_added_signal_copies	schedulable
E5S150_5ecu_150signals_001	E5S150_5ecu_150signals	on_demand_tmr	0.555219	0.715679	54	1
E5S150_5ecu_150signals_001	E5S150_5ecu_150signals	always_on_tmr	0.602343	0.602343	54	1
E5S150_5ecu_150signals_002	E5S150_5ecu_150signals	on_demand_tmr	0.476749	0.744981	54	1
E5S150_5ecu_150signals_002	E5S150_5ecu_150signals	always_on_tmr	0.571345	0.571345	54	1
E5S150_5ecu_150signals_003	E5S150_5ecu_150signals	on_demand_tmr	0.331134	0.63051	0	0
E5S150_5ecu_150signals_003	E5S150_5ecu_150signals	always_on_tmr	0.639186	0.639186	54	1
E5S150_5ecu_150signals_004	E5S150_5ecu_150signals	on_demand_tmr	0.31126	0.531436	0	0
E5S150_5ecu_150signals_004	E5S150_5ecu_150signals	always_on_tmr	0.541704	0.541704	54	1
E5S150_5ecu_150signals_005	E5S150_5ecu_150signals	on_demand_tmr	0.379188	0.451854	54	1
E5S150_5ecu_150signals_005	E5S150_5ecu_150signals	always_on_tmr	0.387872	0.387872	54	1
E5S150_5ecu_150signals_006	E5S150_5ecu_150signals	on_demand_tmr	0.352637	0.636569	0	0
E5S150_5ecu_150signals_006	E5S150_5ecu_150signals	always_on_tmr	0.699665	0.699665	54	1
E5S150_5ecu_150signals_007	E5S150_5ecu_150signals	on_demand_tmr	0.326773	0.531664	0	0
E5S150_5ecu_150signals_007	E5S150_5ecu_150signals	always_on_tmr	0.604182	0.604182	54	1
E5S150_5ecu_150signals_008	E5S150_5ecu_150signals	on_demand_tmr	0.406254	0.716322	0	0
E5S150_5ecu_150signals_008	E5S150_5ecu_150signals	always_on_tmr	0.71649	0.71649	54	1
E5S150_5ecu_150signals_009	E5S150_5ecu_150signals	on_demand_tmr	0.439389	0.675824	54	1
E5S150_5ecu_150signals_009	E5S150_5ecu_150signals	always_on_tmr	0.529569	0.529569	54	1
E5S150_5ecu_150signals_010	E5S150_5ecu_150signals	on_demand_tmr	0.482886	0.646632	54	1
