# 跨数据集汇总的信号装帧映射表，用于查看每个信号实例被打包到哪个 CANFD 帧。
# 同一 code 在 foundation / baseline1 中可能出现多次，对应新增副本或同源备份。
# baseline2 不新增副本，因此通常每个 code 只有 1 条映射记录。

[signal_frame_mapping]
dataset	scheme	code	message_id	signal_instance_index	signal_instance_count	is_added_copy	frame_id	frame_priority	frame_period_ms	frame_deadline_ms	frame_offset_ms	frame_trans_time_ms	frame_payload_bytes	frame_message_count	signal_period_ms	signal_deadline_ms	asil	level	type	src_ecu	dst_ecu
E5S250_5ecu_250signals	foundation	33409063	236	1	2	0	44	23	10	10	0	0.041599999999999998	2	8	10	10	B	1	0	1	4
E5S250_5ecu_250signals	foundation	33409063	236	2	2	1	82	31	10	10	0	0.039600000000000003	1	4	10	10	B	1	0	1	4
E5S250_5ecu_250signals	foundation	50620334	217	1	1	0	112	45	10	10	0	0.045600000000000002	4	9	20	20	A	0	0	1	0
E5S250_5ecu_250signals	foundation	53152204	245	1	1	0	93	37	10	10	0	0.041599999999999998	2	8	10	10	A	0	0	4	3
E5S250_5ecu_250signals	foundation	77678996	51	1	2	0	45	71	100	100	0	0.039600000000000003	1	4	100	100	B	1	0	0	3
E5S250_5ecu_250signals	foundation	77678996	51	2	2	1	100	81	100	100	0	0.039600000000000003	1	4	100	100	B	1	0	0	3
E5S250_5ecu_250signals	foundation	78382668	159	1	2	0	85	33	10	10	0	0.039600000000000003	1	5	20	20	B	1	0	2	3
E5S250_5ecu_250signals	foundation	78382668	159	2	2	1	99	40	10	10	0	0.039600000000000003	1	5	20	20	B	1	0	2	3
E5S250_5ecu_250signals	foundation	89238550	28	1	1	0	64	57	50	50	0	0.039600000000000003	1	4	100	100	A	0	0	4	0
E5S250_5ecu_250signals	foundation	116756408	72	1	2	0	60	26	10	10	0	0.0436	3	6	10	10	B	1	0	4	0
E5S250_5ecu_250signals	foundation	116756408	72	2	2	1	61	27	10	10	0	0.0436	3	5	10	10	B	1	0	4	0
E5S250_5ecu_250signals	foundation	119008119	158	1	1	0	25	55	50	50	0	0.039600000000000003	1	4	100	100	A	0	0	3	0
E5S250_5ecu_250signals	foundation	132509271	27	1	1	0	95	38	10	10	0	0.0436	3	10	20	20	A	0	0	3	2
E5S250_5ecu_250signals	foundation	172355326	143	1	2	0	32	12	5	5	0	0.039600000000000003	1	2	5	5	B	1	0	0	1
E5S250_5ecu_250signals	foundation	172355326	143	2	2	1	124	15	5	5	0	0.039600000000000003	1	6	5	5	B	1	0	0	1
E5S250_5ecu_250signals	foundation	174488811	157	1	1	0	99	40	10	10	0	0.039600000000000003	1	5	20	20	A	0	0	2	3
E5S250_5ecu_250signals	foundation	180849645	15	1	1	0	22	19	10	10	0	0.041599999999999998	2	7	10	10	A	0	0	3	1
E5S250_5ecu_250signals	foundation	199669495	142	1	1	0	11	67	100	100	0	0.039600000000000003	1	2	100	100	A	0	0	2	1
E5S250_5ecu_250signals	foundation	222086033	74	1	1	0	4	63	100	100	0	0.039600000000000003	1	2	100	100	A	0	0	0	4
E5S250_5ecu_250signals	foundation	228681184	42	1	2	0	47	24	10	10	0	0.039600000000000003	1	4	10	10	B	1	0	1	3
E5S250_5ecu_250signals	foundation	228681184	42	2	2	1	103	41	10	10	0	0.039600000000000003	1	3	10	10	B	1	0	1	3
E5S250_5ecu_250signals	foundation	230186636	220	1	2	0	6	64	100	100	0	0.039600000000000003	1	1	100	100	C	2	0	1	2
E5S250_5ecu_250signals	foundation	230186636	220	2	2	1	53	74	100	100	0	0.039600000000000003	1	1	100	100	C	2	0	1	2
E5S250_5ecu_250signals	foundation	233751550	112	1	1	0	0	16	10	10	0	0.0436	3	8	10	10	A	0	0	4	1
E5S250_5ecu_250signals	foundation	261328251	183	1	1	0	71	77	100	100	0	0.039600000000000003	1	3	100	100	A	0	0	2	4
E5S250_5ecu_250signals	foundation	293479342	37	1	2	0	11	67	100	100	0	0.039600000000000003	1	2	100	100	B	1	0	2	1
E5S250_5ecu_250signals	foundation	293479342	37	2	2	1	37	70	100	100	0	0.0436	3	2	100	100	B	1	0	2	1
E5S250_5ecu_250signals	foundation	311537418	202	1	2	0	66	8	2	2	0	0.039600000000000003	1	3	2	2	C	2	0	0	2
E5S250_5ecu_250signals	foundation	311537418	202	2	2	1	67	9	2	2	0	0.039600000000000003	1	1	2	2	C	2	0	0	2
E5S250_5ecu_250signals	foundation	326367422	207	1	2	0	91	36	10	10	0	0.039600000000000003	1	5	20	20	C	2	0	3	2
E5S250_5ecu_250signals	foundation	326367422	207	2	2	1	95	38	10	10	0	0.0436	3	10	20	20	C	2	0	3	2
E5S250_5ecu_250signals	foundation	362542720	229	1	1	0	124	15	5	5	0	0.039600000000000003	1	6	5	5	A	0	0	0	1
E5S250_5ecu_250signals	foundation	369961921	65	1	1	0	106	42	10	10	0	0.041599999999999998	2	5	20	20	A	0	0	0	4
E5S250_5ecu_250signals	foundation	476896604	180	1	1	0	24	68	100	100	0	0.039600000000000003	1	2	100	100	A	0	0	2	0
E5S250_5ecu_250signals	foundation	495853904	232	1	1	0	111	44	10	10	0	0.041599999999999998	2	6	10	10	A	0	0	3	0
E5S250_5ecu_250signals	foundation	504916736	175	1	1	0	72	29	10	10	0	0.039600000000000003	1	5	10	10	A	0	0	0	2
E5S250_5ecu_250signals	foundation	530151626	248	1	1	0	71	77	100	100	0	0.039600000000000003	1	3	100	100	A	0	0	2	4
E5S250_5ecu_250signals	foundation	556352848	14	1	2	0	28	56	50	50	0	0.039600000000000003	1	4	50	50	C	2	0	0	2
E5S250_5ecu_250signals	foundation	556352848	14	2	2	1	73	58	50	50	0	0.039600000000000003	1	4	50	50	C	2	0	0	2
E5S250_5ecu_250signals	foundation	574096815	140	1	1	0	52	25	10	10	0	0.039600000000000003	1	5	20	20	A	0	0	3	1
E5S250_5ecu_250signals	foundation	592088953	110	1	2	0	22	19	10	10	0	0.041599999999999998	2	7	10	10	B	1	0	3	1
E5S250_5ecu_250signals	foundation	592088953	110	2	2	1	52	25	10	10	0	0.039600000000000003	1	5	10	10	B	1	0	3	1
