[scheme_summary]
dataset	config	scheme	normal_bandwidth_utilization	fault_bandwidth_utilization	total_added_signal_copies	schedulable
E5S150_5ecu_150signals_001	E5S150_5ecu_150signals	on_demand_tmr	0.591901	0.613103	38	1
E5S150_5ecu_150signals_001	E5S150_5ecu_150signals	always_on_tmr	0.568304	0.568304	38	1
E5S150_5ecu_150signals_002	E5S150_5ecu_150signals	on_demand_tmr	0.492091	0.503971	38	1
E5S150_5ecu_150signals_002	E5S150_5ecu_150signals	always_on_tmr	0.488331	0.488331	38	1
E5S150_5ecu_150signals_003	E5S150_5ecu_150signals	on_demand_tmr	0.463834	0.487594	38	1
E5S150_5ecu_150signals_003	E5S150_5ecu_150signals	always_on_tmr	0.466634	0.466634	38	1
E5S150_5ecu_150signals_004	E5S150_5ecu_150signals	on_demand_tmr	0.490065	0.499173	38	1
E5S150_5ecu_150signals_004	E5S150_5ecu_150signals	always_on_tmr	0.490357	0.490357	38	1
E5S150_5ecu_150signals_005	E5S150_5ecu_150signals	on_demand_tmr	0.621986	0.677426	39	1
E5S150_5ecu_150signals_005	E5S150_5ecu_150signals	always_on_tmr	0.471416	0.471416	0	0
E5S150_5ecu_150signals_006	E5S150_5ecu_150signals	on_demand_tmr	0.546904	0.558784	38	1
E5S150_5ecu_150signals_006	E5S150_5ecu_150signals	always_on_tmr	0.549204	0.549204	38	1
E5S150_5ecu_150signals_007	E5S150_5ecu_150signals	on_demand_tmr	0.713043	0.717855	38	1
E5S150_5ecu_150signals_007	E5S150_5ecu_150signals	always_on_tmr	0.708847	0.708847	38	1
E5S150_5ecu_150signals_008	E5S150_5ecu_150signals	on_demand_tmr	0.424668	0.43675	38	1
E5S150_5ecu_150signals_008	E5S150_5ecu_150signals	always_on_tmr	0.424751	0.424751	38	1
E5S150_5ecu_150signals_009	E5S150_5ecu_150signals	on_demand_tmr	0.463776	0.520856	38	1
E5S150_5ecu_150signals_009	E5S150_5ecu_150signals	always_on_tmr	0.493536	0.493536	38	1
E5S150_5ecu_150signals_010	E5S150_5ecu_150signals	on_demand_tmr	0.513614	0.525692	39	1
E5S150_5ecu_150signals_010	E5S150_5ecu_150signals	always_on_tmr	0.515494	0.515494	39	1
E5S150_5ecu_150signals_011	E5S150_5ecu_150signals	on_demand_tmr	0.471443	0.582323	38	1
E5S150_5ecu_150signals_011	E5S150_5ecu_150signals	always_on_tmr	0.529269	0.529269	38	1
E5S150_5ecu_150signals_012	E5S150_5ecu_150signals	on_demand_tmr	0.501927	0.518955	38	1
E5S150_5ecu_150signals_012	E5S150_5ecu_150signals	always_on_tmr	0.506831	0.506831	38	1
