# compare_bandwidth_utilization: 用于方案对比的带宽利用率。
# static_bandwidth_utilization: 不考虑重传时，静态打包方案本身的带宽利用率。
# signal_count: 按原始 MessageCode 去重后的信号种类数，不是副本总数。
# total_added_signal_copies: 相比原始 1 份信号，方案中新增的信号副本总数。
# foundation / baseline1 中，同一 code 的多个副本视为一个信号组；WCRT 直接取该组对应报文中最大的帧响应时间。baseline2 基于重传分布。
# foundation / baseline1 的 expected_wcrt_ms、wcrt_p95_ms、threshold_wcrt_ms 在当前口径下相同，都等于对应信号组的最大帧响应时间（单位 ms）。

retry_distribution_report	D:\document\CODE\paper1\storage\analysis\202651_121049\retry_probability_reports\E5S150_5ecu_150signals_100.txt

# 每个方案的总体指标。
[scheme_summary]
scheme	compare_bandwidth_utilization	static_bandwidth_utilization	signal_count	total_added_signal_copies	schedulable
foundation	0.5026799999999999	0.5026799999999999	150	37	1
baseline1	0.51691599999999982	0.51691599999999982	150	82	1
baseline2	0.31839773029982871	0.31839759999999995	150	0	1

# 按 ASIL 分组统计的 WCRT/周期结果。字段名沿用 wcrt_ratio_p95 以兼容现有脚本；foundation / baseline1 实际填入的是信号组最大帧响应时间比值。

[asil_wcrt_ratio_p95]
scheme	asil	signal_count	avg_wcrt_ratio_p95	max_wcrt_ratio_p95
foundation	A	113	0.083249426548699476	0.34200000000038244
foundation	B	15	0.12001386666675155	0.30240000000037526
foundation	C	15	0.066973226666699151	0.16604000000002656
foundation	D	7	0.090184742857157094	0.19020000000003279
baseline1	A	113	0.090837525663751056	0.36200000000047794
baseline1	B	15	0.13492826666677557	0.36200000000047794
baseline1	C	15	0.07400880000004223	0.18764000000003875
baseline1	D	7	0.076300628571442139	0.17140000000003397
baseline2	A	113	0.054408860176991147	0.22800000000000001
baseline2	B	15	0.069151466666666675	0.18840000000000001
baseline2	C	15	0.042178986666666661	0.12659999999999999
baseline2	D	7	0.043639542857142853	0.085199999999999998

# 按 ASIL 分组统计的信号故障概率。

[asil_fault_probability]
scheme	asil	signal_count	avg_fault_probability	max_fault_probability
foundation	A	113	4.1139822157296929e-08	6.1599998102720045e-08
foundation	B	15	1.7429865915299223e-15	3.7945597662551131e-15
foundation	C	15	1.7429865915193626e-15	3.7945597662551131e-15
foundation	D	7	1.7040456432993119e-15	2.3609598852573478e-15
baseline1	A	113	2.427256659208986e-08	4.3599999049520024e-08
baseline1	B	15	1.8037332544487701e-15	3.7945597662551131e-15
baseline1	C	15	1.7820799224343916e-15	3.7945597662551131e-15
baseline1	D	7	1.7617599255697119e-15	2.2657598921498278e-15
baseline2	A	113	0	0
baseline2	B	15	7.4014868308343768e-18	1.1102230246251565e-16
baseline2	C	15	0	0
baseline2	D	7	1.5860328923216521e-17	1.1102230246251565e-16

# 按 ASIL 分组统计的新增信号副本数量。

[asil_added_signal_copies]
scheme	asil	signal_count	added_signal_copies
foundation	A	113	0
foundation	B	15	15
foundation	C	15	15
foundation	D	7	7
baseline1	A	113	45
baseline1	B	15	15
baseline1	C	15	15
baseline1	D	7	7
baseline2	A	113	0
baseline2	B	15	0
baseline2	C	15	0
baseline2	D	7	0

# 每个原始信号的明细指标。WCRT 列统一为信号级统计值（单位 ms），不是 WCRT/周期。

[signal_detail]
scheme	code	asil	level	type	period_ms	src_ecu	dst_ecu	signal_instance_count	added_signal_copies	p_fault	p_threshold	expected_wcrt_ms	p_wcrt_over_deadline	wcrt_p95_ms	threshold_wcrt_ms
foundation	799948305	D	3	0	5	2	1	2	1	1.5681599379008662e-15	1.388888888888889e-14	0.55880000000007612	1.5543122344752192e-15	0.55880000000007612	0.55880000000007612
foundation	3850550928	D	3	0	10	2	4	2	1	1.6473599331171859e-15	2.7777777777777781e-14	1.5416000000002441	1.6653345369377348e-15	1.5416000000002441	1.5416000000002441
foundation	4062648570	D	3	0	10	0	2	2	1	1.5681599379008662e-15	2.7777777777777781e-14	1.9020000000003279	1.5543122344752192e-15	1.9020000000003279	1.9020000000003279
foundation	1704632628	D	3	0	20	4	3	2	1	2.3609598852573478e-15	5.5555555555555561e-14	0.98080000000015843	2.3314683517128287e-15	0.98080000000015843	0.98080000000015843
foundation	3710855233	D	3	0	20	2	1	2	1	1.5681599379008662e-15	5.5555555555555561e-14	1.3812000000002058	1.5543122344752192e-15	1.3812000000002058	1.3812000000002058
foundation	2164365192	D	3	0	50	4	3	2	1	1.6473599331171859e-15	1.388888888888889e-13	2.6608000000004495	1.5543122344752192e-15	2.6608000000004495	2.6608000000004495
foundation	1993947625	D	3	0	1000	2	0	2	1	1.5681599379008662e-15	2.7777777777777777e-12	3.8572000000000042	1.5543122344752192e-15	3.8572000000000042	3.8572000000000042
foundation	771743317	C	2	0	2	0	1	2	1	3.7945597662551131e-15	5.5555555555555549e-14	0.14400000000034652	3.7747582837255322e-15	0.14400000000034652	0.14400000000034652
foundation	2614407595	C	2	0	2	2	0	2	1	1.5681599379008662e-15	5.5555555555555549e-14	0.26280000000036807	1.5543122344752192e-15	0.26280000000036807	0.26280000000036807
foundation	639735748	C	2	0	10	3	4	2	1	1.6473599331171859e-15	2.7777777777777779e-13	1.6604000000002657	1.6653345369377348e-15	1.6604000000002657	1.6604000000002657
foundation	1488234388	C	2	0	10	2	3	2	1	1.5681599379008662e-15	2.7777777777777779e-13	1.6208000000002585	1.5543122344752192e-15	1.6208000000002585	1.6208000000002585
foundation	3888394898	C	2	0	10	2	1	2	1	1.5681599379008662e-15	2.7777777777777779e-13	1.0204000000001656	1.5543122344752192e-15	1.0204000000001656	1.0204000000001656
foundation	1067149726	C	2	0	20	2	3	2	1	1.5681599379008662e-15	5.5555555555555559e-13	1.6208000000002585	1.5543122344752192e-15	1.6208000000002585	1.6208000000002585
foundation	3556018009	C	2	0	20	1	2	2	1	1.5681599379008662e-15	5.5555555555555559e-13	1.9812000000003422	1.5543122344752192e-15	1.9812000000003422	1.9812000000003422
foundation	907659302	C	2	0	100	4	3	2	1	1.6473599331171859e-15	2.7777777777777777e-12	2.6608000000004495	1.5543122344752192e-15	2.6608000000004495	2.6608000000004495
foundation	1415573102	C	2	0	100	2	3	2	1	1.5681599379008662e-15	2.7777777777777777e-12	3.0172000000005141	1.5543122344752192e-15	3.0172000000005141	3.0172000000005141
foundation	1962707202	C	2	0	100	1	3	2	1	1.5681599379008662e-15	2.7777777777777777e-12	3.500800000000595	1.5543122344752192e-15	3.500800000000595	3.500800000000595
foundation	2404434991	C	2	0	100	4	0	2	1	1.5681599379008662e-15	2.7777777777777777e-12	2.8588000000004854	1.5543122344752192e-15	2.8588000000004854	2.8588000000004854
foundation	3381906238	C	2	0	100	3	2	2	1	1.7265599281751066e-15	2.7777777777777777e-12	3.5800000000006094	1.7763568394002505e-15	3.5800000000006094	3.5800000000006094
