# compare_bandwidth_utilization: 用于方案对比的带宽利用率。
# static_bandwidth_utilization: 不考虑重传时，静态打包方案本身的带宽利用率。
# signal_count: 按原始 MessageCode 去重后的信号种类数，不是副本总数。
# total_added_signal_copies: 相比原始 1 份信号，方案中新增的信号副本总数。
# 三种方案的 WCRT 均按信号级统计值输出；foundation / baseline1 基于“最早成功副本到达时间”分布，baseline2 基于重传分布。
# ASIL 分组里的 wcrt_ratio 表示 WCRT/周期；signal_detail 里的 WCRT 列统一是信号级统计值（单位 ms）。

retry_distribution_report	D:\document\CODE\paper1\storage\analysis\202649_155345\retry_probability_reports\M3_4ecu_135signals.txt

# 每个方案的总体指标。
[scheme_summary]
scheme	compare_bandwidth_utilization	static_bandwidth_utilization	signal_count	total_added_signal_copies
foundation	0.47933599999999998	0.47933599999999998	135	33
baseline1	0.49682799999999988	0.49682799999999988	135	93
baseline2	0.26669202444037476	0.26669199999999993	135	0

# 按 ASIL 分组统计的 WCRT/周期 的 P95 结果。

[asil_wcrt_ratio_p95]
scheme	asil	signal_count	avg_wcrt_ratio_p95	max_wcrt_ratio_p95
foundation	A	102	0.043546509803922301	0.200600000000001
foundation	B	14	0.0084111428571429937	0.013080000000000069
foundation	C	13	0.021020000000000601	0.081199999999999939
foundation	D	6	0.052520000000001406	0.081199999999999939
baseline1	A	102	0.034429960784314172	0.16648000000000424
baseline1	B	14	0.02510257142857222	0.06008000000000209
baseline1	C	13	0.033507692307693501	0.078400000000030445
baseline1	D	6	0.065473333333343584	0.12280000000000513
baseline2	A	102	0.037681450980392155	0.107
baseline2	B	14	0.046740285714285713	0.084639999999999979
baseline2	C	13	0.072584615384615386	0.1744
baseline2	D	6	0.11696666666666666	0.1744

# 按 ASIL 分组统计的信号故障概率。

[asil_fault_probability]
scheme	asil	signal_count	avg_fault_probability	max_fault_probability
foundation	A	102	1.2322588158759294e-08	1.4471999895280609e-08
foundation	B	14	1.4485771366940244e-16	1.7817926161382334e-16
foundation	C	13	1.3218272708287019e-16	1.7817926161382334e-16
foundation	D	6	1.2982226250981448e-16	1.5823382200910208e-16
baseline1	A	102	4.8790588967111729e-09	1.285199991741305e-08
baseline1	B	14	1.7000196460534733e-16	2.0943878096900196e-16
baseline1	C	13	1.5206536055810331e-16	2.0943878096900196e-16
baseline1	D	6	1.3324370244507893e-16	1.6517390187718504e-16
baseline2	A	102	1.5698771258988856e-14	6.0063065632220969e-14
baseline2	B	14	2.3790493384824782e-17	1.1102230246251565e-16
baseline2	C	13	2.812637937040292e-15	3.6453270879061277e-14
baseline2	D	6	1.2169594111403911e-14	3.6453270879061277e-14

# 按 ASIL 分组统计的新增信号副本数量。

[asil_added_signal_copies]
scheme	asil	signal_count	added_signal_copies
foundation	A	102	0
foundation	B	14	14
foundation	C	13	13
foundation	D	6	6
baseline1	A	102	60
baseline1	B	14	14
baseline1	C	13	13
baseline1	D	6	6
baseline2	A	102	0
baseline2	B	14	0
baseline2	C	13	0
baseline2	D	6	0

# 每个原始信号的明细指标。WCRT 列统一为信号级统计值（单位 ms），不是 WCRT/周期。

[signal_detail]
scheme	code	asil	level	type	period_ms	src_ecu	dst_ecu	signal_instance_count	added_signal_copies	p_fault	p_threshold	expected_wcrt_ms	p_wcrt_over_deadline	wcrt_p95_ms
foundation	145291079	D	3	0	1	1	3	2	1	1.1431886277770274e-16	2.7777777777777776e-15	0.07799999916602697	1.1102230246251565e-16	0.078000000000002956
foundation	1485650330	D	3	1	1	1	2	2	1	1.2615782258299533e-16	2.7777777777777776e-15	0.081199999087961564	1.1102230246251565e-16	0.081199999999999939
foundation	4063005593	D	3	0	1	2	0	2	1	1.1431886277770274e-16	2.7777777777777776e-15	0.080399999140365025	1.1102230246251565e-16	0.080400000000001803
foundation	4251812955	D	3	0	2	0	1	2	1	1.1431886277770274e-16	5.5555555555555552e-15	0.085999999080493647	1.1102230246251565e-16	0.086000000000005627
foundation	290648546	D	3	0	5	1	0	2	1	1.5823382200910208e-16	1.388888888888889e-14	0.047599999388247563	1.1102230246251565e-16	0.047600000000002751
foundation	3991608196	D	3	0	10	2	0	2	1	1.5158534213368129e-16	2.7777777777777781e-14	0.22999999716824404	2.2204460492503131e-16	0.23000000000000398
foundation	3056872340	C	2	0	1	1	2	2	1	1.2615782258299533e-16	2.7777777777777774e-14	0.081199999087961564	1.1102230246251565e-16	0.081199999999999939
foundation	1516648366	C	2	0	2	1	0	2	1	1.1431886277770274e-16	5.5555555555555549e-14	0.046399999503896755	1.1102230246251565e-16	0.046400000000005548
foundation	1035949382	C	2	0	5	2	1	2	1	1.2615782258299533e-16	1.388888888888889e-13	0.041599999532751335	1.1102230246251565e-16	0.041600000000002524
foundation	2888072604	C	2	1	5	0	2	2	1	1.1431886277770274e-16	1.388888888888889e-13	0.049599999469682007	1.1102230246251565e-16	0.049600000000005195
foundation	3267995113	C	2	0	5	2	3	2	1	1.1431886277770274e-16	1.388888888888889e-13	0.33679999639894537	1.1102230246251565e-16	0.33680000000001087
foundation	32603144	C	2	0	10	0	2	2	1	1.1431886277770274e-16	2.7777777777777779e-13	0.049599999469682007	1.1102230246251565e-16	0.049600000000005195
foundation	1673499897	C	2	0	10	0	1	2	1	1.3163990248587786e-16	2.7777777777777779e-13	0.17039999817808402	1.1102230246251565e-16	0.17040000000000077
foundation	3362915061	C	2	1	10	2	0	2	1	1.3163990248587786e-16	2.7777777777777779e-13	0.22999999716824404	2.2204460492503131e-16	0.23000000000000398
foundation	3460769802	C	2	1	10	1	0	2	1	1.5823382200910208e-16	2.7777777777777779e-13	0.047599999388247563	1.1102230246251565e-16	0.047600000000002751
foundation	950242904	C	2	0	20	2	1	2	1	1.7817926161382334e-16	5.5555555555555559e-13	0.13079999838959114	2.2204460492503131e-16	0.13080000000000069
foundation	1592905069	C	2	0	20	2	0	2	1	1.5158534213368129e-16	5.5555555555555559e-13	0.22999999716824404	2.2204460492503131e-16	0.23000000000000398
foundation	2551445896	C	2	0	20	0	1	2	1	1.3163990248587786e-16	5.5555555555555559e-13	0.17039999817808402	1.1102230246251565e-16	0.17040000000000077
foundation	2881154222	C	2	0	20	1	3	2	1	1.2586622258627062e-16	5.5555555555555559e-13	0.1387999983660427	1.1102230246251565e-16	0.13879999999999626
foundation	1480296070	B	1	1	5	2	1	2	1	1.2615782258299533e-16	1.388888888888889e-13	0.041599999532751335	1.1102230246251565e-16	0.041600000000002524
foundation	358619778	B	1	0	10	1	2	2	1	1.3828838237206917e-16	2.7777777777777779e-13	0.13079999838959114	2.2204460492503131e-16	0.13080000000000069
