# compare_bandwidth_utilization: 用于方案对比的带宽利用率。
# static_bandwidth_utilization: 不考虑重传时，静态打包方案本身的带宽利用率。
# signal_count: 按原始 MessageCode 去重后的信号种类数，不是副本总数。
# total_added_signal_copies: 相比原始 1 份信号，方案中新增的信号副本总数。
# 三种方案的 WCRT 均按信号级统计值输出；foundation / baseline1 基于“最早成功副本到达时间”分布，baseline2 基于重传分布。
# ASIL 分组里的 wcrt_ratio 表示 WCRT/周期；signal_detail 里的 WCRT 列统一是信号级统计值（单位 ms）。

retry_distribution_report	D:\document\CODE\paper1\storage\analysis\202649_155345\retry_probability_reports\M6_5ecu_225signals.txt

# 每个方案的总体指标。
[scheme_summary]
scheme	compare_bandwidth_utilization	static_bandwidth_utilization	signal_count	total_added_signal_copies
foundation	0.75070799999999982	0.75070799999999982	225	55
baseline1	0.80505200000000021	0.80505200000000021	225	150
baseline2	0.43099607188468009	0.43099599999999999	225	0

# 按 ASIL 分组统计的 WCRT/周期 的 P95 结果。

[asil_wcrt_ratio_p95]
scheme	asil	signal_count	avg_wcrt_ratio_p95	max_wcrt_ratio_p95
foundation	A	170	0.10015585882353036	0.35840000000000388
foundation	B	24	0.028825333333333553	0.098240000000000549
foundation	C	21	0.059660000000000532	0.16444000000000186
foundation	D	10	0.097484000000000584	0.16239999999999988
baseline1	A	170	0.099120988235295179	0.39116000000000495
baseline1	B	24	0.062852833333334537	0.18980000000000316
baseline1	C	21	0.071956190476192589	0.14736000000000188
baseline1	D	10	0.08898400000000585	0.1943600000000032
baseline2	A	170	0.070117082352941076	0.17603999999999997
baseline2	B	24	0.074148333333333316	0.17999999999999999
baseline2	C	21	0.10467714285714286	0.19439999999999999
baseline2	D	10	0.15592800000000001	0.27359999999999995

# 按 ASIL 分组统计的信号故障概率。

[asil_fault_probability]
scheme	asil	signal_count	avg_fault_probability	max_fault_probability
foundation	A	170	1.2588352860213723e-08	1.8791999823430371e-08
foundation	B	24	1.4114849230717383e-16	1.7905406160210802e-16
foundation	C	21	1.4047954802959916e-16	1.7905406160210802e-16
foundation	D	10	1.296278625160448e-16	1.5823382200910208e-16
baseline1	A	170	5.6922353517354071e-09	1.8791999823430371e-08
baseline1	B	24	1.5864206194743703e-16	2.7662341939919932e-16
baseline1	C	21	1.5005513638997257e-16	2.7662341939919932e-16
baseline1	D	10	1.3035103050249407e-16	1.6517390187718504e-16
baseline2	A	170	5.1876803506529004e-14	2.2759572004815709e-13
baseline2	B	24	4.6259292692714853e-18	1.1102230246251565e-16
baseline2	C	21	1.7464435944755384e-15	3.6453270879061277e-14
baseline2	D	10	2.1871962600529186e-14	3.6453270879061277e-14

# 按 ASIL 分组统计的新增信号副本数量。

[asil_added_signal_copies]
scheme	asil	signal_count	added_signal_copies
foundation	A	170	0
foundation	B	24	24
foundation	C	21	21
foundation	D	10	10
baseline1	A	170	95
baseline1	B	24	24
baseline1	C	21	21
baseline1	D	10	10
baseline2	A	170	0
baseline2	B	24	0
baseline2	C	21	0
baseline2	D	10	0

# 每个原始信号的明细指标。WCRT 列统一为信号级统计值（单位 ms），不是 WCRT/周期。

[signal_detail]
scheme	code	asil	level	type	period_ms	src_ecu	dst_ecu	signal_instance_count	added_signal_copies	p_fault	p_threshold	expected_wcrt_ms	p_wcrt_over_deadline	wcrt_p95_ms
foundation	3362915061	C	2	1	10	2	0	2	1	1.5129374213727148e-16	2.7777777777777779e-13	0.12279999855439644	1.1102230246251565e-16	0.12279999999999802
foundation	3460769802	C	2	1	10	1	0	2	1	1.5129374213727148e-16	2.7777777777777779e-13	0.27159999680273139	1.1102230246251565e-16	0.2716000000000065
foundation	4150613546	C	2	0	10	2	3	2	1	1.1431886277770274e-16	2.7777777777777779e-13	0.37639999597553514	1.1102230246251565e-16	0.37640000000000384
foundation	795496312	C	2	0	20	1	3	2	1	1.4435366226169321e-16	5.5555555555555559e-13	1.091599985970771	1.1102230246251565e-16	1.0916000000000139
foundation	950242904	C	2	0	20	2	1	2	1	1.7905406160210802e-16	5.5555555555555559e-13	0.04759999938824757	2.2204460492503131e-16	0.047600000000002751
foundation	1592905069	C	2	0	20	2	0	2	1	1.5129374213727148e-16	5.5555555555555559e-13	0.12279999855439644	1.1102230246251565e-16	0.12279999999999802
foundation	2282999364	C	2	0	20	3	0	2	1	1.5648422203111551e-16	5.5555555555555559e-13	1.8007999749112715	1.1102230246251565e-16	1.8008000000000166
foundation	2529614654	C	2	0	20	4	1	2	1	1.3222310247916987e-16	5.5555555555555559e-13	1.1375999866081863	1.1102230246251565e-16	1.1376000000000133
foundation	2551445896	C	2	0	20	0	1	2	1	1.6488230188093269e-16	5.5555555555555559e-13	1.6443999797541664	2.2204460492503131e-16	1.6444000000000187
foundation	2881154222	C	2	0	20	1	3	2	1	1.4435366226169321e-16	5.5555555555555559e-13	1.091599985970771	1.1102230246251565e-16	1.0916000000000139
foundation	1480296070	B	1	1	5	2	1	2	1	1.2586622258627062e-16	1.388888888888889e-13	0.12679999864425379	1.1102230246251565e-16	0.12679999999999936
foundation	358619778	B	1	0	10	1	2	2	1	1.7905406160210802e-16	2.7777777777777779e-13	0.09719999864581047	1.1102230246251565e-16	0.097200000000000841
foundation	526552833	B	1	1	10	2	1	2	1	1.5129374213727148e-16	2.7777777777777779e-13	0.047599999388247563	1.1102230246251565e-16	0.047600000000002751
foundation	578124656	B	1	0	10	2	1	2	1	1.6400750189217558e-16	2.7777777777777779e-13	0.80239998882096919	1.1102230246251565e-16	0.80240000000000578
foundation	1387422282	B	1	0	10	4	1	2	1	1.2615782258299533e-16	2.7777777777777779e-13	0.98239998896568892	1.1102230246251565e-16	0.98240000000000549
foundation	2185834201	B	1	0	10	2	0	2	1	1.2009254268354555e-16	2.7777777777777779e-13	0.75479999152209676	1.1102230246251565e-16	0.75480000000001013
foundation	2974949657	B	1	0	10	2	1	2	1	1.7905406160210802e-16	2.7777777777777779e-13	0.04759999938824757	2.2204460492503131e-16	0.047600000000002751
foundation	3281805124	B	1	1	10	4	0	2	1	1.1431886277770274e-16	2.7777777777777779e-13	0.20799999777606956	1.1102230246251565e-16	0.20800000000000551
foundation	3739933945	B	1	0	10	2	1	2	1	1.3741358238236735e-16	2.7777777777777779e-13	0.047599999388247563	1.1102230246251565e-16	0.047600000000002751
foundation	458718453	B	1	1	20	2	1	2	1	1.7905406160210802e-16	5.5555555555555559e-13	0.04759999938824757	2.2204460492503131e-16	0.047600000000002751
foundation	749399797	B	1	0	20	1	4	2	1	1.2009254268354555e-16	5.5555555555555559e-13	1.7335999814643661	1.1102230246251565e-16	1.7336000000000169
foundation	805035513	B	1	0	20	1	2	2	1	1.7905406160210802e-16	5.5555555555555559e-13	0.09719999864581047	1.1102230246251565e-16	0.097200000000000841
foundation	2511906212	B	1	0	20	3	0	2	1	1.5648422203111551e-16	5.5555555555555559e-13	1.8007999749112715	1.1102230246251565e-16	1.8008000000000166
foundation	3015183690	B	1	0	20	2	0	2	1	1.5129374213727148e-16	5.5555555555555559e-13	0.12279999855439644	1.1102230246251565e-16	0.12279999999999802
foundation	3459441748	B	1	0	20	2	0	2	1	1.3222310247916987e-16	5.5555555555555559e-13	0.12279999855439644	1.1102230246251565e-16	0.12279999999999802
foundation	3537117971	B	1	0	20	1	0	2	1	1.5129374213727148e-16	5.5555555555555559e-13	0.27159999680273139	1.1102230246251565e-16	0.2716000000000065
foundation	1204618577	B	1	0	50	1	0	2	1	1.2586622258627062e-16	1.3888888888888889e-12	1.7291999815113934	1.1102230246251565e-16	1.7291999999999996
foundation	2228964607	B	1	0	50	0	3	2	1	1.2586622258627062e-16	1.3888888888888889e-12	1.8619999800914955	1.1102230246251565e-16	1.8619999999999992
foundation	226605369	B	1	0	100	0	2	2	1	1.3222310247916987e-16	2.7777777777777777e-12	2.0579999757732237	1.1102230246251565e-16	2.0579999999999989
foundation	1173073351	B	1	0	100	0	2	2	1	1.3222310247916987e-16	2.7777777777777777e-12	2.0579999757732237	1.1102230246251565e-16	2.0579999999999989
foundation	2789900408	B	1	0	100	3	1	2	1	1.2009254268354555e-16	2.7777777777777777e-12	0.083199999110425332	1.1102230246251565e-16	0.083199999999999719
foundation	2897250769	B	1	0	100	1	2	2	1	1.3828838237206917e-16	2.7777777777777777e-12	2.5927999680774456	2.2204460492503131e-16	2.5927999999999987
foundation	2938087393	B	1	1	100	3	2	2	1	1.2615782258299533e-16	2.7777777777777777e-12	1.7291999805776257	1.1102230246251565e-16	1.7291999999999996
foundation	4102789155	B	1	0	100	3	1	2	1	1.2009254268354555e-16	2.7777777777777777e-12	0.083199999110425332	1.1102230246251565e-16	0.083199999999999719
foundation	3047524809	A	0	0	2	1	0	1	0	1.069199994284057e-08	1	0.078000000000002956	1.0691999952072706e-08	0.078000000000002956
foundation	124324486	A	0	0	5	2	0	1	0	1.069199994284057e-08	1	0.68520000000000181	1.0691999952072706e-08	0.68520000000000181
foundation	296355536	A	0	0	5	1	2	1	0	1.285199991741305e-08	1	0.90120000000000289	1.2851999908747302e-08	0.90120000000000289
foundation	555001636	A	0	0	5	4	1	1	0	1.1231999936921088e-08	1	0.98240000000000549	1.1231999885730204e-08	0.98240000000000549
foundation	869446078	A	0	0	5	1	2	1	0	1.285199991741305e-08	1	0.90120000000000289	1.2851999908747302e-08	0.90120000000000289
foundation	1441583064	A	0	0	5	1	3	1	0	1.2311999924207329e-08	1	1.5232000000000099	1.2311999975089805e-08	1.5232000000000099
foundation	1881511351	A	0	0	5	2	0	1	0	1.069199994284057e-08	1	0.68520000000000181	1.0691999952072706e-08	0.68520000000000181
foundation	2785635689	A	0	1	5	2	1	1	0	1.1771999930710009e-08	1	0.81400000000000361	1.1771999930410004e-08	0.81400000000000361
foundation	11384668	A	0	0	10	3	0	1	0	1.3931999902949688e-08	1	1.8008000000000166	1.3931999887084601e-08	1.8008000000000166
foundation	36388572	A	0	0	10	0	1	1	0	1.3391999910327171e-08	1	1.9852000000000203	1.3391999953427103e-08	1.9852000000000203
foundation	168337547	A	0	0	10	0	2	1	0	1.4471999895280609e-08	1	1.4624000000000237	1.4471999931764401e-08	1.4624000000000237
foundation	235766176	A	0	0	10	0	1	1	0	1.2311999924207329e-08	1	1.6444000000000187	1.2311999975089805e-08	1.6444000000000187
foundation	361448172	A	0	0	10	1	0	1	0	1.1771999930710009e-08	1	0.2716000000000065	1.1771999930410004e-08	0.2716000000000065
foundation	410879818	A	0	0	10	1	2	1	0	1.285199991741305e-08	1	3.5840000000000387	1.2851999908747302e-08	3.5840000000000387
foundation	506139370	A	0	0	10	2	0	1	0	1.1771999930710009e-08	1	0.12279999999999802	1.1771999930410004e-08	0.12279999999999802
foundation	581727905	A	0	0	10	1	2	1	0	1.285199991741305e-08	1	3.5840000000000387	1.2851999908747302e-08	3.5840000000000387
foundation	627938609	A	0	0	10	3	2	1	0	1.1231999936921088e-08	1	1.7056000000000182	1.1231999885730204e-08	1.7056000000000182
foundation	735978261	A	0	0	10	2	4	1	0	1.4471999895280609e-08	1	1.9356000000000222	1.4471999931764401e-08	1.9356000000000222
foundation	738246068	A	0	0	10	3	4	1	0	1.069199994284057e-08	1	2.7140000000000271	1.0691999952072706e-08	2.7140000000000271
foundation	984584757	A	0	0	10	1	2	1	0	1.3931999902949688e-08	1	0.097200000000000841	1.3931999887084601e-08	0.097200000000000841
foundation	1016692647	A	0	0	10	2	1	1	0	1.285199991741305e-08	1	0.047600000000002751	1.2851999908747302e-08	0.047600000000002751
foundation	1017974888	A	0	0	10	1	0	1	0	1.1771999930710009e-08	1	0.2716000000000065	1.1771999930410004e-08	0.2716000000000065
foundation	1031911855	A	0	1	10	0	1	1	0	1.3391999910327171e-08	1	1.9852000000000203	1.3391999953427103e-08	1.9852000000000203
foundation	1041098508	A	0	0	10	1	2	1	0	1.285199991741305e-08	1	0.90120000000000289	1.2851999908747302e-08	0.90120000000000289
foundation	1066414348	A	0	0	10	1	0	1	0	1.285199991741305e-08	1	0.74680000000000746	1.2851999908747302e-08	0.74680000000000746
foundation	1078766928	A	0	0	10	3	2	1	0	1.1231999936921088e-08	1	1.7056000000000182	1.1231999885730204e-08	1.7056000000000182
foundation	1098593361	A	0	0	10	2	1	1	0	1.1771999930710009e-08	1	0.81400000000000361	1.1771999930410004e-08	0.81400000000000361
foundation	1305036828	A	0	0	10	1	3	1	0	1.285199991741305e-08	1	1.0916000000000139	1.2851999908747302e-08	1.0916000000000139
foundation	1482500791	A	0	0	10	3	0	1	0	1.3931999902949688e-08	1	1.8008000000000166	1.3931999887084601e-08	1.8008000000000166
foundation	1559628402	A	0	0	10	1	3	1	0	1.1231999936921088e-08	1	1.8820000000000192	1.1231999885730204e-08	1.8820000000000192
foundation	1820145391	A	0	0	10	1	0	1	0	1.1771999930710009e-08	1	0.2716000000000065	1.1771999930410004e-08	0.2716000000000065
foundation	1826914532	A	0	0	10	0	2	1	0	1.1231999936921088e-08	1	0.95880000000001075	1.1231999885730204e-08	0.95880000000001075
foundation	1898761066	A	0	0	10	2	1	1	0	1.3931999902949688e-08	1	0.80240000000000578	1.3931999887084601e-08	0.80240000000000578
foundation	2010054352	A	0	0	10	1	3	1	0	1.285199991741305e-08	1	1.0916000000000139	1.2851999908747302e-08	1.0916000000000139
foundation	2010944987	A	0	0	10	2	0	1	0	1.069199994284057e-08	1	0.68520000000000181	1.0691999952072706e-08	0.68520000000000181
foundation	2063315710	A	0	1	10	1	2	1	0	1.3931999902949688e-08	1	0.097200000000000841	1.3931999887084601e-08	0.097200000000000841
foundation	2110518944	A	0	0	10	0	3	1	0	1.069199994284057e-08	1	3.4748000000000374	1.0691999952072706e-08	3.4748000000000374
foundation	2135113717	A	0	0	10	2	1	1	0	1.1771999930710009e-08	1	0.81400000000000361	1.1771999930410004e-08	0.81400000000000361
foundation	2151318199	A	0	0	10	1	4	1	0	1.1231999936921088e-08	1	2.0268000000000228	1.1231999885730204e-08	2.0268000000000228
foundation	2152536909	A	0	0	10	0	2	1	0	1.4471999895280609e-08	1	1.4624000000000237	1.4471999931764401e-08	1.4624000000000237
foundation	2255395839	A	0	0	10	0	1	1	0	1.2311999924207329e-08	1	1.6444000000000187	1.2311999975089805e-08	1.6444000000000187
foundation	2277457209	A	0	0	10	0	2	1	0	1.1231999936921088e-08	1	0.95880000000001075	1.1231999885730204e-08	0.95880000000001075
foundation	2601566917	A	0	0	10	0	2	1	0	1.4471999895280609e-08	1	1.4624000000000237	1.4471999931764401e-08	1.4624000000000237
foundation	2740226219	A	0	1	10	2	0	1	0	1.069199994284057e-08	1	1.8404000000000167	1.0691999952072706e-08	1.8404000000000167
foundation	2901499394	A	0	0	10	2	1	1	0	1.3931999902949688e-08	1	0.80240000000000578	1.3931999887084601e-08	0.80240000000000578
foundation	3252159522	A	0	0	10	2	0	1	0	1.069199994284057e-08	1	1.8404000000000167	1.0691999952072706e-08	1.8404000000000167
foundation	3305122871	A	0	0	10	2	0	1	0	1.285199991741305e-08	1	2.8032000000000323	1.2851999908747302e-08	2.8032000000000323
foundation	3383887645	A	0	0	10	0	1	1	0	1.3391999910327171e-08	1	1.9852000000000203	1.3391999953427103e-08	1.9852000000000203
foundation	3434719545	A	0	0	10	1	3	1	0	1.1231999936921088e-08	1	1.8820000000000192	1.1231999885730204e-08	1.8820000000000192
foundation	3478806365	A	0	0	10	1	2	1	0	1.285199991741305e-08	1	3.5840000000000387	1.2851999908747302e-08	3.5840000000000387
foundation	3576772521	A	0	0	10	3	2	1	0	1.1231999936921088e-08	1	1.7056000000000182	1.1231999885730204e-08	1.7056000000000182
foundation	3630986227	A	0	0	10	0	3	1	0	1.069199994284057e-08	1	3.4748000000000374	1.0691999952072706e-08	3.4748000000000374
foundation	3657638704	A	0	0	10	1	2	1	0	1.285199991741305e-08	1	3.5840000000000387	1.2851999908747302e-08	3.5840000000000387
foundation	3697508707	A	0	0	10	2	1	1	0	1.285199991741305e-08	1	0.047600000000002751	1.2851999908747302e-08	0.047600000000002751
foundation	3929062766	A	0	0	10	3	2	1	0	1.1231999936921088e-08	1	1.7056000000000182	1.1231999885730204e-08	1.7056000000000182
foundation	3960706723	A	0	1	10	3	1	1	0	1.069199994284057e-08	1	0.77040000000000219	1.0691999952072706e-08	0.77040000000000219
foundation	3987373990	A	0	0	10	2	1	1	0	1.3931999902949688e-08	1	0.80240000000000578	1.3931999887084601e-08	0.80240000000000578
foundation	4077796150	A	0	0	10	3	4	1	0	1.069199994284057e-08	1	2.7140000000000271	1.0691999952072706e-08	2.7140000000000271
foundation	4254333340	A	0	0	10	0	1	1	0	1.2311999924207329e-08	1	1.6444000000000187	1.2311999975089805e-08	1.6444000000000187
foundation	1919498	A	0	0	20	4	1	1	0	1.1771999930710009e-08	1	1.1376000000000133	1.1771999930410004e-08	1.1376000000000133
foundation	98512147	A	0	0	20	3	2	1	0	1.1231999936921088e-08	1	1.7056000000000182	1.1231999885730204e-08	1.7056000000000182
foundation	104200734	A	0	0	20	2	3	1	0	1.069199994284057e-08	1	3.9328000000000429	1.0691999952072706e-08	3.9328000000000429
foundation	169241692	A	0	0	20	0	2	1	0	1.4471999895280609e-08	1	1.4624000000000237	1.4471999931764401e-08	1.4624000000000237
foundation	419934241	A	0	0	20	2	1	1	0	1.285199991741305e-08	1	0.047600000000002751	1.2851999908747302e-08	0.047600000000002751
foundation	493022704	A	0	0	20	4	2	1	0	1.6631999861688291e-08	1	0.69360000000000355	1.6631999888438997e-08	0.69360000000000355
foundation	498783114	A	0	0	20	3	1	1	0	1.069199994284057e-08	1	3.972400000000043	1.0691999952072706e-08	3.972400000000043
foundation	586272333	A	0	0	20	2	0	1	0	1.285199991741305e-08	1	2.8032000000000323	1.2851999908747302e-08	2.8032000000000323
foundation	843170851	A	0	0	20	0	3	1	0	1.069199994284057e-08	1	3.4748000000000374	1.0691999952072706e-08	3.4748000000000374
foundation	1106941291	A	0	1	20	3	0	1	0	1.1231999936921088e-08	1	2.0012000000000256	1.1231999885730204e-08	2.0012000000000256
foundation	1120091307	A	0	0	20	2	1	1	0	1.285199991741305e-08	1	0.047600000000002751	1.2851999908747302e-08	0.047600000000002751
foundation	1178027390	A	0	0	20	0	3	1	0	1.069199994284057e-08	1	3.4748000000000374	1.0691999952072706e-08	3.4748000000000374
foundation	1263338062	A	0	0	20	2	0	1	0	1.285199991741305e-08	1	2.8032000000000323	1.2851999908747302e-08	2.8032000000000323
foundation	1352008924	A	0	0	20	2	1	1	0	1.285199991741305e-08	1	0.047600000000002751	1.2851999908747302e-08	0.047600000000002751
foundation	1597918552	A	0	0	20	0	1	1	0	1.3391999910327171e-08	1	1.9852000000000203	1.3391999953427103e-08	1.9852000000000203
foundation	1721461483	A	0	0	20	2	0	1	0	1.1231999936921088e-08	1	0.75480000000001013	1.1231999885730204e-08	0.75480000000001013
foundation	1802335222	A	0	0	20	2	0	1	0	1.1771999930710009e-08	1	0.12279999999999802	1.1771999930410004e-08	0.12279999999999802
foundation	1885798770	A	0	0	20	1	2	1	0	1.3931999902949688e-08	1	0.097200000000000841	1.3931999887084601e-08	0.097200000000000841
foundation	1946888776	A	0	0	20	2	0	1	0	1.1231999936921088e-08	1	0.75480000000001013	1.1231999885730204e-08	0.75480000000001013
foundation	1960059410	A	0	0	20	0	2	1	0	1.4471999895280609e-08	1	1.4624000000000237	1.4471999931764401e-08	1.4624000000000237
foundation	2042829802	A	0	0	20	2	1	1	0	1.285199991741305e-08	1	0.047600000000002751	1.2851999908747302e-08	0.047600000000002751
foundation	2043652134	A	0	0	20	4	1	1	0	1.1771999930710009e-08	1	1.1376000000000133	1.1771999930410004e-08	1.1376000000000133
foundation	2046070918	A	0	0	20	1	0	1	0	1.1771999930710009e-08	1	0.2716000000000065	1.1771999930410004e-08	0.2716000000000065
foundation	2094031497	A	0	0	20	1	2	1	0	1.285199991741305e-08	1	3.5840000000000387	1.2851999908747302e-08	3.5840000000000387
foundation	2163367617	A	0	0	20	0	2	1	0	1.4471999895280609e-08	1	1.4624000000000237	1.4471999931764401e-08	1.4624000000000237
foundation	2225190877	A	0	0	20	0	2	1	0	1.4471999895280609e-08	1	1.4624000000000237	1.4471999931764401e-08	1.4624000000000237
foundation	2562589290	A	0	0	20	2	0	1	0	1.1231999936921088e-08	1	0.75480000000001013	1.1231999885730204e-08	0.75480000000001013
foundation	2594100587	A	0	0	20	0	1	1	0	1.3391999910327171e-08	1	1.9852000000000203	1.3391999953427103e-08	1.9852000000000203
foundation	2643899471	A	0	0	20	3	2	1	0	1.1231999936921088e-08	1	1.7056000000000182	1.1231999885730204e-08	1.7056000000000182
foundation	2731154060	A	0	0	20	1	0	1	0	1.285199991741305e-08	1	2.1004000000000289	1.2851999908747302e-08	2.1004000000000289
foundation	2775870536	A	0	0	20	4	3	1	0	1.069199994284057e-08	1	3.7208000000000396	1.0691999952072706e-08	3.7208000000000396
foundation	2791179862	A	0	0	20	1	2	1	0	1.285199991741305e-08	1	3.5840000000000387	1.2851999908747302e-08	3.5840000000000387
foundation	2854959001	A	0	0	20	0	2	1	0	1.4471999895280609e-08	1	1.4624000000000237	1.4471999931764401e-08	1.4624000000000237
