# compare_bandwidth_utilization: 用于方案对比的带宽利用率。
# static_bandwidth_utilization: 不考虑重传时，静态打包方案本身的带宽利用率。
# signal_count: 按原始 MessageCode 去重后的信号种类数，不是副本总数。
# total_added_signal_copies: 相比原始 1 份信号，方案中新增的信号副本总数。
# 三种方案的 WCRT 均按信号级统计值输出；foundation / baseline1 基于“最早成功副本到达时间”分布，baseline2 基于重传分布。
# ASIL 分组里的 wcrt_ratio 表示 WCRT/周期；signal_detail 里的 WCRT 列统一是信号级统计值（单位 ms）。

retry_distribution_report	D:\document\CODE\paper1\storage\analysis\202649_155345\retry_probability_reports\M4_4ecu_170signals.txt

# 每个方案的总体指标。
[scheme_summary]
scheme	compare_bandwidth_utilization	static_bandwidth_utilization	signal_count	total_added_signal_copies
foundation	0.52388800000000002	0.52388800000000002	170	42
baseline1	0.54697999999999991	0.54697999999999991	170	110
baseline2	0.29505603418248572	0.2950560000000001	170	0

# 按 ASIL 分组统计的 WCRT/周期 的 P95 结果。

[asil_wcrt_ratio_p95]
scheme	asil	signal_count	avg_wcrt_ratio_p95	max_wcrt_ratio_p95
foundation	A	128	0.05122481250000039	0.18344000000000166
foundation	B	18	0.0096328888888889547	0.058040000000000445
foundation	C	16	0.017969999999999584	0.05999999999998451
foundation	D	8	0.044289999999996922	0.068399999999989802
baseline1	A	128	0.039207031250000239	0.15096000000000204
baseline1	B	18	0.011182444444444573	0.026960000000000407
baseline1	C	16	0.032933749999999831	0.085200000000000387
baseline1	D	8	0.077250000000010477	0.14080000000002713
baseline2	A	128	0.048072374999999966	0.13679999999999998
baseline2	B	18	0.056874444444444422	0.11456
baseline2	C	16	0.077738749999999968	0.15479999999999999
baseline2	D	8	0.11681999999999999	0.19439999999999999

# 按 ASIL 分组统计的信号故障概率。

[asil_fault_probability]
scheme	asil	signal_count	avg_fault_probability	max_fault_probability
foundation	A	128	1.2645281168134538e-08	1.8791999823430371e-08
foundation	B	18	1.4618102220958e-16	1.8657734145098039e-16
foundation	C	16	1.3502610741466712e-16	1.8657734145098039e-16
foundation	D	8	1.3107128249336765e-16	1.5823382200910208e-16
baseline1	A	128	6.0960937978898794e-09	1.8791999823430371e-08
baseline1	B	18	1.438223022565998e-16	2.0943878096900196e-16
baseline1	C	16	1.5033875211707355e-16	2.0943878096900196e-16
baseline1	D	8	1.3273340246306133e-16	1.6517390187718504e-16
baseline2	A	128	2.7870934726781371e-14	1.113553693699032e-13
baseline2	B	18	1.8503717077085941e-17	1.1102230246251565e-16
baseline2	C	16	2.2852683238452371e-15	3.6453270879061277e-14
baseline2	D	8	2.2783294299413298e-14	3.6453270879061277e-14

# 按 ASIL 分组统计的新增信号副本数量。

[asil_added_signal_copies]
scheme	asil	signal_count	added_signal_copies
foundation	A	128	0
foundation	B	18	18
foundation	C	16	16
foundation	D	8	8
baseline1	A	128	68
baseline1	B	18	18
baseline1	C	16	16
baseline1	D	8	8
baseline2	A	128	0
baseline2	B	18	0
baseline2	C	16	0
baseline2	D	8	0

# 每个原始信号的明细指标。WCRT 列统一为信号级统计值（单位 ms），不是 WCRT/周期。

[signal_detail]
scheme	code	asil	level	type	period_ms	src_ecu	dst_ecu	signal_instance_count	added_signal_copies	p_fault	p_threshold	expected_wcrt_ms	p_wcrt_over_deadline	wcrt_p95_ms
foundation	2282999364	C	2	0	20	3	0	2	1	1.5648422203111551e-16	5.5555555555555559e-13	0.26159999706171028	1.1102230246251565e-16	0.26160000000000139
foundation	2551445896	C	2	0	20	0	1	2	1	1.5648422203111551e-16	5.5555555555555559e-13	0.041599999532751335	1.1102230246251565e-16	0.041600000000002524
foundation	2881154222	C	2	0	20	1	3	2	1	1.3222310247916987e-16	5.5555555555555559e-13	0.087199998973477341	1.1102230246251565e-16	0.087199999999995725
foundation	1480296070	B	1	1	5	2	1	2	1	1.2009254268354555e-16	1.388888888888889e-13	0.045599999487821119	1.1102230246251565e-16	0.045600000000000307
foundation	358619778	B	1	0	10	1	2	2	1	1.7905406160210802e-16	2.7777777777777779e-13	0.087199998879308446	2.2204460492503131e-16	0.087200000000002831
foundation	526552833	B	1	1	10	2	1	2	1	1.4896094216599288e-16	2.7777777777777779e-13	0.5803999937943678	1.1102230246251565e-16	0.58040000000000447
foundation	578124656	B	1	0	10	2	1	2	1	1.8657734145098039e-16	2.7777777777777779e-13	0.049599999335756824	2.2204460492503131e-16	0.049600000000000005
foundation	2185834201	B	1	0	10	2	0	2	1	1.2586622258627062e-16	2.7777777777777779e-13	0.21599999745724913	1.1102230246251565e-16	0.21600000000000108
foundation	2974949657	B	1	0	10	2	1	2	1	1.8657734145098039e-16	2.7777777777777779e-13	0.049599999335756824	2.2204460492503131e-16	0.049600000000000005
foundation	3739933945	B	1	0	10	2	1	2	1	1.8657734145098039e-16	2.7777777777777779e-13	0.049599999335756824	2.2204460492503131e-16	0.049600000000000005
foundation	805035513	B	1	0	20	1	2	2	1	1.7905406160210802e-16	5.5555555555555559e-13	0.087199998879308446	2.2204460492503131e-16	0.087200000000002831
foundation	2511906212	B	1	0	20	3	0	2	1	1.5648422203111551e-16	5.5555555555555559e-13	0.26159999706171028	1.1102230246251565e-16	0.26160000000000139
foundation	3015183690	B	1	0	20	2	0	2	1	1.3857998236863647e-16	5.5555555555555559e-13	0.21599999745724913	1.1102230246251565e-16	0.21600000000000108
foundation	3459441748	B	1	0	20	2	0	2	1	1.3857998236863647e-16	5.5555555555555559e-13	0.21599999745724913	1.1102230246251565e-16	0.21600000000000108
foundation	3537117971	B	1	0	20	1	0	2	1	1.5158534213368129e-16	5.5555555555555559e-13	0.17439999785278579	2.2204460492503131e-16	0.17439999999999856
foundation	1204618577	B	1	0	50	1	0	2	1	1.2009254268354555e-16	1.3888888888888889e-12	0.087199999067657782	1.1102230246251565e-16	0.087200000000000166
foundation	2228964607	B	1	0	50	0	3	2	1	1.1431886277770274e-16	1.3888888888888889e-12	0.081199999131809558	1.1102230246251565e-16	0.081199999999999939
foundation	1173073351	B	1	0	100	0	2	2	1	1.2009254268354555e-16	2.7777777777777777e-12	0.3307999962844545	1.1102230246251565e-16	0.33079999999999998
foundation	2789900408	B	1	0	100	3	1	2	1	1.1431886277770274e-16	2.7777777777777777e-12	0.12279999868702267	1.1102230246251565e-16	0.12280000000000024
foundation	2897250769	B	1	0	100	1	2	2	1	1.3857998236863647e-16	2.7777777777777777e-12	0.12279999855439866	1.1102230246251565e-16	0.12280000000000024
foundation	2938087393	B	1	1	100	3	2	2	1	1.2586622258627062e-16	2.7777777777777777e-12	0.41399999557351225	1.1102230246251565e-16	0.41400000000000015
foundation	3047524809	A	0	0	2	1	0	1	0	1.069199994284057e-08	1	0.059600000000010311	1.0691999952072706e-08	0.059600000000010311
foundation	296355536	A	0	0	5	1	2	1	0	1.285199991741305e-08	1	0.87160000000000792	1.2851999908747302e-08	0.87160000000000792
foundation	869446078	A	0	0	5	1	2	1	0	1.285199991741305e-08	1	0.87160000000000792	1.2851999908747302e-08	0.87160000000000792
foundation	1441583064	A	0	0	5	1	3	1	0	1.2311999924207329e-08	1	0.91720000000000823	1.2311999975089805e-08	0.91720000000000823
foundation	1881511351	A	0	0	5	2	0	1	0	1.069199994284057e-08	1	0.78440000000000509	1.0691999952072706e-08	0.78440000000000509
foundation	2785635689	A	0	1	5	2	1	1	0	1.1231999936921088e-08	1	0.045600000000000307	1.1231999885730204e-08	0.045600000000000307
foundation	11384668	A	0	0	10	3	0	1	0	1.3931999902949688e-08	1	1.6764000000000152	1.3931999887084601e-08	1.6764000000000152
foundation	36388572	A	0	0	10	0	1	1	0	1.1231999936921088e-08	1	0.041600000000002524	1.1231999885730204e-08	0.041600000000002524
foundation	168337547	A	0	0	10	0	2	1	0	1.1771999930710009e-08	1	0.21800000000000352	1.1771999930410004e-08	0.21800000000000352
foundation	235766176	A	0	0	10	0	1	1	0	1.1231999936921088e-08	1	0.041600000000002524	1.1231999885730204e-08	0.041600000000002524
foundation	361448172	A	0	0	10	1	0	1	0	1.2311999924207329e-08	1	1.1812000000000111	1.2311999975089805e-08	1.1812000000000111
foundation	410879818	A	0	0	10	1	2	1	0	1.285199991741305e-08	1	0.87160000000000792	1.2851999908747302e-08	0.87160000000000792
foundation	506139370	A	0	0	10	2	0	1	0	1.1231999936921088e-08	1	0.38440000000000651	1.1231999885730204e-08	0.38440000000000651
foundation	581727905	A	0	0	10	1	2	1	0	1.285199991741305e-08	1	0.087200000000002831	1.2851999908747302e-08	0.087200000000002831
foundation	627938609	A	0	0	10	3	2	1	0	1.069199994284057e-08	1	1.4760000000000133	1.0691999952072706e-08	1.4760000000000133
foundation	984584757	A	0	0	10	1	2	1	0	1.285199991741305e-08	1	0.087200000000002831	1.2851999908747302e-08	0.087200000000002831
foundation	1016692647	A	0	0	10	2	1	1	0	1.3391999910327171e-08	1	0.049600000000000005	1.3391999953427103e-08	0.049600000000000005
foundation	1017974888	A	0	0	10	1	0	1	0	1.2311999924207329e-08	1	1.1812000000000111	1.2311999975089805e-08	1.1812000000000111
foundation	1041098508	A	0	0	10	1	2	1	0	1.285199991741305e-08	1	0.087200000000002831	1.2851999908747302e-08	0.087200000000002831
foundation	1066414348	A	0	0	10	1	0	1	0	1.285199991741305e-08	1	0.051600000000000534	1.2851999908747302e-08	0.051600000000000534
foundation	1078766928	A	0	0	10	3	2	1	0	1.069199994284057e-08	1	1.4760000000000133	1.0691999952072706e-08	1.4760000000000133
foundation	1098593361	A	0	0	10	2	1	1	0	1.3391999910327171e-08	1	0.049600000000000005	1.3391999953427103e-08	0.049600000000000005
foundation	1305036828	A	0	0	10	1	3	1	0	1.1231999936921088e-08	1	1.763600000000018	1.1231999885730204e-08	1.763600000000018
foundation	1482500791	A	0	0	10	3	0	1	0	1.3931999902949688e-08	1	1.6764000000000152	1.3931999887084601e-08	1.6764000000000152
foundation	1820145391	A	0	0	10	1	0	1	0	1.2311999924207329e-08	1	1.1812000000000111	1.2311999975089805e-08	1.1812000000000111
foundation	1826914532	A	0	0	10	0	2	1	0	1.069199994284057e-08	1	0.40800000000000125	1.0691999952072706e-08	0.40800000000000125
foundation	1898761066	A	0	0	10	2	1	1	0	1.3931999902949688e-08	1	0.99480000000001212	1.3931999887084601e-08	0.99480000000001212
foundation	2010054352	A	0	0	10	1	3	1	0	1.1231999936921088e-08	1	1.763600000000018	1.1231999885730204e-08	1.763600000000018
foundation	2010944987	A	0	0	10	2	0	1	0	1.069199994284057e-08	1	0.78440000000000509	1.0691999952072706e-08	0.78440000000000509
foundation	2063315710	A	0	1	10	1	2	1	0	1.3931999902949688e-08	1	1.4364000000000132	1.3931999887084601e-08	1.4364000000000132
foundation	2135113717	A	0	0	10	2	1	1	0	1.3391999910327171e-08	1	0.049600000000000005	1.3391999953427103e-08	0.049600000000000005
foundation	2152536909	A	0	0	10	0	2	1	0	1.1771999930710009e-08	1	0.21800000000000352	1.1771999930410004e-08	0.21800000000000352
foundation	2255395839	A	0	0	10	0	1	1	0	1.3931999902949688e-08	1	1.2580000000000098	1.3931999887084601e-08	1.2580000000000098
foundation	2277457209	A	0	0	10	0	2	1	0	1.1771999930710009e-08	1	0.21800000000000352	1.1771999930410004e-08	0.21800000000000352
foundation	2601566917	A	0	0	10	0	2	1	0	1.069199994284057e-08	1	0.40800000000000125	1.0691999952072706e-08	0.40800000000000125
foundation	2740226219	A	0	1	10	2	0	1	0	1.1771999930710009e-08	1	0.21600000000000108	1.1771999930410004e-08	0.21600000000000108
foundation	2901499394	A	0	0	10	2	1	1	0	1.3391999910327171e-08	1	0.049600000000000005	1.3391999953427103e-08	0.049600000000000005
foundation	3383887645	A	0	0	10	0	1	1	0	1.1231999936921088e-08	1	0.041600000000002524	1.1231999885730204e-08	0.041600000000002524
foundation	3478806365	A	0	0	10	1	2	1	0	1.3931999902949688e-08	1	1.4364000000000132	1.3931999887084601e-08	1.4364000000000132
foundation	3576772521	A	0	0	10	3	2	1	0	1.069199994284057e-08	1	1.4760000000000133	1.0691999952072706e-08	1.4760000000000133
foundation	3657638704	A	0	0	10	1	2	1	0	1.285199991741305e-08	1	0.087200000000002831	1.2851999908747302e-08	0.087200000000002831
foundation	3697508707	A	0	0	10	2	1	1	0	1.1231999936921088e-08	1	0.045600000000000307	1.1231999885730204e-08	0.045600000000000307
foundation	3987373990	A	0	0	10	2	1	1	0	1.3931999902949688e-08	1	0.99480000000001212	1.3931999887084601e-08	0.99480000000001212
foundation	4254333340	A	0	0	10	0	1	1	0	1.3931999902949688e-08	1	1.2580000000000098	1.3931999887084601e-08	1.2580000000000098
foundation	98512147	A	0	0	20	3	2	1	0	1.069199994284057e-08	1	1.4760000000000133	1.0691999952072706e-08	1.4760000000000133
foundation	169241692	A	0	0	20	0	2	1	0	1.3391999910327171e-08	1	2.0272000000000148	1.3391999953427103e-08	2.0272000000000148
foundation	419934241	A	0	0	20	2	1	1	0	1.3931999902949688e-08	1	0.99480000000001212	1.3931999887084601e-08	0.99480000000001212
foundation	498783114	A	0	0	20	3	1	1	0	1.069199994284057e-08	1	1.9776000000000167	1.0691999952072706e-08	1.9776000000000167
foundation	586272333	A	0	0	20	2	0	1	0	1.1231999936921088e-08	1	0.38440000000000651	1.1231999885730204e-08	0.38440000000000651
foundation	843170851	A	0	0	20	0	3	1	0	1.069199994284057e-08	1	2.4748000000000161	1.0691999952072706e-08	2.4748000000000161
foundation	1106941291	A	0	1	20	3	0	1	0	1.1231999936921088e-08	1	0.26160000000000139	1.1231999885730204e-08	0.26160000000000139
foundation	1120091307	A	0	0	20	2	1	1	0	1.3391999910327171e-08	1	0.049600000000000005	1.3391999953427103e-08	0.049600000000000005
foundation	1178027390	A	0	0	20	0	3	1	0	1.069199994284057e-08	1	2.4748000000000161	1.0691999952072706e-08	2.4748000000000161
foundation	1263338062	A	0	0	20	2	0	1	0	1.1771999930710009e-08	1	0.80680000000000973	1.1771999930410004e-08	0.80680000000000973
foundation	1352008924	A	0	0	20	2	1	1	0	1.3391999910327171e-08	1	0.049600000000000005	1.3391999953427103e-08	0.049600000000000005
foundation	1597918552	A	0	0	20	0	1	1	0	1.1231999936921088e-08	1	0.041600000000002524	1.1231999885730204e-08	0.041600000000002524
foundation	1721461483	A	0	0	20	2	0	1	0	1.1771999930710009e-08	1	0.21600000000000108	1.1771999930410004e-08	0.21600000000000108
foundation	1802335222	A	0	0	20	2	0	1	0	1.1771999930710009e-08	1	0.21600000000000108	1.1771999930410004e-08	0.21600000000000108
foundation	1885798770	A	0	0	20	1	2	1	0	1.3931999902949688e-08	1	1.4364000000000132	1.3931999887084601e-08	1.4364000000000132
foundation	1946888776	A	0	0	20	2	0	1	0	1.1771999930710009e-08	1	0.80680000000000973	1.1771999930410004e-08	0.80680000000000973
foundation	1960059410	A	0	0	20	0	2	1	0	1.3391999910327171e-08	1	2.0272000000000148	1.3391999953427103e-08	2.0272000000000148
foundation	2042829802	A	0	0	20	2	1	1	0	1.3391999910327171e-08	1	0.049600000000000005	1.3391999953427103e-08	0.049600000000000005
foundation	2046070918	A	0	0	20	1	0	1	0	1.2311999924207329e-08	1	0.17439999999999856	1.2311999975089805e-08	0.17439999999999856
foundation	2094031497	A	0	0	20	1	2	1	0	1.3931999902949688e-08	1	1.4364000000000132	1.3931999887084601e-08	1.4364000000000132
foundation	2163367617	A	0	0	20	0	2	1	0	1.3391999910327171e-08	1	2.0272000000000148	1.3391999953427103e-08	2.0272000000000148
foundation	2225190877	A	0	0	20	0	2	1	0	1.3391999910327171e-08	1	2.0272000000000148	1.3391999953427103e-08	2.0272000000000148
foundation	2562589290	A	0	0	20	2	0	1	0	1.1771999930710009e-08	1	0.80680000000000973	1.1771999930410004e-08	0.80680000000000973
foundation	2594100587	A	0	0	20	0	1	1	0	1.3931999902949688e-08	1	1.2580000000000098	1.3931999887084601e-08	1.2580000000000098
foundation	2731154060	A	0	0	20	1	0	1	0	1.2311999924207329e-08	1	0.17439999999999856	1.2311999975089805e-08	0.17439999999999856
foundation	2791179862	A	0	0	20	1	2	1	0	1.285199991741305e-08	1	0.087200000000002831	1.2851999908747302e-08	0.087200000000002831
foundation	2854959001	A	0	0	20	0	2	1	0	1.3391999910327171e-08	1	2.0272000000000148	1.3391999953427103e-08	2.0272000000000148
foundation	2920308274	A	0	0	20	1	0	1	0	1.2311999924207329e-08	1	1.1812000000000111	1.2311999975089805e-08	1.1812000000000111
foundation	3045559476	A	0	0	20	1	2	1	0	1.3931999902949688e-08	1	1.4364000000000132	1.3931999887084601e-08	1.4364000000000132
foundation	3349893201	A	0	1	20	1	0	1	0	1.2311999924207329e-08	1	1.1812000000000111	1.2311999975089805e-08	1.1812000000000111
foundation	3525899400	A	0	0	20	0	2	1	0	1.3391999910327171e-08	1	2.0272000000000148	1.3391999953427103e-08	2.0272000000000148
foundation	3760392648	A	0	0	20	1	0	1	0	1.2311999924207329e-08	1	0.17439999999999856	1.2311999975089805e-08	0.17439999999999856
foundation	3860785395	A	0	0	20	1	3	1	0	1.1771999930710009e-08	1	0.087199999999995725	1.1771999930410004e-08	0.087199999999995725
foundation	4116403690	A	0	0	20	1	2	1	0	1.285199991741305e-08	1	0.087200000000002831	1.2851999908747302e-08	0.087200000000002831
foundation	4215399335	A	0	0	20	1	0	1	0	1.2311999924207329e-08	1	0.17439999999999856	1.2311999975089805e-08	0.17439999999999856
foundation	258421270	A	0	0	50	1	3	1	0	1.1771999930710009e-08	1	2.8832000000000018	1.1771999930410004e-08	2.8832000000000018
foundation	886821176	A	0	0	50	2	0	1	0	1.8791999823430371e-08	1	2.6732000000000018	1.8791999845113594e-08	2.6732000000000018
foundation	919076367	A	0	0	50	0	1	1	0	1.2311999924207329e-08	1	2.8396000000000017	1.2311999975089805e-08	2.8396000000000017
foundation	1533040048	A	0	0	50	1	0	1	0	1.1231999936921088e-08	1	2.5164000000000017	1.1231999885730204e-08	2.5164000000000017
foundation	1545622080	A	0	0	50	0	2	1	0	1.069199994284057e-08	1	2.9228000000000018	1.0691999952072706e-08	2.9228000000000018
foundation	1798843089	A	0	0	50	2	3	1	0	1.1231999936921088e-08	1	2.7544000000000017	1.1231999885730204e-08	2.7544000000000017
foundation	2253845728	A	0	0	50	2	0	1	0	1.8791999823430371e-08	1	2.6732000000000018	1.8791999845113594e-08	2.6732000000000018
foundation	3279893664	A	0	0	50	2	1	1	0	1.285199991741305e-08	1	2.5640000000000018	1.2851999908747302e-08	2.5640000000000018
foundation	4216568460	A	0	0	50	2	1	1	0	1.285199991741305e-08	1	2.5640000000000018	1.2851999908747302e-08	2.5640000000000018
foundation	4229556178	A	0	0	50	2	0	1	0	1.8791999823430371e-08	1	2.6732000000000018	1.8791999845113594e-08	2.6732000000000018
foundation	78183922	A	0	0	100	1	2	1	0	1.1771999930710009e-08	1	3.340800000000002	1.1771999930410004e-08	3.340800000000002
foundation	363100819	A	0	0	100	3	2	1	0	1.1771999930710009e-08	1	3.006000000000002	1.1771999930410004e-08	3.006000000000002
foundation	524297656	A	0	0	100	1	2	1	0	1.1771999930710009e-08	1	0.12280000000000024	1.1771999930410004e-08	0.12280000000000024
foundation	528112619	A	0	0	100	1	2	1	0	1.1771999930710009e-08	1	3.340800000000002	1.1771999930410004e-08	3.340800000000002
foundation	559759922	A	0	0	100	1	3	1	0	1.1771999930710009e-08	1	2.8832000000000018	1.1771999930410004e-08	2.8832000000000018
foundation	604581114	A	0	0	100	1	2	1	0	1.1771999930710009e-08	1	3.340800000000002	1.1771999930410004e-08	3.340800000000002
foundation	822036725	A	0	0	100	3	2	1	0	1.1771999930710009e-08	1	3.006000000000002	1.1771999930410004e-08	3.006000000000002
foundation	841654069	A	0	0	100	2	3	1	0	1.1231999936921088e-08	1	2.7544000000000017	1.1231999885730204e-08	2.7544000000000017
foundation	926531372	A	0	0	100	2	1	1	0	1.285199991741305e-08	1	2.5640000000000018	1.2851999908747302e-08	2.5640000000000018
foundation	1088300852	A	0	0	100	1	2	1	0	1.1771999930710009e-08	1	3.340800000000002	1.1771999930410004e-08	3.340800000000002
foundation	1118149584	A	0	0	100	1	3	1	0	1.1771999930710009e-08	1	2.8832000000000018	1.1771999930410004e-08	2.8832000000000018
foundation	1376462981	A	0	0	100	1	0	1	0	1.069199994284057e-08	1	0.087200000000000166	1.0691999952072706e-08	0.087200000000000166
foundation	1533595252	A	0	0	100	0	2	1	0	1.1231999936921088e-08	1	0.33079999999999998	1.1231999885730204e-08	0.33079999999999998
foundation	1605488496	A	0	1	100	0	1	1	0	1.2311999924207329e-08	1	2.8396000000000017	1.2311999975089805e-08	2.8396000000000017
foundation	1608883955	A	0	0	100	3	0	1	0	1.069199994284057e-08	1	2.9624000000000019	1.0691999952072706e-08	2.9624000000000019
foundation	1756216781	A	0	0	100	2	0	1	0	1.8791999823430371e-08	1	2.6732000000000018	1.8791999845113594e-08	2.6732000000000018
foundation	1860621852	A	0	0	100	2	0	1	0	1.8791999823430371e-08	1	2.6732000000000018	1.8791999845113594e-08	2.6732000000000018
foundation	2070695494	A	0	0	100	2	0	1	0	1.8791999823430371e-08	1	2.6732000000000018	1.8791999845113594e-08	2.6732000000000018
