[scheme_summary]
dataset	config	scheme	normal_bandwidth_utilization	fault_bandwidth_utilization	total_added_signal_copies	schedulable
E5S200_5ecu_200signals_001	E5S200_5ecu_200signals	on_demand_tmr	0.598703	0.636323	61	1
E5S200_5ecu_200signals_001	E5S200_5ecu_200signals	always_on_tmr	0.598303	0.598303	61	1

[cluster_summary]
dataset	config	scheme	code	route_count	p_function_fault	p_threshold
E5S200_5ecu_200signals_001	E5S200_5ecu_200signals	on_demand_tmr	90973270	3	1.07692e-14	1
E5S200_5ecu_200signals_001	E5S200_5ecu_200signals	on_demand_tmr	106914515	3	0	5.55556e-14
E5S200_5ecu_200signals_001	E5S200_5ecu_200signals	on_demand_tmr	210472811	3	0	5.55556e-13
E5S200_5ecu_200signals_001	E5S200_5ecu_200signals	on_demand_tmr	303804405	3	0	5.55556e-13
E5S200_5ecu_200signals_001	E5S200_5ecu_200signals	on_demand_tmr	357936331	3	0	5.55556e-13
E5S200_5ecu_200signals_001	E5S200_5ecu_200signals	on_demand_tmr	361602186	3	0	5.55556e-13
E5S200_5ecu_200signals_001	E5S200_5ecu_200signals	always_on_tmr	90973270	3	8.88178e-15	1
E5S200_5ecu_200signals_001	E5S200_5ecu_200signals	always_on_tmr	106914515	3	0	5.55556e-14
E5S200_5ecu_200signals_001	E5S200_5ecu_200signals	always_on_tmr	210472811	3	0	5.55556e-13
E5S200_5ecu_200signals_001	E5S200_5ecu_200signals	always_on_tmr	303804405	3	0	5.55556e-13
E5S200_5ecu_200signals_001	E5S200_5ecu_200signals	always_on_tmr	357936331	3	0	5.55556e-13
E5S200_5ecu_200signals_001	E5S200_5ecu_200signals	always_on_tmr	361602186	3	0	5.55556e-13

[cluster_wcrt_summary]
dataset	config	scheme	code	period_ms	deadline_ms	normal_main_route_wcrt_ms	fault_main_route_wcrt_ms	tmr_all_route_wcrt_ms	activation_wcrt_ms	backup_route_wcrt_ms	compare_time_ms	backup_compute_time_ms	end_to_end_normal_wcrt_ms	end_to_end_fault_wcrt_ms	meets_deadline
E5S200_5ecu_200signals_001	E5S200_5ecu_200signals	on_demand_tmr	90973270	20	20	3.373	3.6106	0	0.3708	2.694	1	1	4.373	8.6754	1
E5S200_5ecu_200signals_001	E5S200_5ecu_200signals	on_demand_tmr	106914515	20	20	2.7098	2.9474	0	0.4104	2.0122	1	1	3.7098	7.37	1
E5S200_5ecu_200signals_001	E5S200_5ecu_200signals	on_demand_tmr	210472811	20	20	3.7718	4.049	0	0.45	3.009	1	1	4.7718	9.508	1
E5S200_5ecu_200signals_001	E5S200_5ecu_200signals	on_demand_tmr	303804405	20	20	3.613	3.8902	0	0.4896	1.593	1	1	4.613	7.9728	1
E5S200_5ecu_200signals_001	E5S200_5ecu_200signals	on_demand_tmr	357936331	20	20	3.7718	4.049	0	0.5292	3.6642	1	1	4.7718	10.2424	1
E5S200_5ecu_200signals_001	E5S200_5ecu_200signals	on_demand_tmr	361602186	20	20	3.7182	3.9954	0	0.5688	3.803	1	1	4.7182	10.3672	1
E5S200_5ecu_200signals_001	E5S200_5ecu_200signals	always_on_tmr	90973270	20	20	0	0	3.4296	0	0	1	0	4.4296	4.4296	1
E5S200_5ecu_200signals_001	E5S200_5ecu_200signals	always_on_tmr	106914515	20	20	0	0	3.3304	0	0	1	0	4.3304	4.3304	1
E5S200_5ecu_200signals_001	E5S200_5ecu_200signals	always_on_tmr	210472811	20	20	0	0	3.6696	0	0	1	0	4.6696	4.6696	1
E5S200_5ecu_200signals_001	E5S200_5ecu_200signals	always_on_tmr	303804405	20	20	0	0	3.8064	0	0	1	0	4.8064	4.8064	1
E5S200_5ecu_200signals_001	E5S200_5ecu_200signals	always_on_tmr	357936331	20	20	0	0	3.6696	0	0	1	0	4.6696	4.6696	1
E5S200_5ecu_200signals_001	E5S200_5ecu_200signals	always_on_tmr	361602186	20	20	0	0	3.7648	0	0	1	0	4.7648	4.7648	1

[route_summary]
