# 跨数据集汇总的信号装帧映射表，用于查看每个信号实例被打包到哪个 CANFD 帧。
# 同一 code 在 foundation / baseline1 中可能出现多次，对应新增副本或同源备份。
# baseline2 不新增副本，因此通常每个 code 只有 1 条映射记录。

[signal_frame_mapping]
dataset	scheme	code	message_id	signal_instance_index	signal_instance_count	is_added_copy	frame_id	frame_priority	frame_period_ms	frame_deadline_ms	frame_offset_ms	frame_trans_time_ms	frame_payload_bytes	frame_message_count	signal_period_ms	signal_deadline_ms	asil	level	type	src_ecu	dst_ecu
E5S250_5ecu_250signals_001	foundation	15154635	32	1	1	0	79	14	5	5	0	0.041599999999999998	2	4	5	5	A	0	0	0	1
E5S250_5ecu_250signals_001	foundation	43910001	171	1	2	0	5	17	10	10	0	0.041599999999999998	2	6	10	10	C	2	0	4	2
E5S250_5ecu_250signals_001	foundation	43910001	171	2	2	1	35	25	10	10	0	0.041599999999999998	2	7	10	10	C	2	0	4	2
E5S250_5ecu_250signals_001	foundation	62808135	30	1	1	0	121	47	10	10	0	0.041599999999999998	2	6	20	20	A	0	0	0	4
E5S250_5ecu_250signals_001	foundation	83144869	131	1	2	0	124	81	100	100	0	0.039600000000000003	1	1	100	100	C	2	0	0	4
E5S250_5ecu_250signals_001	foundation	83144869	131	2	2	1	125	82	100	100	0	0.039600000000000003	1	3	100	100	C	2	0	0	4
E5S250_5ecu_250signals_001	foundation	89125888	208	1	1	0	32	86	1000	1000	0	0.039600000000000003	1	1	1000	1000	A	0	0	1	4
E5S250_5ecu_250signals_001	foundation	106606146	150	1	1	0	133	50	10	10	0	0.039600000000000003	1	4	20	20	A	0	0	4	1
E5S250_5ecu_250signals_001	foundation	109305538	67	1	1	0	113	62	50	50	0	0.0436	3	3	50	50	A	0	0	3	4
E5S250_5ecu_250signals_001	foundation	131191557	16	1	1	0	30	65	100	100	0	0.039600000000000003	1	2	100	100	A	0	0	3	4
E5S250_5ecu_250signals_001	foundation	150008389	125	1	1	0	60	32	10	10	0	0.039600000000000003	1	5	20	20	A	0	0	1	4
E5S250_5ecu_250signals_001	foundation	157189317	99	1	2	0	14	57	50	50	0	0.039600000000000003	1	4	50	50	B	1	0	0	2
E5S250_5ecu_250signals_001	foundation	157189317	99	2	2	1	25	58	50	50	0	0.039600000000000003	1	4	50	50	B	1	0	0	2
E5S250_5ecu_250signals_001	foundation	216000811	211	1	2	0	3	8	5	5	0	0.039600000000000003	1	2	5	5	B	1	0	1	2
E5S250_5ecu_250signals_001	foundation	216000811	211	2	2	1	4	9	5	5	0	0.041599999999999998	2	3	5	5	B	1	0	1	2
E5S250_5ecu_250signals_001	foundation	228523049	87	1	1	0	110	45	10	10	0	0.039600000000000003	1	5	20	20	A	0	0	3	4
E5S250_5ecu_250signals_001	foundation	250529172	143	1	1	0	38	3	1	1	0	0.039600000000000003	1	4	2	2	A	0	0	2	1
E5S250_5ecu_250signals_001	foundation	277774490	49	1	2	0	63	88	1000	1000	0	0.039600000000000003	1	1	1000	1000	B	1	0	3	1
E5S250_5ecu_250signals_001	foundation	277774490	49	2	2	1	102	92	1000	1000	0	0.039600000000000003	1	1	1000	1000	B	1	0	3	1
E5S250_5ecu_250signals_001	foundation	277860819	14	1	1	0	9	19	10	10	0	0.039600000000000003	1	5	20	20	A	0	0	2	0
E5S250_5ecu_250signals_001	foundation	293948492	158	1	1	0	105	44	10	10	0	0.041599999999999998	2	5	10	10	A	0	0	0	1
E5S250_5ecu_250signals_001	foundation	294000755	31	1	1	0	96	91	1000	1000	0	0.039600000000000003	1	1	1000	1000	A	0	0	4	1
E5S250_5ecu_250signals_001	foundation	301398390	119	1	2	0	21	24	10	10	0	0.041599999999999998	2	6	10	10	C	2	0	3	2
E5S250_5ecu_250signals_001	foundation	301398390	119	2	2	1	103	43	10	10	0	0.039600000000000003	1	1	10	10	C	2	0	3	2
E5S250_5ecu_250signals_001	foundation	318280796	206	1	1	0	47	27	10	10	0	0.039600000000000003	1	3	20	20	A	0	0	3	1
E5S250_5ecu_250signals_001	foundation	319419472	182	1	1	0	62	33	10	10	0	0.0436	3	5	10	10	A	0	0	3	0
E5S250_5ecu_250signals_001	foundation	387229271	201	1	1	0	76	60	50	50	0	0.039600000000000003	1	3	100	100	A	0	0	4	3
E5S250_5ecu_250signals_001	foundation	396952203	90	1	1	0	95	41	10	10	0	0.039600000000000003	1	4	20	20	A	0	0	0	4
E5S250_5ecu_250signals_001	foundation	400799953	96	1	1	0	95	41	10	10	0	0.039600000000000003	1	4	10	10	A	0	0	0	4
E5S250_5ecu_250signals_001	foundation	406007865	106	1	1	0	62	33	10	10	0	0.0436	3	5	10	10	A	0	0	3	0
E5S250_5ecu_250signals_001	foundation	408724641	136	1	1	0	2	16	10	10	0	0.041599999999999998	2	6	20	20	A	0	0	1	0
E5S250_5ecu_250signals_001	foundation	451908486	226	1	2	0	38	3	1	1	0	0.039600000000000003	1	4	2	2	D	3	0	2	1
E5S250_5ecu_250signals_001	foundation	451908486	226	2	2	1	55	7	2	2	0	0.039600000000000003	1	2	2	2	D	3	0	2	1
E5S250_5ecu_250signals_001	foundation	464014652	180	1	1	0	7	18	10	10	0	0.039600000000000003	1	4	20	20	A	0	0	4	3
E5S250_5ecu_250signals_001	foundation	476717859	132	1	1	0	69	34	10	10	0	0.041599999999999998	2	7	10	10	A	0	0	4	1
E5S250_5ecu_250signals_001	foundation	495130845	108	1	2	0	9	19	10	10	0	0.039600000000000003	1	5	20	20	C	2	0	2	0
E5S250_5ecu_250signals_001	foundation	495130845	108	2	2	1	68	52	10	20	0	0.039600000000000003	1	4	20	20	C	2	0	2	0
E5S250_5ecu_250signals_001	foundation	509286032	33	1	1	0	65	5	1	1	0	0.039600000000000003	1	3	1	1	A	0	0	2	0
E5S250_5ecu_250signals_001	foundation	518397843	82	1	1	0	51	29	10	10	0	0.039600000000000003	1	2	10	10	A	0	0	3	0
