# 跨数据集汇总的信号装帧映射表，用于查看每个信号实例被打包到哪个 CANFD 帧。
# 同一 code 在 foundation / baseline1 中可能出现多次，对应新增副本或同源备份。
# baseline2 不新增副本，因此通常每个 code 只有 1 条映射记录。

[signal_frame_mapping]
dataset	scheme	code	message_id	signal_instance_index	signal_instance_count	is_added_copy	frame_id	frame_priority	frame_period_ms	frame_deadline_ms	frame_offset_ms	frame_trans_time_ms	frame_payload_bytes	frame_message_count	signal_period_ms	signal_deadline_ms	asil	level	type	src_ecu	dst_ecu
E5S200_5ecu_200signals_001	foundation	20310724	152	1	2	0	66	2	1	1	0	0.0516	7	4	2	2	B	1	0	2	1
E5S200_5ecu_200signals_001	foundation	20310724	152	2	2	1	67	3	1	1	0	0.061600000000000002	12	6	2	2	B	1	0	2	1
E5S200_5ecu_200signals_001	foundation	76244377	164	1	1	0	39	50	50	50	0	0.045600000000000002	4	3	100	100	A	0	0	3	4
E5S200_5ecu_200signals_001	foundation	90973270	158	1	1	0	30	22	10	10	0	0.0516	7	3	20	20	A	0	0	0	1
E5S200_5ecu_200signals_001	foundation	106914515	100	1	2	0	19	17	10	10	0	0.061600000000000002	12	7	20	20	D	3	0	2	4
E5S200_5ecu_200signals_001	foundation	106914515	100	2	2	1	20	18	10	10	0	0.08660000000000001	24	5	20	20	D	3	0	2	4
E5S200_5ecu_200signals_001	foundation	116517559	85	1	2	0	46	26	10	10	0	0.049600000000000005	6	4	10	10	B	1	0	0	4
E5S200_5ecu_200signals_001	foundation	116517559	85	2	2	1	112	40	10	10	0	0.061600000000000002	12	5	10	10	B	1	0	0	4
E5S200_5ecu_200signals_001	foundation	116802572	93	1	2	0	35	80	1000	1000	0	0.061600000000000002	12	2	1000	1000	D	3	0	1	0
E5S200_5ecu_200signals_001	foundation	116802572	93	2	2	1	71	83	1000	1000	0	0.061600000000000002	12	2	1000	1000	D	3	0	1	0
E5S200_5ecu_200signals_001	foundation	125209472	19	1	2	0	66	2	1	1	0	0.0516	7	4	1	1	C	2	0	2	1
E5S200_5ecu_200signals_001	foundation	125209472	19	2	2	1	67	3	1	1	0	0.061600000000000002	12	6	1	1	C	2	0	2	1
E5S200_5ecu_200signals_001	foundation	181005365	9	1	1	0	37	63	100	100	0	0.045600000000000002	4	2	100	100	A	0	0	4	0
E5S200_5ecu_200signals_001	foundation	196598294	116	1	1	0	60	28	10	10	0	0.078600000000000003	20	7	10	10	A	0	0	1	2
E5S200_5ecu_200signals_001	foundation	210472811	72	1	2	0	87	42	10	20	0	0.047600000000000003	5	3	20	20	C	2	0	4	3
E5S200_5ecu_200signals_001	foundation	210472811	72	2	2	1	88	33	10	10	0	0.047600000000000003	5	3	20	20	C	2	0	4	3
E5S200_5ecu_200signals_001	foundation	219442977	99	1	1	0	109	54	50	50	0	0.045600000000000002	4	2	100	100	A	0	0	1	2
E5S200_5ecu_200signals_001	foundation	244471136	13	1	1	0	14	16	10	10	0	0.053600000000000002	8	4	10	10	A	0	0	2	0
E5S200_5ecu_200signals_001	foundation	303804405	101	1	2	0	14	16	10	10	0	0.053600000000000002	8	4	20	20	C	2	0	2	0
E5S200_5ecu_200signals_001	foundation	303804405	101	2	2	1	22	19	10	10	0	0.0516	7	4	20	20	C	2	0	2	0
E5S200_5ecu_200signals_001	foundation	310180558	97	1	1	0	20	18	10	10	0	0.08660000000000001	24	5	10	10	A	0	0	2	4
E5S200_5ecu_200signals_001	foundation	357936331	102	1	2	0	26	20	10	10	0	0.061600000000000002	12	7	20	20	C	2	0	2	3
E5S200_5ecu_200signals_001	foundation	357936331	102	2	2	1	75	44	20	20	0	0.061600000000000002	12	7	20	20	C	2	0	2	3
E5S200_5ecu_200signals_001	foundation	361602186	115	1	2	0	54	27	10	10	0	0.061600000000000002	12	7	20	20	B	1	0	3	2
E5S200_5ecu_200signals_001	foundation	361602186	115	2	2	1	91	35	10	10	0	0.061600000000000002	12	9	20	20	B	1	0	3	2
E5S200_5ecu_200signals_001	foundation	386919265	149	1	2	0	54	27	10	10	0	0.061600000000000002	12	7	20	20	D	3	0	3	2
E5S200_5ecu_200signals_001	foundation	386919265	149	2	2	1	91	35	10	10	0	0.061600000000000002	12	9	20	20	D	3	0	3	2
E5S200_5ecu_200signals_001	foundation	422749570	30	1	2	0	80	31	10	10	0	0.061600000000000002	12	4	10	10	C	2	0	3	4
E5S200_5ecu_200signals_001	foundation	422749570	30	2	2	1	90	34	10	10	0	0.061600000000000002	12	4	10	10	C	2	0	3	4
E5S200_5ecu_200signals_001	foundation	466757013	126	1	1	0	49	1	1	1	0	0.049600000000000005	6	2	1	1	A	0	0	0	2
E5S200_5ecu_200signals_001	foundation	478133795	198	1	1	0	75	44	20	20	0	0.061600000000000002	12	7	20	20	A	0	0	2	3
E5S200_5ecu_200signals_001	foundation	504211297	10	1	1	0	24	8	5	5	0	0.1346	48	4	5	5	A	0	0	2	1
E5S200_5ecu_200signals_001	foundation	548218454	140	1	2	0	66	2	1	1	0	0.0516	7	4	1	1	C	2	0	2	1
E5S200_5ecu_200signals_001	foundation	548218454	140	2	2	1	67	3	1	1	0	0.061600000000000002	12	6	1	1	C	2	0	2	1
E5S200_5ecu_200signals_001	foundation	561949960	29	1	1	0	101	75	100	100	0	0.049600000000000005	6	4	100	100	A	0	0	1	0
E5S200_5ecu_200signals_001	foundation	574573665	38	1	2	0	30	22	10	10	0	0.0516	7	3	20	20	C	2	0	0	1
E5S200_5ecu_200signals_001	foundation	574573665	38	2	2	1	98	38	10	10	0	0.08660000000000001	24	3	20	20	C	2	0	0	1
E5S200_5ecu_200signals_001	foundation	581935227	159	1	1	0	36	24	10	10	0	0.069599999999999995	16	8	20	20	A	0	0	4	1
E5S200_5ecu_200signals_001	foundation	624561181	24	1	1	0	102	52	50	50	0	0.0436	3	2	100	100	A	0	0	1	4
E5S200_5ecu_200signals_001	foundation	639892943	87	1	1	0	25	0	1	1	0	0.049600000000000005	6	2	2	2	A	0	0	1	0
E5S200_5ecu_200signals_001	foundation	671498250	96	1	1	0	113	47	20	20	0	0.045600000000000002	4	2	20	20	A	0	0	0	2
E5S200_5ecu_200signals_001	foundation	680582180	160	1	1	0	74	30	10	10	0	0.061600000000000002	12	6	20	20	A	0	0	3	1
E5S200_5ecu_200signals_001	foundation	689970954	40	1	1	0	60	28	10	10	0	0.078600000000000003	20	7	20	20	A	0	0	1	2
E5S200_5ecu_200signals_001	foundation	728612692	33	1	1	0	54	27	10	10	0	0.061600000000000002	12	7	20	20	A	0	0	3	2
E5S200_5ecu_200signals_001	foundation	799984449	3	1	1	0	40	64	100	100	0	0.041599999999999998	2	2	100	100	A	0	0	3	1
E5S200_5ecu_200signals_001	foundation	804123935	122	1	1	0	74	30	10	10	0	0.061600000000000002	12	6	10	10	A	0	0	3	1
E5S200_5ecu_200signals_001	foundation	818941514	81	1	2	0	8	58	100	100	0	0.053600000000000002	8	2	100	100	C	2	0	3	2
E5S200_5ecu_200signals_001	foundation	818941514	81	2	2	1	45	65	100	100	0	0.053600000000000002	8	2	100	100	C	2	0	3	2
E5S200_5ecu_200signals_001	foundation	845748115	58	1	1	0	75	44	20	20	0	0.061600000000000002	12	7	20	20	A	0	0	2	3
E5S200_5ecu_200signals_001	foundation	856975914	169	1	1	0	64	29	10	10	0	0.047600000000000003	5	3	20	20	A	0	0	1	4
E5S200_5ecu_200signals_001	foundation	903745295	91	1	2	0	33	23	10	10	0	0.045600000000000002	4	2	10	10	B	1	0	3	1
E5S200_5ecu_200signals_001	foundation	903745295	91	2	2	1	74	30	10	10	0	0.061600000000000002	12	6	10	10	B	1	0	3	1
E5S200_5ecu_200signals_001	foundation	963187906	26	1	1	0	81	12	5	5	0	0.041599999999999998	2	1	5	5	A	0	0	0	1
E5S200_5ecu_200signals_001	foundation	1002653727	79	1	1	0	36	24	10	10	0	0.069599999999999995	16	8	10	10	A	0	0	4	1
E5S200_5ecu_200signals_001	foundation	1024080054	117	1	1	0	31	62	100	100	0	0.039600000000000003	1	1	100	100	A	0	0	4	2
E5S200_5ecu_200signals_001	foundation	1040801389	18	1	1	0	80	31	10	10	0	0.061600000000000002	12	4	10	10	A	0	0	3	4
E5S200_5ecu_200signals_001	foundation	1043459164	55	1	1	0	29	21	10	10	0	0.049600000000000005	6	5	10	10	A	0	0	1	0
E5S200_5ecu_200signals_001	foundation	1048436189	146	1	2	0	19	17	10	10	0	0.061600000000000002	12	7	10	10	C	2	0	2	4
E5S200_5ecu_200signals_001	foundation	1048436189	146	2	2	1	20	18	10	10	0	0.08660000000000001	24	5	10	10	C	2	0	2	4
E5S200_5ecu_200signals_001	foundation	1066249292	66	1	2	0	77	71	100	100	0	0.061600000000000002	12	2	100	100	B	1	0	2	1
E5S200_5ecu_200signals_001	foundation	1066249292	66	2	2	1	78	72	100	100	0	0.053600000000000002	8	1	100	100	B	1	0	2	1
E5S200_5ecu_200signals_001	foundation	1075392879	110	1	1	0	51	5	2	2	0	0.039600000000000003	1	1	2	2	A	0	0	0	1
E5S200_5ecu_200signals_001	foundation	1114923738	108	1	1	0	43	25	10	10	0	0.0516	7	5	20	20	A	0	0	2	3
E5S200_5ecu_200signals_001	foundation	1128801466	155	1	2	0	32	49	50	50	0	0.045600000000000002	4	3	100	100	D	3	0	1	0
E5S200_5ecu_200signals_001	foundation	1128801466	155	2	2	1	101	75	100	100	0	0.049600000000000005	6	4	100	100	D	3	0	1	0
E5S200_5ecu_200signals_001	foundation	1164951245	21	1	1	0	50	9	5	5	0	0.041599999999999998	2	2	10	10	A	0	0	0	2
E5S200_5ecu_200signals_001	foundation	1165486938	195	1	1	0	17	61	100	100	0	0.047600000000000003	5	3	100	100	A	0	0	4	3
E5S200_5ecu_200signals_001	foundation	1187043712	127	1	1	0	73	41	10	20	0	0.041599999999999998	2	1	20	20	A	0	0	2	1
E5S200_5ecu_200signals_001	foundation	1232094979	194	1	2	0	84	32	10	10	0	0.049600000000000005	6	4	10	10	C	2	0	0	3
E5S200_5ecu_200signals_001	foundation	1232094979	194	2	2	1	96	37	10	10	0	0.069599999999999995	16	6	10	10	C	2	0	0	3
E5S200_5ecu_200signals_001	foundation	1256997641	176	1	1	0	60	28	10	10	0	0.078600000000000003	20	7	20	20	A	0	0	1	2
E5S200_5ecu_200signals_001	foundation	1260286871	175	1	1	0	74	30	10	10	0	0.061600000000000002	12	6	20	20	A	0	0	3	1
E5S200_5ecu_200signals_001	foundation	1338898710	118	1	1	0	68	69	100	100	0	0.045600000000000002	4	2	100	100	A	0	0	1	3
E5S200_5ecu_200signals_001	foundation	1368232430	177	1	2	0	46	26	10	10	0	0.049600000000000005	6	4	20	20	D	3	0	0	4
E5S200_5ecu_200signals_001	foundation	1368232430	177	2	2	1	112	40	10	10	0	0.061600000000000002	12	5	20	20	D	3	0	0	4
E5S200_5ecu_200signals_001	foundation	1369757607	77	1	1	0	54	27	10	10	0	0.061600000000000002	12	7	10	10	A	0	0	3	2
E5S200_5ecu_200signals_001	foundation	1381773050	44	1	1	0	26	20	10	10	0	0.061600000000000002	12	7	20	20	A	0	0	2	3
E5S200_5ecu_200signals_001	foundation	1381794014	63	1	2	0	54	27	10	10	0	0.061600000000000002	12	7	10	10	B	1	0	3	2
E5S200_5ecu_200signals_001	foundation	1381794014	63	2	2	1	91	35	10	10	0	0.061600000000000002	12	9	10	10	B	1	0	3	2
E5S200_5ecu_200signals_001	foundation	1392608658	163	1	3	0	23	7	5	5	0	0.10260000000000001	32	1	5	5	D	3	0	2	1
E5S200_5ecu_200signals_001	foundation	1392608658	163	2	3	1	24	8	5	5	0	0.1346	48	4	5	5	D	3	0	2	1
E5S200_5ecu_200signals_001	foundation	1392608658	163	3	3	1	70	11	5	5	0	0.10260000000000001	32	1	5	5	D	3	0	2	1
E5S200_5ecu_200signals_001	foundation	1393595599	125	1	1	0	22	19	10	10	0	0.0516	7	4	20	20	A	0	0	2	0
E5S200_5ecu_200signals_001	foundation	1421771232	4	1	2	0	43	25	10	10	0	0.0516	7	5	20	20	B	1	0	2	3
E5S200_5ecu_200signals_001	foundation	1421771232	4	2	2	1	75	44	20	20	0	0.061600000000000002	12	7	20	20	B	1	0	2	3
E5S200_5ecu_200signals_001	foundation	1426788473	105	1	1	0	60	28	10	10	0	0.078600000000000003	20	7	10	10	A	0	0	1	2
E5S200_5ecu_200signals_001	foundation	1427856600	137	1	2	0	55	10	5	5	0	0.039600000000000003	1	1	5	5	B	1	0	1	0
E5S200_5ecu_200signals_001	foundation	1427856600	137	2	2	1	106	14	5	5	0	0.0436	3	2	5	5	B	1	0	1	0
E5S200_5ecu_200signals_001	foundation	1436770902	64	1	1	0	15	60	100	100	0	0.045600000000000002	4	2	100	100	A	0	0	0	2
E5S200_5ecu_200signals_001	foundation	1480834499	23	1	1	0	91	35	10	10	0	0.061600000000000002	12	9	10	10	A	0	0	3	2
E5S200_5ecu_200signals_001	foundation	1499191653	173	1	2	0	9	59	100	100	0	0.041599999999999998	2	1	100	100	B	1	0	0	1
E5S200_5ecu_200signals_001	foundation	1499191653	173	2	2	1	57	67	100	100	0	0.041599999999999998	2	1	100	100	B	1	0	0	1
E5S200_5ecu_200signals_001	foundation	1524368528	47	1	1	0	67	3	1	1	0	0.061600000000000002	12	6	1	1	A	0	0	2	1
E5S200_5ecu_200signals_001	foundation	1525577272	14	1	1	0	19	17	10	10	0	0.061600000000000002	12	7	10	10	A	0	1	2	4
E5S200_5ecu_200signals_001	foundation	1530027976	134	1	1	0	104	53	50	50	0	0.0436	3	2	50	50	A	0	0	0	2
E5S200_5ecu_200signals_001	foundation	1532846891	103	1	1	0	20	18	10	10	0	0.08660000000000001	24	5	20	20	A	0	0	2	4
E5S200_5ecu_200signals_001	foundation	1565109387	28	1	2	0	80	31	10	10	0	0.061600000000000002	12	4	10	10	B	1	0	3	4
E5S200_5ecu_200signals_001	foundation	1565109387	28	2	2	1	90	34	10	10	0	0.061600000000000002	12	4	10	10	B	1	0	3	4
E5S200_5ecu_200signals_001	foundation	1597862849	67	1	1	0	96	37	10	10	0	0.069599999999999995	16	6	20	20	A	0	0	0	3
E5S200_5ecu_200signals_001	foundation	1607773347	182	1	1	0	36	24	10	10	0	0.069599999999999995	16	8	10	10	A	0	0	4	1
E5S200_5ecu_200signals_001	foundation	1635207607	113	1	1	0	19	17	10	10	0	0.061600000000000002	12	7	10	10	A	0	0	2	4
E5S200_5ecu_200signals_001	foundation	1636922532	187	1	2	0	32	49	50	50	0	0.045600000000000002	4	3	100	100	C	2	0	1	0
E5S200_5ecu_200signals_001	foundation	1636922532	187	2	2	1	101	75	100	100	0	0.049600000000000005	6	4	100	100	C	2	0	1	0
E5S200_5ecu_200signals_001	foundation	1645073627	73	1	1	0	108	46	20	20	0	0.053600000000000002	8	4	20	20	A	0	0	1	0
E5S200_5ecu_200signals_001	foundation	1658116748	123	1	1	0	91	35	10	10	0	0.061600000000000002	12	9	20	20	A	0	0	3	2
E5S200_5ecu_200signals_001	foundation	1670241882	170	1	1	0	98	38	10	10	0	0.08660000000000001	24	3	10	10	A	0	0	0	1
E5S200_5ecu_200signals_001	foundation	1674149897	148	1	1	0	84	32	10	10	0	0.049600000000000005	6	4	20	20	A	0	0	0	3
E5S200_5ecu_200signals_001	foundation	1682614294	86	1	1	0	12	79	1000	1000	0	0.045600000000000002	4	1	1000	1000	A	0	0	0	1
E5S200_5ecu_200signals_001	foundation	1703986201	43	1	1	0	67	3	1	1	0	0.061600000000000002	12	6	1	1	A	0	0	2	1
E5S200_5ecu_200signals_001	foundation	1751597455	74	1	1	0	112	40	10	10	0	0.061600000000000002	12	5	20	20	A	0	0	0	4
